Sequence No;Turboveg No;Group No;Relevé number;SIVIMID;EUNIS_REVISED;EUNIS2020;EUNISL1;EUNISL2;PCluster;Class;Order;Alliance;Sintaxon;Aspect;Slope;Area;Year;DEG_LON;DEG_LAT;Accuracy;Elevation;EUNIS_VGG
329;300;5;300;R-P24684;V37;V37;Ruderal;V39;5;Chenopodietea;Chenopodietalia;Geranio pusilli-Anthriscion caucalidis;Galio aparinellae-Anthriscetum caucalidis;;NA;5;2012;-6.50622748;42.30017212;1 - UTM1x1 + Elevation;821;V39
330;135;5;135;Q-P10130;V37;V32;Ruderal;V39;0;Chenopodietea;Chenopodietalia;Geranio pusilli-Anthriscion caucalidis;Galio aparinellae-Anthriscetum caucalidis;S;18;10;2000;-6.695623018;41.8872091;3 - UTM10x10 + Elevation;660;V39
331;130;5;130;Q-P10125;V39;V39;Ruderal;V39;0;Chenopodietea;Chenopodietalia;Geranio pusilli-Anthriscion caucalidis;Galio aparinellae-Anthriscetum caucalidis;N;54;4;2000;-6.635070162;41.8819405;3 - UTM10x10 + Elevation;640;V39
332;706;5;706;T-P11660;V39;V32;Ruderal;V39;0;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Geranio robertiani-Caryolophetum sempervirentis;S;4.5;20;1988;-5.687993416;42.8517805;3 - UTM10x10 + Elevation;1140;V39
333;44;5;44;Q-P08687;V39;V32;Ruderal;V39;0;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Alliarion petiolatae;;NA;15;1990;-4.602567992;42.90454586;3 - UTM10x10 + Elevation;1160;V39
334;128;5;128;Q-P10123;V39;V39;Ruderal;V39;0;Chenopodietea;Chenopodietalia;Geranio pusilli-Anthriscion caucalidis;Galio aparinellae-Anthriscetum caucalidis;E;45;4;2000;-6.61857634;41.83535117;4 - UTM10x10 + Centroid;520;V39
335;200;5;200;R-P22236;V38;V33;Ruderal;V39;0;Artemisietea vulgaris;Carthametalia lanati;Silybo mariani-Urticion piluliferae;Echio rosulati-Silybetum mariani;S;10;4;1999;-7.995474555;41.96037338;1 - UTM1x1 + Elevation;560;V39
336;303;5;303;R-P24687;V37;V37;Ruderal;V39;5;Chenopodietea;Chenopodietalia;Geranio pusilli-Anthriscion caucalidis;Galio aparinellae-Anthriscetum caucalidis;;NA;4;2012;-6.501583283;42.30391603;1 - UTM1x1 + Elevation;819;V39
337;244;5;244;R-P24026;V37;V32;Ruderal;V37;0;NA;NA;NA;;;NA;3;NA;-6.855305085;42.37539332;1 - UTM1x1 + Elevation;660;V39
338;943;5;943;T-P36767;V37;V37;Ruderal;V39;5;Chenopodietea;Chenopodietalia;Geranio pusilli-Anthriscion caucalidis;Anthrisco-Geranietum lucidi;N;NA;12;1993;-7.603704614;42.44677255;1 - UTM1x1 + Elevation;420;V39
339;942;5;942;T-P36765;V37;V32;Ruderal;V39;0;Chenopodietea;Chenopodietalia;Geranio pusilli-Anthriscion caucalidis;Anthrisco-Geranietum lucidi;E;10;8;1993;-7.611721567;42.48966563;1 - UTM1x1 + Elevation;340;V39
340;236;5;236;R-P23994;V39;V39;Ruderal;V39;0;Chenopodietea;Chenopodietalia;Geranio pusilli-Anthriscion caucalidis;Anthrisco-Geranietum lucidi;;NA;2;1986;-7.023324777;42.38221689;3 - UTM10x10 + Elevation;960;V39
341;837;5;837;T-P13252;V39;V39;Ruderal;V39;0;Chenopodietea;Chenopodietalia;Geranio pusilli-Anthriscion caucalidis;Comunidad de Anthriscus caucalis;;NA;10;1997;-2.892479145;42.92832073;1 - UTM1x1 + Elevation;600;V39
342;238;5;238;R-P23997;V39;V39;Ruderal;V39;0;Chenopodietea;Chenopodietalia;Geranio pusilli-Anthriscion caucalidis;Anthrisco-Geranietum lucidi;W;70;1;1986;-6.831084897;42.3365878;3 - UTM10x10 + Elevation;1040;V39
343;229;5;229;R-P23950;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Comunidad de Smyrnium olusatrum;;NA;12;1986;-6.847038344;42.39908231;3 - UTM10x10 + Elevation;500;V39
344;2169;5;2169;Q-P09917;V39;V;Walls;U37;0;Cymbalario-Parietarietea diffusae;Tortulo-Cymbalarietalia;Cymbalario-Asplenion;Cymbalarietum muralis;SE;90;4;2000;-6.614058215;41.93663371;1 - UTM1x1 + Elevation;750;V39
345;301;5;301;R-P24685;V37;V37;Ruderal;V39;5;Chenopodietea;Chenopodietalia;Geranio pusilli-Anthriscion caucalidis;Galio aparinellae-Anthriscetum caucalidis;;NA;2;2012;-6.713983213;42.40887898;1 - UTM1x1 + Elevation;778;V39
346;308;5;308;R-P24692;V39;V39;Ruderal;V39;0;Chenopodietea;Chenopodietalia;Geranio pusilli-Anthriscion caucalidis;Galio aparinellae-Anthriscetum caucalidis;;NA;1;2012;-6.656292335;42.41974038;1 - UTM1x1 + Elevation;589;V39
347;307;5;307;R-P24691;V39;V39;Ruderal;V39;0;Chenopodietea;Chenopodietalia;Geranio pusilli-Anthriscion caucalidis;Galio aparinellae-Anthriscetum caucalidis;;NA;8;2012;-6.50622748;42.30017212;1 - UTM1x1 + Elevation;825;V39
348;1234;5;1234;R-P24632;V15;V15;Weed;V15A;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Holosteo umbellati-Veronicetum persicae;W;100;15;2012;-6.506327354;42.30196998;1 - UTM1x1 + Elevation;826;V39
349;1697;5;1697;T-P36766;V37;V32;Weed;V15A;0;Chenopodietea;Chenopodietalia;Geranio pusilli-Anthriscion caucalidis;Anthrisco-Geranietum lucidi;;0;6;1993;-7.547761139;42.58045993;1 - UTM1x1 + Elevation;400;V39
350;129;5;129;Q-P10124;V37;V32;Ruderal;V39;0;Chenopodietea;Chenopodietalia;Geranio pusilli-Anthriscion caucalidis;Galio aparinellae-Anthriscetum caucalidis;;NA;2;2000;-6.764221399;41.86516756;3 - UTM10x10 + Elevation;630;V39
351;131;5;131;Q-P10126;V39;V;Ruderal;V39;0;Chenopodietea;Chenopodietalia;Geranio pusilli-Anthriscion caucalidis;Galio aparinellae-Anthriscetum caucalidis;E;63;6;2000;-6.618840008;41.89325961;3 - UTM10x10 + Elevation;670;V39
352;306;5;306;R-P24690;V39;V39;Ruderal;V39;0;Chenopodietea;Chenopodietalia;Geranio pusilli-Anthriscion caucalidis;Galio aparinellae-Anthriscetum caucalidis;NW;10;3;2012;-6.730214726;42.39574523;1 - UTM1x1 + Elevation;949;V39
353;134;5;134;Q-P10129;V37;V32;Ruderal;V39;0;Chenopodietea;Chenopodietalia;Geranio pusilli-Anthriscion caucalidis;Galio aparinellae-Anthriscetum caucalidis;NNE;72;2;2000;-6.657940453;41.81817926;3 - UTM10x10 + Elevation;680;V39
354;302;5;302;R-P24686;V37;V37;Ruderal;V39;5;Chenopodietea;Chenopodietalia;Geranio pusilli-Anthriscion caucalidis;Galio aparinellae-Anthriscetum caucalidis;;NA;5;2012;-6.501583283;42.30391603;1 - UTM1x1 + Elevation;815;V39
355;133;5;133;Q-P10128;V37;V32;Ruderal;V39;0;Chenopodietea;Chenopodietalia;Geranio pusilli-Anthriscion caucalidis;Galio aparinellae-Anthriscetum caucalidis;SE;54;6;2000;-6.80007697;41.85646934;4 - UTM10x10 + Centroid;580;V39
356;566;5;566;T-P06541;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Geranietum robertiano-lucidi;;NA;5;1995;-2.309589955;42.67053712;2 - UTM1x1 + Centroid;510;V39
357;305;5;305;R-P24689;V39;V39;Ruderal;V39;0;Chenopodietea;Chenopodietalia;Geranio pusilli-Anthriscion caucalidis;Galio aparinellae-Anthriscetum caucalidis;E;3;1;2012;-6.774241929;42.44112419;1 - UTM1x1 + Elevation;655;V39
358;237;5;237;R-P23996;V39;V39;Ruderal;V39;0;Chenopodietea;Chenopodietalia;Geranio pusilli-Anthriscion caucalidis;Anthrisco-Geranietum lucidi;NW;10;4;1986;-6.906982932;42.38624705;3 - UTM10x10 + Elevation;680;V39
359;988;5;988;U-P00649;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Geranio robertiani-Cariolophetum sempervirentis;;NA;10;2002;-4.94031511;42.89391527;3 - UTM10x10 + Elevation;1370;V39
360;930;5;930;T-P36750;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Geranio robertiani-Caryolophetum sempervirentis;S;NA;12;1993;-7.298613953;42.64231779;2 - UTM1x1 + Centroid;600;V39
361;297;5;297;R-P24675;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae;Galio aparines-Conietum maculati;W;3;6;2012;-6.704069534;42.40559845;1 - UTM1x1 + Elevation;700;V39
362;104;5;104;Q-P10092;V39;R57;Ruderal;V39;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Balloto-Conion maculati;Comunidad de Chaerophyllum temulum y Urtica dioica;N;72;8;2000;-7.070331887;41.86731688;3 - UTM10x10 + Elevation;750;V39
363;226;5;226;R-P23945;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Geranio robertiani-Caryolophetum sempervirentis;SW;25;4;1986;-6.798471247;42.35928467;3 - UTM10x10 + Elevation;1260;V39
364;939;5;939;T-P36759;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Urtico-Smyrnietum olusatri;SE;5;12;1993;-7.620455797;42.50912038;1 - UTM1x1 + Elevation;380;V39
365;235;5;235;R-P23993;V39;V39;Ruderal;V39;0;Chenopodietea;Chenopodietalia;Geranio pusilli-Anthriscion caucalidis;Anthrisco-Geranietum lucidi;;NA;2;1986;-6.967014134;42.37517826;3 - UTM10x10 + Elevation;960;V39
366;937;5;937;T-P36757;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Geranio robertiani-Caryolophetum sempervirentis;;NA;16;1993;-7.618385246;42.54701789;2 - UTM1x1 + Centroid;410;V39
367;223;5;223;R-P23941;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Geranio robertiani-Caryolophetum sempervirentis;;NA;20;1986;-6.906536601;42.37905898;3 - UTM10x10 + Elevation;880;V39
368;425;5;425;S-P16228;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Geranio robertiani-Cariolophetum sempervirentis;;NA;20;1987;-5.853391817;42.66948427;3 - UTM10x10 + Elevation;900;V39
369;271;5;271;R-P24649;V37;V37;Ruderal;V39;5;Sisymbrietea;Sisymbrietalia sophiae;Sisymbrion officinalis;Sisymbrio officinalis-Hordeetum murini;N;3;5;2012;-6.733813531;42.41543733;1 - UTM1x1 + Elevation;693;V39
370;755;5;755;T-P11890;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Geranio robertiani-Caryolophetum sempervirentis;;NA;10;1988;-4.888793567;42.89117522;3 - UTM10x10 + Elevation;1370;V39
371;206;5;206;R-P22243;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Geranio robertiani-Caryolophetum sempervirentis;;30;10;1999;-7.975960117;41.9576217;1 - UTM1x1 + Elevation;590;V39
372;746;5;746;T-P11880;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae;Senecioni duriaei-Chenopodietum boni-henrici;;NA;5;1988;-4.921009463;42.90324582;3 - UTM10x10 + Elevation;1400;V39
373;628;5;628;T-P06605;V39;R;Ruderal;V39;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Balloto-Conion maculati;Urtico dioicae-Sambucetum ebuli;;NA;5;1995;-2.72142983;43.35666356;2 - UTM1x1 + Centroid;340;V39
374;426;5;426;S-P16229;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Geranio robertiani-Cariolophetum sempervirentis;;NA;4;1987;-5.784118781;42.75763513;3 - UTM10x10 + Elevation;990;V39
375;557;5;557;T-P05967;V39;V32;Ruderal;V39;0;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Chelidonio maji-Smyrnietum olusatri;;0;5;1997;-7.603684858;42.54581003;1 - UTM1x1 + Elevation;440;V39
376;357;5;357;S-P11141;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Geranio robertiani-Cariolophetum sempervirentis;;NA;20;1989;-4.451145285;42.92457585;2 - UTM1x1 + Centroid;1070;V39
377;283;5;283;R-P24661;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Geranio robertiani-Caryolophetum sempervirentis;NW;NA;10;2012;-6.789817624;42.41719861;1 - UTM1x1 + Elevation;397;V39
378;678;5;678;T-P09649;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Geranio robertiani-Caryolophetum sempervirentis;;NA;12;1987;-6.836681633;42.38862487;3 - UTM10x10 + Elevation;700;V39
379;668;5;668;T-P09639;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Geranio robertiani-Caryolophetum sempervirentis;;NA;10;1987;-7.084262184;42.53492574;3 - UTM10x10 + Elevation;900;V39
380;661;5;661;T-P07926;V39;R55;Ruderal;V39;0;Epilobietea angustifolii;Circaeo lutetianae-Stachyetalia sylvaticae;Aegopodion podagrariae;Galio aparines-Anthriscetum sylvestris;;NA;20;1999;-1.616720493;42.98664996;1 - UTM1x1 + Elevation;590;V39
381;990;5;990;U-P05018;V39;R;Ruderal;V39;0;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Oxalido acetosellae-Geranietum robertiani;;NA;6;2005;-2.396940742;42.97541048;1 - UTM1x1 + Elevation;740;V39
382;103;5;103;Q-P10091;V39;V32;Ruderal;V39;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Balloto-Conion maculati;Comunidad de Chaerophyllum temulum y Urtica dioica;SW;63;6;2000;-7.182960705;41.96578556;2 - UTM1x1 + Centroid;730;V39
383;209;5;209;R-P22246;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Geranio robertiani-Caryolophetum sempervirentis;N;NA;15;1999;-7.921455893;41.90775824;1 - UTM1x1 + Elevation;875;V39
384;428;5;428;S-P16231;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Geranio robertiani-Cariolophetum sempervirentis;;NA;5;1987;-6.28897324;42.69201194;3 - UTM10x10 + Elevation;860;V39
385;591;5;591;T-P06567;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Circaeo lutetianae-Stachyetalia sylvaticae;Aegopodion podagrariae;Galio aparines-Anthriscetum sylvestris;;NA;20;1995;-2.623016772;42.90613801;1 - UTM1x1 + Elevation;520;V39
386;752;5;752;T-P11886;V39;R55;Ruderal;V39;0;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Geranio robertiani-Caryolophetum sempervirentis;;NA;12;1988;-5.583514501;42.98745447;3 - UTM10x10 + Elevation;1260;V39
387;280;5;280;R-P24658;V39;R55;Ruderal;V39;0;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Geranio robertiani-Caryolophetum sempervirentis;S;40;3;2012;-6.543966388;42.28100147;1 - UTM1x1 + Elevation;866;V39
388;934;5;934;T-P36754;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Geranio robertiani-Caryolophetum sempervirentis;;0;15;1993;-7.476012833;42.56528419;1 - UTM1x1 + Elevation;330;V39
389;941;5;941;T-P36761;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Urtico-Smyrnietum olusatri;;0;15;1993;-7.618385246;42.54701789;2 - UTM1x1 + Centroid;410;V39
390;600;5;600;T-P06576;V39;R55;Ruderal;V39;0;Epilobietea angustifolii;Circaeo lutetianae-Stachyetalia sylvaticae;Aegopodion podagrariae;Galio aparines-Anthriscetum sylvestris;;NA;50;1995;-1.925730057;42.99176877;2 - UTM1x1 + Centroid;610;V39
391;215;5;215;R-P23786;V39;V39;Ruderal;V39;0;NA;NA;NA;Associació-Desconeguda;W;30;100;1986;-6.748331028;42.25108404;1 - UTM1x1 + Elevation;1480;V39
392;296;5;296;R-P24674;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae;Galio aparines-Conietum maculati;N;10;5;2012;-6.736346023;42.41715555;1 - UTM1x1 + Elevation;674;V39
393;291;5;291;R-P24669;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Geranio robertiani-Caryolophetum sempervirentis;;15;10;2012;-6.703963652;42.40380101;1 - UTM1x1 + Elevation;791;V39
394;590;5;590;T-P06566;V39;R55;Ruderal;V39;0;Epilobietea angustifolii;Circaeo lutetianae-Stachyetalia sylvaticae;Aegopodion podagrariae;Galio aparines-Anthriscetum sylvestris;;NA;20;1995;-2.589671789;42.76193799;2 - UTM1x1 + Centroid;770;V39
395;228;5;228;R-P23949;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Geranio robertiani-Caryolophetum sempervirentis;;NA;25;1986;-6.860262829;42.37702709;1 - UTM1x1 + Elevation;660;V39
396;931;5;931;T-P36751;V39;R55;Ruderal;V39;0;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Geranio robertiani-Caryolophetum sempervirentis;;0;15;1993;-7.47602842;42.59949657;1 - UTM1x1 + Elevation;370;V39
397;294;5;294;R-P24672;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae;Galio aparines-Conietum maculati;W;NA;20;2012;-6.628567767;42.40261375;1 - UTM1x1 + Elevation;890;V39
398;679;5;679;T-P09650;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Geranio robertiani-Caryolophetum sempervirentis;;NA;20;1987;-7.162721958;42.65274755;3 - UTM10x10 + Elevation;730;V39
399;277;5;277;R-P24655;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Geranio robertiani-Caryolophetum sempervirentis;SW;NA;25;2012;-6.649650471;42.26327545;1 - UTM1x1 + Elevation;1020;V39
400;576;5;576;T-P06551;V39;R55;Ruderal;V39;0;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Geranietum robertiano-lucidi;;NA;5;1995;-2.933749119;43.29575251;3 - UTM10x10 + Elevation;10;V39
401;292;5;292;R-P24670;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Chelidonio maji-Smyrnietum olusatri;;NA;10;2012;-6.658718358;42.41966287;1 - UTM1x1 + Elevation;610;V39
402;932;5;932;T-P36752;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Geranio robertiani-Caryolophetum sempervirentis;;NA;20;1993;-7.473211811;42.59420475;1 - UTM1x1 + Elevation;330;V39
403;606;5;606;T-P06582;V39;R55;Ruderal;V39;0;Epilobietea angustifolii;Circaeo lutetianae-Stachyetalia sylvaticae;Aegopodion podagrariae;Galio aparines-Anthriscetum sylvestris;;NA;20;1995;-2.877766719;42.93190805;1 - UTM1x1 + Elevation;600;V39
404;423;5;423;S-P15157;V39;V;Ruderal;V39;0;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Geranietum robertiano-lucidi;;NA;20;1967;-2.217657394;43.18684124;1 - UTM1x1 + Elevation;180;V39
405;377;5;377;S-P12113;V39;R57;Ruderal;V39;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae;Galactito tomentosae-Digitaletum purpureae;NW;15;15;1975;-6.431495524;43.49997367;3 - UTM10x10 + Elevation;50;V39
406;798;5;798;T-P12282;V39;?;Ruderal;V39;0;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Geranio robertiani-Caryolophetum sempervirentis;;NA;5;1988;-6.534923633;42.93859187;3 - UTM10x10 + Elevation;890;V39
407;207;5;207;R-P22244;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Geranio robertiani-Caryolophetum sempervirentis;S;NA;5;1999;-7.992087464;41.94791673;3 - UTM10x10 + Elevation;680;V39
408;225;5;225;R-P23944;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Geranio robertiani-Caryolophetum sempervirentis;NW;15;4;1986;-6.93725768;42.36540068;3 - UTM10x10 + Elevation;900;V39
409;577;5;577;T-P06552;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Geranietum robertiano-lucidi;;NA;8;1995;-3.227958271;42.84889796;1 - UTM1x1 + Elevation;760;V39
410;933;5;933;T-P36753;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Geranio robertiani-Caryolophetum sempervirentis;;0;12;1993;-7.556365816;42.56481157;2 - UTM1x1 + Centroid;320;V39
411;680;5;680;T-P09651;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Geranio robertiani-Caryolophetum sempervirentis;;NA;20;1987;-7.064900794;42.64906338;3 - UTM10x10 + Elevation;880;V39
412;358;5;358;S-P11142;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Geranio robertiani-Cariolophetum sempervirentis;;NA;30;1989;-4.452627041;42.9875917;2 - UTM1x1 + Centroid;1140;V39
413;282;5;282;R-P24660;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Geranio robertiani-Caryolophetum sempervirentis;E;NA;6;2012;-6.787392057;42.41727889;1 - UTM1x1 + Elevation;403;V39
414;674;5;674;T-P09645;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Geranio robertiani-Caryolophetum sempervirentis;;NA;8;1987;-7.392091014;42.61895774;3 - UTM10x10 + Elevation;550;V39
415;289;5;289;R-P24667;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Geranio robertiani-Caryolophetum sempervirentis;;5;10;2012;-6.669707884;42.35808151;1 - UTM1x1 + Elevation;845;V39
416;575;5;575;T-P06550;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Geranietum robertiano-lucidi;;NA;3;1995;-2.435767676;42.75227771;1 - UTM1x1 + Elevation;690;V39
417;281;5;281;R-P24659;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Geranio robertiani-Caryolophetum sempervirentis;W;3;10;2012;-6.794126269;42.40805166;2 - UTM1x1 + Centroid;730;V39
418;120;5;120;Q-P10108;V39;R55;Ruderal;V39;0;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Geranio robertiani-Caryolophetum sempervirentis;;NA;2;2000;-6.927495113;41.85609022;3 - UTM10x10 + Elevation;620;V39
419;287;5;287;R-P24665;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Geranio robertiani-Caryolophetum sempervirentis;;NA;3;2012;-6.727896352;42.39762161;1 - UTM1x1 + Elevation;951;V39
420;117;5;117;Q-P10105;V39;V;Ruderal;V39;0;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Geranio robertiani-Caryolophetum sempervirentis;;NA;9;2000;-6.866908731;41.86536384;4 - UTM10x10 + Centroid;510;V39
421;664;5;664;T-P07929;V39;R55;Ruderal;V39;0;Epilobietea angustifolii;Circaeo lutetianae-Stachyetalia sylvaticae;Aegopodion podagrariae;Galio aparines-Anthriscetum sylvestris;;NA;25;1999;-1.396851398;42.76225745;1 - UTM1x1 + Elevation;460;V39
422;122;5;122;Q-P10111;V39;R55;Ruderal;V39;0;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Geranio robertiani-Caryolophetum sempervirentis;;NA;20;2000;-6.927495113;41.85609022;3 - UTM10x10 + Elevation;600;V39
423;940;5;940;T-P36760;V39;V32;Ruderal;V39;0;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Urtico-Smyrnietum olusatri;;0;5;1993;-7.608540829;42.54561442;1 - UTM1x1 + Elevation;440;V39
