Sequence No;Turboveg No;Group No;Relevé number;SIVIMID;EUNIS_REVISED;EUNIS2020;EUNISL1;EUNISL2;PCluster;Class;Order;Alliance;Sintaxon;Aspect;Slope;Area;Year;DEG_LON;DEG_LAT;Accuracy;Elevation
1126;291;3;291;R-P24669;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Geranio robertiani-Caryolophetum sempervirentis;;15;10;2012;-6.703963652;42.40380101;1 - UTM1x1 + Elevation;791
1139;292;3;292;R-P24670;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Chelidonio maji-Smyrnietum olusatri;;NA;10;2012;-6.658718358;42.41966287;1 - UTM1x1 + Elevation;610
1132;293;3;293;R-P24671;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae;Galio aparines-Conietum maculati;;3;3;2012;-6.54860636;42.27725598;1 - UTM1x1 + Elevation;889
890;294;3;294;R-P24672;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae;Galio aparines-Conietum maculati;W;NA;20;2012;-6.628567767;42.40261375;1 - UTM1x1 + Elevation;890
889;295;3;295;R-P24673;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae;Galio aparines-Conietum maculati;;5;15;2012;-6.806796313;42.41663522;1 - UTM1x1 + Elevation;375
1127;296;3;296;R-P24674;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae;Galio aparines-Conietum maculati;N;10;5;2012;-6.736346023;42.41715555;1 - UTM1x1 + Elevation;674
1005;297;3;297;R-P24675;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae;Galio aparines-Conietum maculati;W;3;6;2012;-6.704069534;42.40559845;1 - UTM1x1 + Elevation;700
997;298;3;298;R-P24676;V39;V38;Ruderal;V39;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae;Galio aparines-Conietum maculati;;NA;8;2012;-6.814727332;42.42717622;1 - UTM1x1 + Elevation;366
964;299;3;299;R-P24677;V39;R57;Ruderal;V39;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Balloto-Conion maculati;Urtico dioicae-Sambucetum ebuli;;NA;20;2012;-6.628592361;42.27655082;1 - UTM1x1 + Elevation;1190
901;300;3;300;R-P24684;V37;V37;Ruderal;V39;5;Chenopodietea;Chenopodietalia;Geranio pusilli-Anthriscion caucalidis;Galio aparinellae-Anthriscetum caucalidis;;NA;5;2012;-6.50622748;42.30017212;1 - UTM1x1 + Elevation;821
1009;301;3;301;R-P24685;V37;V37;Ruderal;V39;5;Chenopodietea;Chenopodietalia;Geranio pusilli-Anthriscion caucalidis;Galio aparinellae-Anthriscetum caucalidis;;NA;2;2012;-6.713983213;42.40887898;1 - UTM1x1 + Elevation;778
978;302;3;302;R-P24686;V37;V37;Ruderal;V39;5;Chenopodietea;Chenopodietalia;Geranio pusilli-Anthriscion caucalidis;Galio aparinellae-Anthriscetum caucalidis;;NA;5;2012;-6.501583283;42.30391603;1 - UTM1x1 + Elevation;815
968;303;3;303;R-P24687;V37;V37;Ruderal;V39;5;Chenopodietea;Chenopodietalia;Geranio pusilli-Anthriscion caucalidis;Galio aparinellae-Anthriscetum caucalidis;;NA;4;2012;-6.501583283;42.30391603;1 - UTM1x1 + Elevation;819
878;304;3;304;R-P24688;V39;V39;Ruderal;V39;0;Chenopodietea;Chenopodietalia;Geranio pusilli-Anthriscion caucalidis;Galio aparinellae-Anthriscetum caucalidis;;NA;3;2012;-6.510149403;42.32706571;1 - UTM1x1 + Elevation;991
902;305;3;305;R-P24689;V39;V39;Ruderal;V39;0;Chenopodietea;Chenopodietalia;Geranio pusilli-Anthriscion caucalidis;Galio aparinellae-Anthriscetum caucalidis;E;3;1;2012;-6.774241929;42.44112419;1 - UTM1x1 + Elevation;655
1079;306;3;306;R-P24690;V39;V39;Ruderal;V39;0;Chenopodietea;Chenopodietalia;Geranio pusilli-Anthriscion caucalidis;Galio aparinellae-Anthriscetum caucalidis;NW;10;3;2012;-6.730214726;42.39574523;1 - UTM1x1 + Elevation;949
930;307;3;307;R-P24691;V39;V39;Ruderal;V39;0;Chenopodietea;Chenopodietalia;Geranio pusilli-Anthriscion caucalidis;Galio aparinellae-Anthriscetum caucalidis;;NA;8;2012;-6.50622748;42.30017212;1 - UTM1x1 + Elevation;825
965;308;3;308;R-P24692;V39;V39;Ruderal;V39;0;Chenopodietea;Chenopodietalia;Geranio pusilli-Anthriscion caucalidis;Galio aparinellae-Anthriscetum caucalidis;;NA;1;2012;-6.656292335;42.41974038;1 - UTM1x1 + Elevation;589
477;309;3;309;R-P27073;V38;V33;Ruderal;V37;0;Chenopodietea;Brometalia rubenti-tectorum;Echio-Galactition tomentosae;Coleostepho myconis-Galactitetum tomentosae;;NA;10;1985;-5.814756567;43.6140776;4 - UTM10x10 + Centroid;48
446;310;3;310;R-P27074;V38;V;Ruderal;V37;0;Chenopodietea;Brometalia rubenti-tectorum;Echio-Galactition tomentosae;Coleostepho myconis-Galactitetum tomentosae;;NA;5;1985;-6.949739134;43.54130303;4 - UTM10x10 + Centroid;47
2091;311;5;311;R-P27075;V37;V32;Ruderal;V37;0;Chenopodietea;Brometalia rubenti-tectorum;Echio-Galactition tomentosae;Coleostepho myconis-Galactitetum tomentosae;;0;8;1985;-8.645063554;42.42890235;3 - UTM10x10 + Elevation;5
340;312;3;312;R-P27076;V37;V32;Ruderal;V37;0;Chenopodietea;Brometalia rubenti-tectorum;Echio-Galactition tomentosae;Coleostepho myconis-Galactitetum tomentosae;;0;8;1985;-8.68617551;42.39985767;3 - UTM10x10 + Elevation;5
2116;313;5;313;R-P27078;V37;V32;Ruderal;V37;0;Chenopodietea;Brometalia rubenti-tectorum;Echio-Galactition tomentosae;Coleostepho myconis-Galactitetum tomentosae;SW;30;30;1985;-8.543430035;42.81737201;3 - UTM10x10 + Elevation;220
479;314;3;314;R-P27079;V37;V32;Ruderal;V37;0;Chenopodietea;Brometalia rubenti-tectorum;Echio-Galactition tomentosae;Coleostepho myconis-Galactitetum tomentosae;W;NA;8;1985;-7.616743442;43.66705507;3 - UTM10x10 + Elevation;40
527;315;3;315;R-P27080;V38;V33;Ruderal;V37;0;Chenopodietea;Brometalia rubenti-tectorum;Echio-Galactition tomentosae;Coleostepho myconis-Galactitetum tomentosae;NW;NA;20;1985;-8.084451059;43.65436324;3 - UTM10x10 + Elevation;5
1981;316;5;316;R-P27081;V37;V32;Ruderal;V37;0;Chenopodietea;Brometalia rubenti-tectorum;Echio-Galactition tomentosae;Coleostepho myconis-Galactitetum tomentosae;S;30;12;1985;-8.788432989;42.25734148;4 - UTM10x10 + Centroid;35
2187;1247;5;1247;R-P27082;V37;V32;Weed;V15A;0;Chenopodietea;Brometalia rubenti-tectorum;Echio-Galactition tomentosae;Coleostepho myconis-Galactitetum tomentosae;;NA;20;1985;-8.927698183;42.76504137;4 - UTM10x10 + Centroid;100
2272;1248;5;1248;R-P27084;V37;V32;Weed;V15A;0;Chenopodietea;Brometalia rubenti-tectorum;Echio-Galactition tomentosae;Coleostepho myconis-Galactitetum tomentosae;;NA;4;1985;-8.939600765;42.85817381;4 - UTM10x10 + Centroid;281
2223;1249;5;1249;R-P27085;V38;V33;Weed;V15A;0;Chenopodietea;Brometalia rubenti-tectorum;Echio-Galactition tomentosae;Coleostepho myconis-Galactitetum tomentosae;SE;NA;25;1985;-8.939600765;42.85817381;4 - UTM10x10 + Centroid;281
1907;1250;5;1250;R-P27086;V37;V32;Weed;V15A;0;Chenopodietea;Brometalia rubenti-tectorum;Echio-Galactition tomentosae;Coleostepho myconis-Galactitetum tomentosae;SE;NA;30;1985;-9.076223063;42.78970726;4 - UTM10x10 + Centroid;103.5
1909;1251;5;1251;R-P27087;V39;R;Weed;V15A;0;Chenopodietea;Brometalia rubenti-tectorum;Echio-Galactition tomentosae;Coleostepho myconis-Galactitetum tomentosae;;5;9;1985;-8.896225772;42.77268555;3 - UTM10x10 + Elevation;35
1712;1252;5;1252;R-P27088;V38;V33;Weed;V15A;0;Chenopodietea;Brometalia rubenti-tectorum;Echio-Galactition tomentosae;Coleostepho myconis-Galactitetum tomentosae;;NA;15;1985;-9.024891352;42.66334622;3 - UTM10x10 + Elevation;50
1996;317;5;317;R-P27089;V37;V32;Ruderal;V37;0;Chenopodietea;Brometalia rubenti-tectorum;Echio-Galactition tomentosae;Coleostepho myconis-Galactitetum tomentosae;NE;NA;5;1985;-8.655536799;42.30235536;3 - UTM10x10 + Elevation;40
1711;1253;5;1253;R-P27090;V37;V32;Weed;V15A;0;Chenopodietea;Brometalia rubenti-tectorum;Echio-Galactition tomentosae;Coleostepho myconis-Galactitetum tomentosae;NW;NA;20;1985;-8.730383271;42.29862745;3 - UTM10x10 + Elevation;80
351;318;3;318;R-P27091;V37;V32;Ruderal;V37;0;Chenopodietea;Brometalia rubenti-tectorum;Echio-Galactition tomentosae;Coleostepho myconis-Galactitetum tomentosae;;NA;10;1985;-7.868039742;42.34399505;3 - UTM10x10 + Elevation;110
1710;1254;5;1254;R-P27092;V37;V32;Weed;V15A;0;Chenopodietea;Brometalia rubenti-tectorum;Echio-Galactition tomentosae;Coleostepho myconis-Galactitetum tomentosae;SW;45;10;1985;-8.218287074;43.28101945;3 - UTM10x10 + Elevation;40
543;319;3;319;R-P27093;V38;V32;Ruderal;V37;0;Chenopodietea;Brometalia rubenti-tectorum;Echio-Galactition tomentosae;Coleostepho myconis-Galactitetum tomentosae;;NA;12;1985;-8.02739789;43.62448443;3 - UTM10x10 + Elevation;170
1854;1255;5;1255;R-P27094;V37;V32;Weed;V15A;0;Chenopodietea;Brometalia rubenti-tectorum;Echio-Galactition tomentosae;Coleostepho myconis-Galactitetum tomentosae;E;NA;30;1985;-8.449176467;42.85624262;4 - UTM10x10 + Centroid;291
511;320;3;320;R-P27095;V38;V33;Ruderal;V37;0;Chenopodietea;Brometalia rubenti-tectorum;Echio-Galactition tomentosae;Coleostepho myconis-Galactitetum tomentosae;;NA;25;1985;-7.847236582;42.31138127;4 - UTM10x10 + Centroid;305
530;321;3;321;R-P27096;V38;V33;Ruderal;V37;0;Chenopodietea;Brometalia rubenti-tectorum;Echio-Galactition tomentosae;Coleostepho myconis-Galactitetum tomentosae;;NA;10;1985;-7.492084004;41.94706717;4 - UTM10x10 + Centroid;515
2108;322;5;322;R-P27097;V37;V32;Ruderal;V37;0;Chenopodietea;Brometalia rubenti-tectorum;Echio-Galactition tomentosae;Coleostepho myconis-Galactitetum tomentosae;;NA;20;1985;-8.572186673;42.76671167;4 - UTM10x10 + Centroid;147
1884;1256;5;1256;R-P27098;V37;V32;Weed;V15A;0;Chenopodietea;Brometalia rubenti-tectorum;Echio-Galactition tomentosae;Coleostepho myconis-Galactitetum tomentosae;NE;NA;80;1985;-8.619651879;42.28071968;3 - UTM10x10 + Elevation;40
2133;323;5;323;R-P27099;V38;R;Ruderal;V37;0;Chenopodietea;Brometalia rubenti-tectorum;Echio-Galactition tomentosae;Coleostepho myconis-Galactitetum tomentosae;;NA;10;1985;-8.603893194;42.26708981;3 - UTM10x10 + Elevation;50
1875;1257;5;1257;R-P27100;V38;V33;Weed;V15A;0;Chenopodietea;Brometalia rubenti-tectorum;Echio-Galactition tomentosae;Coleostepho myconis-Galactitetum tomentosae;S;NA;10;1985;-8.021703226;42.32294709;3 - UTM10x10 + Elevation;120
2084;324;5;324;R-P27101;V37;V32;Ruderal;V37;0;Chenopodietea;Brometalia rubenti-tectorum;Echio-Galactition tomentosae;Coleostepho myconis-Galactitetum tomentosae;S;NA;8;1985;-7.999375323;42.34733288;3 - UTM10x10 + Elevation;120
546;325;3;325;R-P27102;V38;R;Ruderal;V37;0;Chenopodietea;Brometalia rubenti-tectorum;Echio-Galactition tomentosae;Coleostepho myconis-Galactitetum tomentosae;;NA;12;1985;-5.814756567;43.6140776;4 - UTM10x10 + Centroid;48
549;326;3;326;R-P27103;V38;V;Ruderal;V37;0;Chenopodietea;Brometalia rubenti-tectorum;Echio-Galactition tomentosae;Coleostepho myconis-Galactitetum tomentosae;;NA;10;1985;-5.814756567;43.6140776;4 - UTM10x10 + Centroid;48
444;327;3;327;R-P27105;V38;V32;Ruderal;V37;0;Chenopodietea;Brometalia rubenti-tectorum;Echio-Galactition tomentosae;Coleostepho myconis-Galactitetum tomentosae;;NA;3;1985;-6.708298223;43.53800992;4 - UTM10x10 + Centroid;71
460;328;3;328;R-P27106;V38;V33;Ruderal;V37;0;Chenopodietea;Brometalia rubenti-tectorum;Echio-Galactition tomentosae;Coleostepho myconis-Galactitetum tomentosae;;NA;20;1985;-5.982601798;43.44749749;4 - UTM10x10 + Centroid;325
563;329;3;329;R-P27107;V38;V32;Ruderal;V37;0;Chenopodietea;Brometalia rubenti-tectorum;Echio-Galactition tomentosae;Coleostepho myconis-Galactitetum tomentosae;;NA;8;1985;-5.814756567;43.6140776;4 - UTM10x10 + Centroid;48
1627;1258;5;1258;R-P28933;V15;V32;Weed;V15A;0;NA;NA;NA;Associació-Desconeguda;;NA;40;1982;-8.56035296;42.76073549;3 - UTM10x10 + Elevation;30
1677;1259;5;1259;R-P28934;V15;V32;Weed;V15C;0;NA;NA;NA;Associació-Desconeguda;;NA;20;1982;-8.588413838;42.74676233;3 - UTM10x10 + Elevation;30
1299;1905;4;1905;R-P28987;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion;Matricario-Polygonetum arenastrii;;NA;1;2014;-3.595207484;43.11232738;2 - UTM1x1 + Centroid;820
1260;1906;4;1906;R-P28988;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion;Matricario-Polygonetum arenastrii;;NA;2;2014;-3.553095549;43.07651904;1 - UTM1x1 + Elevation;770
1502;1907;4;1907;R-P28989;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion;Matricario-Polygonetum arenastrii;;NA;1;2014;-3.641215612;43.04544235;1 - UTM1x1 + Elevation;730
1457;1908;4;1908;R-P28990;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion;Matricario-Polygonetum arenastrii;;NA;1;2014;-3.624155646;43.05814363;1 - UTM1x1 + Elevation;700
1475;1909;4;1909;R-P28991;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion;Matricario-Polygonetum arenastrii;;NA;1;2014;-3.680561396;43.05061812;1 - UTM1x1 + Elevation;750
1392;1910;4;1910;R-P28992;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion;Matricario-Polygonetum arenastrii;;NA;2;2014;-3.560449147;43.07468227;1 - UTM1x1 + Elevation;780
1421;330;4;330;R-P28993;V37;V37;Ruderal;V37;5;Sisymbrietea;Sisymbrietalia sophiae;Sisymbrion officinalis;Sisymbrio officinalis-Hordeetum murini;;NA;2;2014;-3.660936039;43.05253414;1 - UTM1x1 + Elevation;730
1481;331;4;331;R-P28994;V37;V37;Ruderal;V37;5;Sisymbrietea;Sisymbrietalia sophiae;Sisymbrion officinalis;Sisymbrio officinalis-Hordeetum murini;;NA;10;2014;-3.558188735;43.09630514;1 - UTM1x1 + Elevation;830
895;332;3;332;R-P28995;V39;V38;Ruderal;V39;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae;Chenopodio boni-henrici-Senecionetum nebrodensis;;NA;4;2014;-3.681499287;43.1352586;1 - UTM1x1 + Elevation;1420
656;333;3;333;R-P28996;V39;V39;Ruderal;V39;0;Artemisietea vulgaris;Onopordetalia acanthii;Cirsion richterano-chodati;Carduo nutantis-Cirsietum richterani;;NA;40;2014;-3.595207484;43.11232738;2 - UTM1x1 + Centroid;820
999;334;3;334;R-P28997;V38;V38;Ruderal;V38;6;Artemisietea vulgaris;Onopordetalia acanthii;Cirsion richterano-chodati;Carduo nutantis-Cirsietum richterani;;NA;10;2014;-3.698486559;43.11534549;1 - UTM1x1 + Elevation;1130
223;335;2;335;R-P28998;V38;V38;Ruderal;V38;6;Artemisietea vulgaris;Onopordetalia acanthii;Cirsion richterano-chodati;Carduo nutantis-Cirsietum richterani;;NA;20;2014;-3.645031218;43.17509115;2 - UTM1x1 + Centroid;1200
220;336;2;336;R-P28999;V38;V38;Ruderal;V38;6;Artemisietea vulgaris;Onopordetalia acanthii;Cirsion richterano-chodati;Carduo nutantis-Cirsietum richterani;;NA;20;2014;-3.506374025;43.07133235;1 - UTM1x1 + Elevation;765
180;337;2;337;R-P29000;V38;V38;Ruderal;V38;6;Artemisietea vulgaris;Onopordetalia acanthii;Cirsion richterano-chodati;Carduo nutantis-Cirsietum richterani;;NA;15;2014;-3.553176554;43.08552358;1 - UTM1x1 + Elevation;780
1052;338;3;338;R-P29001;V39;V;Ruderal;V39;0;Epilobietea angustifolii;Circaeo lutetianae-Stachyetalia sylvaticae;Aegopodion podagrariae;Galio aparines-Anthriscetum sylvestris;;NA;100;2014;-3.553063157;43.07291722;1 - UTM1x1 + Elevation;770
1078;339;3;339;R-P29002;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Circaeo lutetianae-Stachyetalia sylvaticae;Aegopodion podagrariae;Galio aparines-Anthriscetum sylvestris;;NA;60;2014;-3.570626544;43.11245261;2 - UTM1x1 + Centroid;760
919;340;3;340;R-P29004;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae;Galio aparines-Conietum maculati;;NA;80;2014;-3.4600105;43.11295076;2 - UTM1x1 + Centroid;750
918;341;3;341;R-P29005;V39;R57;Ruderal;V39;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Balloto-Conion maculati;Urtico dioicae-Sambucetum ebuli;;NA;100;2014;-3.597753212;43.12131899;1 - UTM1x1 + Elevation;840
885;342;3;342;R-P29006;V39;R57;Ruderal;V39;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Balloto-Conion maculati;Urtico dioicae-Sambucetum ebuli;;NA;100;2014;-3.597700622;43.11591634;1 - UTM1x1 + Elevation;840
1016;343;3;343;R-P29007;V39;R57;Ruderal;V39;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Balloto-Conion maculati;Urtico dioicae-Sambucetum ebuli;;NA;30;2014;-3.595207484;43.11232738;2 - UTM1x1 + Centroid;820
512;344;3;344;R-P33439;V38;V32;Ruderal;V37;0;NA;NA;NA;Associació-Desconeguda;;NA;NA;2003;-2.527514949;42.57798446;3 - UTM10x10 + Elevation;540
2070;1260;5;1260;S-P11127;V37;V37;Weed;V15B;5;Chenopodietea;Chenopodietalia;Chenopodion muralis;Urtico urentis-Malvetum neglectae;;NA;2;1989;-4.428310812;42.99690267;2 - UTM1x1 + Centroid;1220
394;345;3;345;S-P11128;V37;V37;Ruderal;V37;5;Sisymbrietea;Sisymbrietalia sophiae;Sisymbrion officinalis;Sisymbrio officinalis-Hordeetum murini;;NA;15;1989;-4.414395552;42.92503589;1 - UTM1x1 + Elevation;1220
905;346;3;346;S-P11129;V39;R57;Ruderal;V39;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Balloto-Conion maculati;Urtico dioicae-Sambucetum ebuli;;NA;20;1989;-4.457617041;42.9911302;1 - UTM1x1 + Elevation;1200
949;347;3;347;S-P11130;V39;R57;Ruderal;V39;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae;Senecioni duriaei-Chenopodietum boni-henrici;N;2;10;1989;-4.429480143;43.04731528;1 - UTM1x1 + Elevation;1960
845;1261;3;1261;S-P11131;V39;R;Weed;V15A;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae;Senecioni duriaei-Chenopodietum boni-henrici;;NA;10;1989;-4.429521961;43.04911572;1 - UTM1x1 + Elevation;1760
903;348;3;348;S-P11132;V39;R;Ruderal;V39;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae;Senecioni duriaei-Chenopodietum boni-henrici;SW;5;20;1989;-4.43201878;43.05088546;1 - UTM1x1 + Elevation;1760
229;349;2;349;S-P11133;V38;V38;Ruderal;V38;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae;Senecioni duriaei-Chenopodietum boni-henrici;SE;5;12;1989;-4.341871144;42.97093409;2 - UTM1x1 + Centroid;1710
891;350;3;350;S-P11134;V39;V;Ruderal;V39;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae;Senecioni duriaei-Chenopodietum boni-henrici;SE;5;8;1989;-4.341871144;42.97093409;2 - UTM1x1 + Centroid;1710
907;351;3;351;S-P11135;V39;R;Ruderal;V39;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae;Senecioni duriaei-Chenopodietum boni-henrici;;NA;10;1989;-4.407221638;43.04038732;1 - UTM1x1 + Elevation;1940
904;352;3;352;S-P11136;V39;R;Ruderal;V39;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae;Senecioni duriaei-Chenopodietum boni-henrici;N;10;15;1989;-4.341871144;42.97093409;2 - UTM1x1 + Centroid;1800
952;353;3;353;S-P11137;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae;Galio aparines-Conietum maculati;;NA;20;1989;-4.48897882;42.96911467;2 - UTM1x1 + Centroid;1070
929;354;3;354;S-P11138;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae;Galio aparines-Conietum maculati;;NA;12;1989;-4.48897882;42.96911467;2 - UTM1x1 + Centroid;1070
963;355;3;355;S-P11139;V39;V;Ruderal;V39;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae;Galio aparines-Conietum maculati;;NA;20;1989;-4.490065996;43.01412495;2 - UTM1x1 + Centroid;1130
961;356;3;356;S-P11140;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae;Galio aparines-Conietum maculati;SE;5;20;1989;-4.475859575;42.93326482;2 - UTM1x1 + Centroid;1120
881;357;3;357;S-P11141;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Geranio robertiani-Cariolophetum sempervirentis;;NA;20;1989;-4.451145285;42.92457585;2 - UTM1x1 + Centroid;1070
948;358;3;358;S-P11142;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Geranio robertiani-Cariolophetum sempervirentis;;NA;30;1989;-4.452627041;42.9875917;2 - UTM1x1 + Centroid;1140
928;359;3;359;S-P11143;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Geranio robertiani-Cariolophetum sempervirentis;;NA;30;1989;-4.446161128;42.92103694;1 - UTM1x1 + Elevation;1130
955;360;3;360;S-P11144;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Geranio robertiani-Cariolophetum sempervirentis;;NA;20;1989;-4.487612527;43.01415687;1 - UTM1x1 + Elevation;1200
253;361;2;361;S-P11149;V38;V38;Ruderal;V38;6;Artemisietea vulgaris;Onopordetalia acanthii;Cirsion richterano-chodati;Cirsio chodati-Carduetum carpetani;;NA;50;1989;-4.478014555;43.02328609;2 - UTM1x1 + Centroid;1170
199;362;2;362;S-P11150;V38;V38;Ruderal;V38;6;Artemisietea vulgaris;Onopordetalia acanthii;Cirsion richterano-chodati;Cirsio chodati-Carduetum carpetani;N;10;20;1989;-4.391517645;42.99735599;2 - UTM1x1 + Centroid;1300
263;363;2;363;S-P11151;V38;V38;Ruderal;V38;6;Artemisietea vulgaris;Onopordetalia acanthii;Cirsion richterano-chodati;Cirsio chodati-Carduetum carpetani;S;2;40;1989;-4.406193952;42.9953756;1 - UTM1x1 + Elevation;1420
266;364;2;364;S-P11152;V38;V38;Ruderal;V38;6;Artemisietea vulgaris;Onopordetalia acanthii;Cirsion richterano-chodati;Cirsio chodati-Carduetum carpetani;SW;5;20;1989;-4.491648089;42.97808482;1 - UTM1x1 + Elevation;1110
265;365;2;365;S-P11153;V38;V38;Ruderal;V38;6;Artemisietea vulgaris;Onopordetalia acanthii;Cirsion richterano-chodati;Cirsio chodati-Carduetum carpetani;;NA;40;1989;-4.48941339;42.98711883;2 - UTM1x1 + Centroid;1120
264;366;2;366;S-P11154;V38;V38;Ruderal;V38;6;Artemisietea vulgaris;Onopordetalia acanthii;Cirsion richterano-chodati;Cirsio chodati-Carduetum carpetani;;NA;90;1989;-4.38515655;42.93259749;1 - UTM1x1 + Elevation;1400
260;367;2;367;S-P11155;V38;V38;Ruderal;V38;6;Artemisietea vulgaris;Onopordetalia acanthii;Cirsion richterano-chodati;Cirsio chodati-Carduetum carpetani;;NA;100;1989;-4.451060757;42.92097492;1 - UTM1x1 + Elevation;1140
247;368;2;368;S-P11156;V38;V38;Ruderal;V38;6;Artemisietea vulgaris;Onopordetalia acanthii;Cirsion richterano-chodati;Cirsio chodati-Carduetum carpetani;;NA;60;1989;-4.485400983;42.92233541;1 - UTM1x1 + Elevation;1080
267;369;2;369;S-P11157;V38;V38;Ruderal;V38;6;Artemisietea vulgaris;Onopordetalia acanthii;Cirsion richterano-chodati;Cirsio chodati-Carduetum carpetani;;NA;30;1989;-4.385277639;42.93799902;1 - UTM1x1 + Elevation;1540
