"Releve.number","SIVIMID","Original.Taxon","Analysis.Names","Cover","Cover.percent"
324022,"R-P24022","Urtica dioica","Urtica dioica","*",1
324023,"R-P24023","Bromus diandrus","Anisantha diandra","e",15
324023,"R-P24023","Bromus sterilis","Anisantha sterilis","+",1
324023,"R-P24023","Anthemis arvensis","Anthemis arvensis","a",5
324023,"R-P24023","Carduus tenuiflorus","Carduus tenuiflorus","+",1
324023,"R-P24023","Crepis capillaris","Crepis capillaris","+",1
324023,"R-P24023","Dactylis glomerata","Dactylis glomerata","a",5
324023,"R-P24023","Geranium molle","Geranium molle","+",1
324023,"R-P24023","Hordeum murinum subsp. murinum","Hordeum murinum","e",15
324023,"R-P24023","Malva sylvestris","Malva sylvestris","+",1
324023,"R-P24023","Rumex acetosella","Rumex acetosella","1",5
324023,"R-P24023","Sisymbrium officinale","Sisymbrium officinale","1",5
324023,"R-P24023","Urtica dioica","Urtica dioica","y",0.1
324023,"R-P24023","Vulpia myurus","Vulpia myuros","1",5
324024,"R-P24024","Bromus sterilis","Anisantha sterilis","2",15
324024,"R-P24024","Geranium dissectum","Geranium dissectum","y",0.1
324024,"R-P24024","Holcus lanatus","Holcus lanatus","a",5
324024,"R-P24024","Hordeum murinum subsp. murinum","Hordeum murinum","i",37.5
324024,"R-P24024","Hypochoeris radicata","Hypochaeris radicata","+",1
324024,"R-P24024","Senecio jacobaea","Jacobaea vulgaris","*",1
324024,"R-P24024","Lactuca serriola","Lactuca serriola","+",1
324024,"R-P24024","Malva sylvestris","Malva sylvestris","a",5
324024,"R-P24024","Mentha suaveolens","Mentha suaveolens","+",1
324024,"R-P24024","Poa annua","Ochlopoa annua","y",0.1
324024,"R-P24024","Plantago lanceolata","Plantago lanceolata","+",1
324024,"R-P24024","Plantago major","Plantago major","+",1
324024,"R-P24024","Poa trivialis","Poa trivialis","+",1
324024,"R-P24024","Sanguisorba minor subsp. magnolii","Sanguisorba verrucosa","y",0.1
324025,"R-P24025","Bromus diandrus","Anisantha diandra","1",5
324025,"R-P24025","Anthriscus caucalis","Anthriscus caucalis","+",1
324025,"R-P24025","Avena barbata","Avena barbata","a",5
324025,"R-P24025","Calendula arvensis","Calendula arvensis","y",0.1
324025,"R-P24025","Carduus tenuiflorus","Carduus tenuiflorus","3",37.5
324025,"R-P24025","Fumaria reuteri","Fumaria reuteri","+",1
324025,"R-P24025","Galium aparine","Galium aparine","+",1
324025,"R-P24025","Geranium rotundifolium","Geranium rotundifolium","f",15
324025,"R-P24025","Hirschfeldia incana","Hirschfeldia incana","*",1
324025,"R-P24025","Hordeum murinum subsp. murinum","Hordeum murinum","f",15
324025,"R-P24025","Lolium rigidum","Lolium rigidum","+",1
324025,"R-P24025","Malva sylvestris","Malva sylvestris","b",5
324025,"R-P24025","Medicago arabica","Medicago arabica","a",5
324025,"R-P24025","Medicago polymorpha","Medicago polymorpha","*",1
324025,"R-P24025","Rumex pulcher","Rumex pulcher","+",1
324025,"R-P24025","Torilis arvensis subsp. purpurea","Torilis africana","+",1
324026,"R-P24026","Bromus diandrus","Anisantha diandra","a",5
324026,"R-P24026","Bromus sterilis","Anisantha sterilis","a",5
324026,"R-P24026","Anthriscus caucalis","Anthriscus caucalis","f",15
324026,"R-P24026","Arrhenatherum elatius subsp. bulbosum","Arrhenatherum elatius","y",0.1
324026,"R-P24026","Bromus hordeaceus","Bromus hordeaceus","1",5
324026,"R-P24026","Carduus tenuiflorus","Carduus tenuiflorus","p",62.5
324026,"R-P24026","Galium aparine","Galium aparine","2",15
324026,"R-P24026","Geranium lucidum","Geranium lucidum","+",1
324026,"R-P24026","Geranium robertianum","Geranium robertianum","y",0.1
324026,"R-P24026","Hordeum murinum subsp. murinum","Hordeum murinum","b",5
324026,"R-P24026","Lactuca virosa","Lactuca serriola","*",1
324026,"R-P24026","Lolium rigidum","Lolium rigidum","*",1
324026,"R-P24026","Malva sylvestris","Malva sylvestris","+",1
324026,"R-P24026","Secale cereale","Secale cereale","*",1
324026,"R-P24026","Sisymbrium officinale","Sisymbrium officinale","+",1
324026,"R-P24026","Sonchus oleraceus","Sonchus oleraceus","+",1
324027,"R-P24027","Carduus tenuiflorus","Carduus tenuiflorus","4",62.5
324027,"R-P24027","Conium maculatum","Conium maculatum","+",1
324027,"R-P24027","Crepis capillaris","Crepis capillaris","+",1
324027,"R-P24027","Hirschfeldia incana","Hirschfeldia incana","1",5
324027,"R-P24027","Hordeum murinum subsp. murinum","Hordeum murinum","f",15
324027,"R-P24027","Lamium amplexicaule","Lamium amplexicaule","+",1
324027,"R-P24027","Lolium multiflorum","Lolium multiflorum","y",0.1
324027,"R-P24027","Malva sylvestris","Malva sylvestris","y",0.1
324027,"R-P24027","Poa annua","Ochlopoa annua","+",1
324027,"R-P24027","Polygonum aviculare","Polygonum aviculare","+",1
324027,"R-P24027","Rumex obtusifolius","Rumex obtusifolius","y",0.1
324027,"R-P24027","Stellaria media","Stellaria media","+",1
324027,"R-P24027","Vicia sativa","Vicia sativa","y",0.1
324028,"R-P24028","Bromus sterilis","Anisantha sterilis","1",5
324028,"R-P24028","Anthemis cotula","Anthemis cotula","b",5
324028,"R-P24028","Avena barbata","Avena barbata","1",5
324028,"R-P24028","Carduus tenuiflorus","Carduus tenuiflorus","i",37.5
324028,"R-P24028","Conium maculatum","Conium maculatum","+",1
324028,"R-P24028","Hirschfeldia incana","Hirschfeldia incana","2",15
324028,"R-P24028","Hordeum murinum subsp. murinum","Hordeum murinum","f",15
324028,"R-P24028","Lolium multiflorum","Lolium multiflorum","+",1
324028,"R-P24028","Medicago lupulina","Medicago lupulina","+",1
324028,"R-P24028","Medicago polymorpha","Medicago polymorpha","1",5
324028,"R-P24028","Medicago sativa","Medicago sativa","y",0.1
324028,"R-P24028","Stellaria media","Stellaria media","&",1
324028,"R-P24028","Tanacetum parthenium","Tanacetum parthenium","y",0.1
324028,"R-P24028","Vicia sativa","Vicia sativa","*",1
324029,"R-P24029","Bromus diandrus","Anisantha diandra","a",5
324029,"R-P24029","Bromus sterilis","Anisantha sterilis","e",15
324029,"R-P24029","Avena barbata","Avena barbata","1",5
324029,"R-P24029","Carduus tenuiflorus","Carduus tenuiflorus","i",37.5
324029,"R-P24029","Anthemis mixta","Cladanthus mixtus","+",1
324029,"R-P24029","Dactylis glomerata","Dactylis glomerata","+",1
324029,"R-P24029","Geranium dissectum","Geranium dissectum","+",1
324029,"R-P24029","Geranium molle","Geranium molle","1",5
324029,"R-P24029","Hirschfeldia incana","Hirschfeldia incana","*",1
324029,"R-P24029","Hypochoeris radicata","Hypochaeris radicata","3",37.5
324029,"R-P24029","Senecio jacobaea","Jacobaea vulgaris","*",1
324029,"R-P24029","Lactuca serriola","Lactuca serriola","+",1
324029,"R-P24029","Lathyrus angulatus","Lathyrus angulatus","y",0.1
324029,"R-P24029","Papaver dubium","Papaver dubium","y",0.1
324029,"R-P24029","Papaver rhoeas","Papaver rhoeas","+",1
324029,"R-P24029","Poa pratensis","Poa pratensis","+",1
324030,"R-P24030","Bromus diandrus","Anisantha diandra","i",37.5
324030,"R-P24030","Bromus sterilis","Anisantha sterilis","a",5
324030,"R-P24030","Anthriscus caucalis","Anthriscus caucalis","a",5
324030,"R-P24030","Avena barbata","Avena barbata","+",1
324030,"R-P24030","Carduus tenuiflorus","Carduus tenuiflorus","3",37.5
324030,"R-P24030","Fumaria reuteri","Fumaria reuteri","+",1
324030,"R-P24030","Hirschfeldia incana","Hirschfeldia incana","*",1
324030,"R-P24030","Hordeum murinum subsp. murinum","Hordeum murinum","a",5
324030,"R-P24030","Malva sylvestris","Malva sylvestris","+",1
324030,"R-P24030","Rumex obtusifolius","Rumex obtusifolius","+",1
324030,"R-P24030","Sisymbrium officinale","Sisymbrium officinale","*",1
324030,"R-P24030","Stellaria media","Stellaria media","+",1
324031,"R-P24031","Bromus diandrus","Anisantha diandra","2",15
324031,"R-P24031","Bromus sterilis","Anisantha sterilis","1",5
324031,"R-P24031","Anthemis arvensis","Anthemis arvensis","+",1
324031,"R-P24031","Avena barbata","Avena barbata","+",1
324031,"R-P24031","Carduus tenuiflorus","Carduus tenuiflorus","4",62.5
324031,"R-P24031","Dactylis glomerata","Dactylis glomerata","+",1
324031,"R-P24031","Galium aparine","Galium aparine","+",1
324031,"R-P24031","Hordeum murinum subsp. murinum","Hordeum murinum","*",1
324031,"R-P24031","Lolium rigidum","Lolium rigidum","+",1
324031,"R-P24031","Poa annua","Ochlopoa annua","f",15
324031,"R-P24031","Scrophularia scorodonia","Scrophularia scorodonia","+",1
324031,"R-P24031","Sisymbrium officinale","Sisymbrium officinale","+",1
324031,"R-P24031","Stellaria media","Stellaria media","1",5
324032,"R-P24032","Bromus diandrus","Anisantha diandra","a",5
324032,"R-P24032","Bromus sterilis","Anisantha sterilis","1",5
324032,"R-P24032","Carduus tenuiflorus","Carduus tenuiflorus","5",87.5
324032,"R-P24032","Dactylis glomerata","Dactylis glomerata","*",1
324032,"R-P24032","Galium aparine","Galium aparine","+",1
324032,"R-P24032","Geranium molle","Geranium molle","+",1
324032,"R-P24032","Poa annua","Ochlopoa annua","+",1
324032,"R-P24032","Plantago lanceolata","Plantago lanceolata","+",1
324032,"R-P24032","Rumex obtusifolius","Rumex obtusifolius","y",0.1
324032,"R-P24032","Rumex scutatus","Rumex scutatus","y",0.1
324032,"R-P24032","Scrophularia scorodonia","Scrophularia scorodonia","+",1
324032,"R-P24032","Sisymbrium officinale","Sisymbrium officinale","*",1
324032,"R-P24032","Stellaria media","Stellaria media","+",1
324033,"R-P24033","Bromus diandrus","Anisantha diandra","*",1
324033,"R-P24033","Bromus sterilis","Anisantha sterilis","1",5
324033,"R-P24033","Avena barbata","Avena barbata","+",1
324033,"R-P24033","Carduus tenuiflorus","Carduus tenuiflorus","o",62.5
324033,"R-P24033","Dactylis glomerata","Dactylis glomerata","+",1
324033,"R-P24033","Hirschfeldia incana","Hirschfeldia incana","1",5
324033,"R-P24033","Hordeum murinum subsp. murinum","Hordeum murinum","+",1
324033,"R-P24033","Lactuca serriola","Lactuca serriola","+",1
324033,"R-P24033","Malva sylvestris","Malva sylvestris","+",1
324033,"R-P24033","Papaver dubium","Papaver dubium","y",0.1
324033,"R-P24033","Plantago lanceolata","Plantago lanceolata","+",1
324033,"R-P24033","Rumex obtusifolius","Rumex obtusifolius","+",1
324033,"R-P24033","Vicia sativa","Vicia sativa","+",1
324034,"R-P24034","Bromus diandrus","Anisantha diandra","1",5
324034,"R-P24034","Bromus sterilis","Anisantha sterilis","*",1
324034,"R-P24034","Avena barbata","Avena barbata","1",5
324034,"R-P24034","Carduus tenuiflorus","Carduus tenuiflorus","5",87.5
324034,"R-P24034","Cynosurus echinatus","Cynosurus echinatus","+",1
324034,"R-P24034","Dactylis glomerata","Dactylis glomerata","y",0.1
324034,"R-P24034","Geranium molle","Geranium molle","+",1
324034,"R-P24034","Hirschfeldia incana","Hirschfeldia incana","+",1
324034,"R-P24034","Hordeum murinum subsp. murinum","Hordeum murinum","+",1
324034,"R-P24034","Lolium rigidum","Lolium rigidum","y",0.1
324034,"R-P24034","Malva sylvestris","Malva sylvestris","+",1
324034,"R-P24034","Plantago lanceolata","Plantago lanceolata","y",0.1
324034,"R-P24034","Stellaria media","Stellaria media","+",1
324034,"R-P24034","Vicia sativa","Vicia sativa","+",1
324035,"R-P24035","Bromus diandrus","Anisantha diandra","e",15
324035,"R-P24035","Anthemis arvensis","Anthemis arvensis","*",1
324035,"R-P24035","Avena barbata","Avena barbata","1",5
324035,"R-P24035","Carduus tenuiflorus","Carduus tenuiflorus","3",37.5
324035,"R-P24035","Chaerophyllum temulentum","Chaerophyllum temulum","y",0.1
324035,"R-P24035","Conium maculatum","Conium maculatum","+",1
324035,"R-P24035","Daucus carota","Daucus carota","+",1
324035,"R-P24035","Echium vulgare","Echium vulgare","y",0.1
324035,"R-P24035","Galium aparine","Galium aparine","*",1
324035,"R-P24035","Hirschfeldia incana","Hirschfeldia incana","+",1
324035,"R-P24035","Lolium rigidum","Lolium rigidum","+",1
324035,"R-P24035","Poa annua","Ochlopoa annua","+",1
324035,"R-P24035","Silene alba","Silene latifolia","+",1
324035,"R-P24035","Stellaria media","Stellaria media","+",1
324035,"R-P24035","Urtica dioica","Urtica dioica","a",5
324035,"R-P24035","Vulpia myuros","Vulpia myuros","+",1
324040,"R-P24040","Bromus diandrus","Anisantha diandra","2",15
324040,"R-P24040","Bromus sterilis","Anisantha sterilis","e",15
324040,"R-P24040","Anthemis arvensis","Anthemis arvensis","+",1
324040,"R-P24040","Echium vulgare","Echium vulgare","a",5
324040,"R-P24040","Erodium moschatum","Erodium moschatum","+",1
324040,"R-P24040","Galium aparine","Galium aparine","1",5
324040,"R-P24040","Geranium dissectum","Geranium dissectum","+",1
324040,"R-P24040","Geranium molle","Geranium molle","+",1
324040,"R-P24040","Geranium robertianum","Geranium robertianum","+",1
324040,"R-P24040","Lactuca serriola","Lactuca serriola","+",1
324040,"R-P24040","Lolium rigidum","Lolium rigidum","a",5
324040,"R-P24040","Medicago arabica","Medicago arabica","2",15
324040,"R-P24040","Poa annua","Ochlopoa annua","+",1
324040,"R-P24040","Phytolacca americana","Phytolacca americana","y",0.1
324040,"R-P24040","Lophocloa cristata","Rostraria cristata","+",1
324040,"R-P24040","Rumex obtusifolius","Rumex obtusifolius","+",1
324040,"R-P24040","Silybum marianum","Silybum marianum","j",37.5
324040,"R-P24040","Sisymbrium officinale","Sisymbrium officinale","e",15
324040,"R-P24040","Sonchus oleraceus","Sonchus oleraceus","+",1
324040,"R-P24040","Torilis arvensis subsp. purpurea","Torilis africana","+",1
324040,"R-P24040","Trifolium incarnatum subsp. molinerii","Trifolium incarnatum","y",0.1
324040,"R-P24040","Veronica persica","Veronica persica","y",0.1
324040,"R-P24040","Vicia sativa","Vicia sativa","+",1
324041,"R-P24041","Bromus diandrus","Anisantha diandra","e",15
324041,"R-P24041","Bromus madritensis","Anisantha madritensis","1",5
324041,"R-P24041","Carduus tenuiflorus","Carduus tenuiflorus","a",5
324041,"R-P24041","Cerastium glomeratum","Cerastium glomeratum","+",1
324041,"R-P24041","Dactylis glomerata","Dactylis glomerata","+",1
324041,"R-P24041","Galium aparine","Galium aparine","1",5
324041,"R-P24041","Geranium lucidum","Geranium lucidum","a",5
324041,"R-P24041","Geranium robertianum","Geranium robertianum","+",1
324041,"R-P24041","Hirschfeldia incana","Hirschfeldia incana","a",5
324041,"R-P24041","Holcus lanatus","Holcus lanatus","+",1
324041,"R-P24041","Lactuca serriola","Lactuca serriola","+",1
324041,"R-P24041","Mentha suaveolens","Mentha suaveolens","+",1
324041,"R-P24041","Oenanthe crocata","Oenanthe crocata","y",0.1
324041,"R-P24041","Sherardia arvensis","Sherardia arvensis","y",0.1
324041,"R-P24041","Silybum marianum","Silybum marianum","5",87.5
324041,"R-P24041","Solanum dulcamara","Solanum dulcamara","*",1
324041,"R-P24041","Tanacetum parthenium","Tanacetum parthenium","y",0.1
324042,"R-P24042","Bromus diandrus","Anisantha diandra","1",5
324042,"R-P24042","Bromus sterilis","Anisantha sterilis","+",1
324042,"R-P24042","Avena barbata","Avena barbata","y",0.1
324042,"R-P24042","Calendula arvensis","Calendula arvensis","*",1
324042,"R-P24042","Carduus tenuiflorus","Carduus tenuiflorus","a",5
324042,"R-P24042","Convolvulus arvensis","Convolvulus arvensis","*",1
324042,"R-P24042","Dactylis glomerata","Dactylis glomerata","+",1
324042,"R-P24042","Fumaria reuteri","Fumaria reuteri","a",5
324042,"R-P24042","Galium aparine","Galium aparine","2",15
324042,"R-P24042","Geranium molle","Geranium molle","y",0.1
324042,"R-P24042","Geranium rotundifolium","Geranium rotundifolium","+",1
324042,"R-P24042","Hirschfeldia incana","Hirschfeldia incana","+",1
324042,"R-P24042","Lactuca virosa","Lactuca serriola","y",0.1
324042,"R-P24042","Lolium rigidum","Lolium rigidum","y",0.1
324042,"R-P24042","Medicago polymorpha","Medicago polymorpha","2",15
324042,"R-P24042","Mentha suaveolens","Mentha suaveolens","*",1
324042,"R-P24042","Raphanus raphanistrum","Raphanus raphanistrum","y",0.1
324042,"R-P24042","Rumex pulcher","Rumex pulcher","+",1
324042,"R-P24042","Rumex scutatus","Rumex scutatus","y",0.1
324042,"R-P24042","Silybum marianum","Silybum marianum","p",62.5
324042,"R-P24042","Sisymbrium officinale","Sisymbrium officinale","y",0.1
324042,"R-P24042","Sonchus oleraceus","Sonchus oleraceus","+",1
324042,"R-P24042","Torilis arvensis subsp. purpurea","Torilis africana","y",0.1
324045,"R-P24045","Bromus diandrus","Anisantha diandra","a",5
324045,"R-P24045","Anthemis cotula","Anthemis cotula","&",1
324045,"R-P24045","Anthriscus caucalis","Anthriscus caucalis","+",1
324045,"R-P24045","Carduus tenuiflorus","Carduus tenuiflorus","b",5
324045,"R-P24045","Convolvulus arvensis","Convolvulus arvensis","1",5
324045,"R-P24045","Galium aparine","Galium aparine","j",37.5
324045,"R-P24045","Geranium dissectum","Geranium dissectum","y",0.1
324045,"R-P24045","Geranium rotundifolium","Geranium rotundifolium","*",1
324045,"R-P24045","Hirschfeldia incana","Hirschfeldia incana","+",1
324045,"R-P24045","Hordeum murinum subsp. murinum","Hordeum murinum","1",5
324045,"R-P24045","Lactuca virosa","Lactuca serriola","y",0.1
324045,"R-P24045","Lapsana communis","Lapsana communis","y",0.1
324045,"R-P24045","Lolium rigidum","Lolium rigidum","y",0.1
324045,"R-P24045","Malva neglecta","Malva neglecta","+",1
324045,"R-P24045","Malva sylvestris","Malva sylvestris","*",1
324045,"R-P24045","Medicago arabica","Medicago arabica","+",1
324045,"R-P24045","Medicago polymorpha","Medicago polymorpha","&",1
324045,"R-P24045","Silybum marianum","Silybum marianum","u",87.5
324045,"R-P24045","Sonchus oleraceus","Sonchus oleraceus","+",1
324045,"R-P24045","Torilis arvensis subsp. purpurea","Torilis africana","+",1
324046,"R-P24046","Bromus diandrus","Anisantha diandra","e",15
324046,"R-P24046","Bromus sterilis","Anisantha sterilis","a",5
324046,"R-P24046","Carduus tenuiflorus","Carduus tenuiflorus","e",15
324046,"R-P24046","Tamus communis","Dioscorea communis","+",1
324046,"R-P24046","Geranium rotundifolium","Geranium rotundifolium","+",1
324046,"R-P24046","Malva sylvestris","Malva sylvestris","+",1
324046,"R-P24046","Onopordum acanthium","Onopordum acanthium","3",37.5
324046,"R-P24046","Sisymbrium austriacum subsp. chrysanthum","Sisymbrium austriacum","*",1
324046,"R-P24046","Sisymbrium officinale","Sisymbrium officinale","+",1
324046,"R-P24046","Stellaria media","Stellaria media","+",1
324046,"R-P24046","Tanacetum parthenium","Tanacetum parthenium","*",1
324046,"R-P24046","Urtica urens","Urtica urens","+",1
