"SIVIMID","Sintaxon","Relevé.number","Temp","Precip","UTM10X10","UTM1X1","JuiceID","OriginalElevation","Locality","Country","ECOREG_WWF","DUNES_BOHN","Plant.Cover","Aspect","Slope","Area","SintaxonID","Authors","Year","Title","Publication","EUNIS2020","Type","DEG_LON","DEG_LAT","Accuracy","Elevation","ANTHROPIC","Vegetation","Class","Order","Alliance","Twinspan"
"T-P12299","Aperetalia spicae-venti",512299,90,12359,"29TQH15","",17304,1150,"Tejedo del Sil","","ATL_COAST","N_DUNES",50,"",NA,20,"O133","Puente García, Emilio","1988","Flora y vegetación de la cuenca alta del río Sil."," Instituación Fray Bernardino de Sahagún. Diput. Prov. de León. 536 pp."," V15   ","No forest",-6.405934069,42.95511277,"3 - UTM10x10 + Elevation",1150,"Yes","ANTHROPOGENIC VEGETATION","Papaveretea rhoeadis","Aperetalia spicae-venti","Scleranthion annui","V15Z Weeds of rich soils"
"T-P12300","Sisymbrio officinalis-Hordeetum murini",512300,92,12091,"29TQH25","",17305,1080,"Sosas de Laciana","","ATL_COAST","N_DUNES",60,"",NA,2,"753","Puente García, Emilio","1988","Flora y vegetación de la cuenca alta del río Sil."," Instituación Fray Bernardino de Sahagún. Diput. Prov. de León. 536 pp."," V37   ","No forest",-6.29472614,42.93856235,"3 - UTM10x10 + Elevation",1080,"Yes","ANTHROPOGENIC VEGETATION","Sisymbrietea","Sisymbrietalia sophiae","Sisymbrion officinalis","V15Z Weeds of rich soils"
"T-P13207","Fumario capreolatae-Veronicetum persicae",513207,133,12795,"30TVP00","30TVP0000",17063,40,"Getxo","","ATL_COAST","N_DUNES",NA,"",NA,50,"749","Loidi Arriegui, Javier; Biurrun Galarraga, Idoia & Herrera Gallastegui, Mercedes","1997","La vegetación del centro-septentrional de España."," Itinera Geobot., 9:161-618."," V15   ","No forest",-4.226814825,43.35042265,"2 - UTM1x1 + Centroid",40,"Yes","ANTHROPOGENIC VEGETATION","Digitario sanguinalis-Eragrostietea","Eragrostietalia","Spergulo arvensis-Erodion cicutariae","V15Z Weeds of rich soils"
"T-P15401","Anogrammo leptophyllae-Parietarietum lusitanicae",515401,122,12313,"29TPG99","",17845,550,"Santalavilla","","ATL_COAST","N_DUNES",40,"",NA,10,"2174","Rivas Martínez, S.; Penas, A. & Díaz González, T.E.","1986","Datos sobre la vegetación terofítica y nitrófila leonesa. Nota II."," Acta Bot. Malacitana, 11:273-288."," V32   ","No forest",-6.660934966,42.41599027,"3 - UTM10x10 + Elevation",550,"Yes","ANTHROPOGENIC VEGETATION","Chenopodietea","Geranio purpureae-Cardaminetalia hirsutae","Geranio pusilli-Anthriscion caucalidis","V15Z Weeds of rich soils"
"T-P22429","Lamio hybridi-Echinochloetum crus-gallii",522429,128,11640,"30TUP20","",19271,200,"Mais-Acker in der Talane oberhalb von Cangas de Onís","","ATL_COAST","N_DUNES",NA,"",NA,100,"748","Aedo, Carlos; Herrera, Mercedes; F. Prieto, José Antonio & Díaz, Tomás, E.","1986","Datos sobre la vegetación arvense de la Cornisa Cantábrica."," Lazaroa, 9: 241-254."," V15   ","No forest",-5.181564248,43.41182702,"3 - UTM10x10 + Elevation",200,"Yes","ANTHROPOGENIC VEGETATION","Digitario sanguinalis-Eragrostietea","Eragrostietalia","Spergulo arvensis-Erodion cicutariae","V15Z Weeds of rich soils"
"T-P22430","Fumario capreolatae-Veronicetum persicae",522430,141,12472,"30TWN09","",19216,50,"Erandio","","ATL_COAST","N_DUNES",NA,"",NA,100,"749","Aedo, Carlos; Herrera, Mercedes; F. Prieto, José Antonio & Díaz, Tomás, E.","1986","Datos sobre la vegetación arvense de la Cornisa Cantábrica."," Lazaroa, 9: 241-254."," V15   ","No forest",-2.923873267,43.3065519,"3 - UTM10x10 + Elevation",50,"Yes","ANTHROPOGENIC VEGETATION","Digitario sanguinalis-Eragrostietea","Eragrostietalia","Spergulo arvensis-Erodion cicutariae","V15Z Weeds of rich soils"
"T-P22431","Fumario capreolatae-Veronicetum persicae",522431,139,12713,"30TWN09","",19204,40,"Lejona","","ATL_COAST","N_DUNES",NA,"",NA,100,"749","Aedo, Carlos; Herrera, Mercedes; F. Prieto, José Antonio & Díaz, Tomás, E.","1986","Datos sobre la vegetación arvense de la Cornisa Cantábrica."," Lazaroa, 9: 241-254."," V37   ","No forest",-2.886899551,43.29751671,"3 - UTM10x10 + Elevation",40,"Yes","ANTHROPOGENIC VEGETATION","Digitario sanguinalis-Eragrostietea","Eragrostietalia","Spergulo arvensis-Erodion cicutariae","V15Z Weeds of rich soils"
"T-P22432","Fumario capreolatae-Veronicetum persicae",522432,130,14495,"30TVN68","",19218,280,"Lanestosa","","ATL_COAST","N_DUNES",NA,"",NA,80,"749","Aedo, Carlos; Herrera, Mercedes; F. Prieto, José Antonio & Díaz, Tomás, E.","1986","Datos sobre la vegetación arvense de la Cornisa Cantábrica."," Lazaroa, 9: 241-254."," V15   ","No forest",-3.46567853,43.2119808,"3 - UTM10x10 + Elevation",280,"Yes","ANTHROPOGENIC VEGETATION","Digitario sanguinalis-Eragrostietea","Eragrostietalia","Spergulo arvensis-Erodion cicutariae","V15Z Weeds of rich soils"
"T-P22433","Fumario capreolatae-Veronicetum persicae",522433,138,16119,"30TVP70","",19219,40,"Liendo","","ATL_COAST","N_DUNES",NA,"",NA,100,"749","Aedo, Carlos; Herrera, Mercedes; F. Prieto, José Antonio & Díaz, Tomás, E.","1986","Datos sobre la vegetación arvense de la Cornisa Cantábrica."," Lazaroa, 9: 241-254."," V15   ","No forest",-3.328853765,43.408756,"3 - UTM10x10 + Elevation",40,"Yes","ANTHROPOGENIC VEGETATION","Digitario sanguinalis-Eragrostietea","Eragrostietalia","Spergulo arvensis-Erodion cicutariae","V15Z Weeds of rich soils"
"T-P22434","Fumario capreolatae-Veronicetum persicae",522434,138,14091,"30TVN69","",19220,10,"Ampuero","","ATL_COAST","N_DUNES",NA,"",NA,200,"749","Aedo, Carlos; Herrera, Mercedes; F. Prieto, José Antonio & Díaz, Tomás, E.","1986","Datos sobre la vegetación arvense de la Cornisa Cantábrica."," Lazaroa, 9: 241-254."," V15   ","No forest",-3.422305453,43.34901953,"3 - UTM10x10 + Elevation",10,"Yes","ANTHROPOGENIC VEGETATION","Digitario sanguinalis-Eragrostietea","Eragrostietalia","Spergulo arvensis-Erodion cicutariae","V15Z Weeds of rich soils"
"T-P22435","Fumario capreolatae-Veronicetum persicae",522435,140,14295,"30TVP60","",19221,5,"Colindres","","ATL_COAST","N_DUNES",NA,"",NA,100,"749","Aedo, Carlos; Herrera, Mercedes; F. Prieto, José Antonio & Díaz, Tomás, E.","1986","Datos sobre la vegetación arvense de la Cornisa Cantábrica."," Lazaroa, 9: 241-254."," V15   ","No forest",-3.477017479,43.4028313,"3 - UTM10x10 + Elevation",5,"Yes","ANTHROPOGENIC VEGETATION","Digitario sanguinalis-Eragrostietea","Eragrostietalia","Spergulo arvensis-Erodion cicutariae","V15Z Weeds of rich soils"
"T-P22436","Fumario capreolatae-Veronicetum persicae",522436,134,13952,"30TVP60","",19222,220,"Seña","","ATL_COAST","N_DUNES",NA,"",NA,100,"749","Aedo, Carlos; Herrera, Mercedes; F. Prieto, José Antonio & Díaz, Tomás, E.","1986","Datos sobre la vegetación arvense de la Cornisa Cantábrica."," Lazaroa, 9: 241-254."," V15   ","No forest",-3.427544305,43.39222163,"3 - UTM10x10 + Elevation",220,"Yes","ANTHROPOGENIC VEGETATION","Digitario sanguinalis-Eragrostietea","Eragrostietalia","Spergulo arvensis-Erodion cicutariae","V15Z Weeds of rich soils"
"T-P22437","Fumario capreolatae-Veronicetum persicae",522437,139,14047,"30TVN69","",19223,60,"Gibaja","","ATL_COAST","N_DUNES",NA,"",NA,100,"749","Aedo, Carlos; Herrera, Mercedes; F. Prieto, José Antonio & Díaz, Tomás, E.","1986","Datos sobre la vegetación arvense de la Cornisa Cantábrica."," Lazaroa, 9: 241-254."," V15   ","No forest",-3.40740299,43.33466633,"3 - UTM10x10 + Elevation",60,"Yes","ANTHROPOGENIC VEGETATION","Digitario sanguinalis-Eragrostietea","Eragrostietalia","Spergulo arvensis-Erodion cicutariae","V15Z Weeds of rich soils"
"T-P22438","Fumario capreolatae-Veronicetum persicae",522438,139,13410,"30TVP20","",19224,50,"Arce","","ATL_COAST","N_DUNES",NA,"",NA,50,"749","Aedo, Carlos; Herrera, Mercedes; F. Prieto, José Antonio & Díaz, Tomás, E.","1986","Datos sobre la vegetación arvense de la Cornisa Cantábrica."," Lazaroa, 9: 241-254."," V32   ","No forest",-3.902340798,43.43628368,"3 - UTM10x10 + Elevation",50,"Yes","ANTHROPOGENIC VEGETATION","Digitario sanguinalis-Eragrostietea","Eragrostietalia","Spergulo arvensis-Erodion cicutariae","V15Z Weeds of rich soils"
"T-P22439","Fumario capreolatae-Veronicetum persicae",522439,142,13740,"30TVP20","",19225,5,"Mogro","","ATL_COAST","N_DUNES",NA,"",NA,30,"749","Aedo, Carlos; Herrera, Mercedes; F. Prieto, José Antonio & Díaz, Tomás, E.","1986","Datos sobre la vegetación arvense de la Cornisa Cantábrica."," Lazaroa, 9: 241-254."," V32   ","No forest",-3.9863821,43.43739046,"3 - UTM10x10 + Elevation",5,"Yes","ANTHROPOGENIC VEGETATION","Digitario sanguinalis-Eragrostietea","Eragrostietalia","Spergulo arvensis-Erodion cicutariae","V15Z Weeds of rich soils"
"T-P22440","Fumario capreolatae-Veronicetum persicae",522440,141,12477,"30TVN09","",19226,100,"Casar de Periedo","","ATL_COAST","N_DUNES",NA,"",NA,50,"749","Aedo, Carlos; Herrera, Mercedes; F. Prieto, José Antonio & Díaz, Tomás, E.","1986","Datos sobre la vegetación arvense de la Cornisa Cantábrica."," Lazaroa, 9: 241-254."," V15   ","No forest",-4.191815172,43.32738123,"3 - UTM10x10 + Elevation",100,"Yes","ANTHROPOGENIC VEGETATION","Digitario sanguinalis-Eragrostietea","Eragrostietalia","Spergulo arvensis-Erodion cicutariae","V15Z Weeds of rich soils"
"T-P22441","Fumario capreolatae-Veronicetum persicae",522441,134,14468,"30TVN68","",19227,280,"La Revilla","","ATL_COAST","N_DUNES",NA,"",NA,50,"749","Aedo, Carlos; Herrera, Mercedes; F. Prieto, José Antonio & Díaz, Tomás, E.","1986","Datos sobre la vegetación arvense de la Cornisa Cantábrica."," Lazaroa, 9: 241-254."," V15   ","No forest",-3.470713616,43.22636775,"3 - UTM10x10 + Elevation",280,"Yes","ANTHROPOGENIC VEGETATION","Digitario sanguinalis-Eragrostietea","Eragrostietalia","Spergulo arvensis-Erodion cicutariae","V15Z Weeds of rich soils"
"T-P22442","Fumario capreolatae-Veronicetum persicae",522442,140,12318,"30TUP80","",19228,5,"Merón","","ATL_COAST","N_DUNES",NA,"",NA,50,"749","Aedo, Carlos; Herrera, Mercedes; F. Prieto, José Antonio & Díaz, Tomás, E.","1986","Datos sobre la vegetación arvense de la Cornisa Cantábrica."," Lazaroa, 9: 241-254."," V37   ","No forest",-4.419710551,43.36800013,"3 - UTM10x10 + Elevation",5,"Yes","ANTHROPOGENIC VEGETATION","Digitario sanguinalis-Eragrostietea","Eragrostietalia","Spergulo arvensis-Erodion cicutariae","V15Z Weeds of rich soils"
"T-P22443","Fumario capreolatae-Veronicetum persicae",522443,142,NA,"30TUP70","",19229,5,"Pesués","","ATL_COAST","N_DUNES",NA,"",NA,50,"749","Aedo, Carlos; Herrera, Mercedes; F. Prieto, José Antonio & Díaz, Tomás, E.","1986","Datos sobre la vegetación arvense de la Cornisa Cantábrica."," Lazaroa, 9: 241-254."," V32   ","No forest",-4.598229966,43.39805967,"3 - UTM10x10 + Elevation",5,"Yes","ANTHROPOGENIC VEGETATION","Digitario sanguinalis-Eragrostietea","Eragrostietalia","Spergulo arvensis-Erodion cicutariae","V15Z Weeds of rich soils"
"T-P22444","Fumario capreolatae-Veronicetum persicae",522444,141,12779,"30TUN79","",19230,50,"Panes","","ATL_COAST","N_DUNES",NA,"",NA,40,"749","Aedo, Carlos; Herrera, Mercedes; F. Prieto, José Antonio & Díaz, Tomás, E.","1986","Datos sobre la vegetación arvense de la Cornisa Cantábrica."," Lazaroa, 9: 241-254."," V     ","No forest",-4.500212887,43.32915398,"3 - UTM10x10 + Elevation",50,"Yes","ANTHROPOGENIC VEGETATION","Digitario sanguinalis-Eragrostietea","Eragrostietalia","Spergulo arvensis-Erodion cicutariae","V15Z Weeds of rich soils"
"T-P22445","Fumario capreolatae-Veronicetum persicae",522445,135,12138,"30TUP40","",19231,30,"Benia de Onís","","ATL_COAST","N_DUNES",NA,"",NA,50,"749","Aedo, Carlos; Herrera, Mercedes; F. Prieto, José Antonio & Díaz, Tomás, E.","1986","Datos sobre la vegetación arvense de la Cornisa Cantábrica."," Lazaroa, 9: 241-254."," V15   ","No forest",-4.86319028,43.42106124,"3 - UTM10x10 + Elevation",30,"Yes","ANTHROPOGENIC VEGETATION","Digitario sanguinalis-Eragrostietea","Eragrostietalia","Spergulo arvensis-Erodion cicutariae","V15Z Weeds of rich soils"
"T-P22446","Fumario capreolatae-Veronicetum persicae",522446,137,12258,"30TUP51","",19232,50,"Celorio","","ATL_COAST","N_DUNES",NA,"",NA,20,"749","Aedo, Carlos; Herrera, Mercedes; F. Prieto, José Antonio & Díaz, Tomás, E.","1986","Datos sobre la vegetación arvense de la Cornisa Cantábrica."," Lazaroa, 9: 241-254."," V15   ","No forest",-4.841238636,43.43042106,"3 - UTM10x10 + Elevation",50,"Yes","ANTHROPOGENIC VEGETATION","Digitario sanguinalis-Eragrostietea","Eragrostietalia","Spergulo arvensis-Erodion cicutariae","V15Z Weeds of rich soils"
"T-P22447","Fumario capreolatae-Veronicetum persicae",522447,132,11191,"30TUP20","",19233,50,"Arriondas","","ATL_COAST","N_DUNES",NA,"",NA,100,"749","Aedo, Carlos; Herrera, Mercedes; F. Prieto, José Antonio & Díaz, Tomás, E.","1986","Datos sobre la vegetación arvense de la Cornisa Cantábrica."," Lazaroa, 9: 241-254."," V15   ","No forest",-5.143076378,43.37113619,"3 - UTM10x10 + Elevation",50,"Yes","ANTHROPOGENIC VEGETATION","Digitario sanguinalis-Eragrostietea","Eragrostietalia","Spergulo arvensis-Erodion cicutariae","V15Z Weeds of rich soils"
"T-P22448","Fumario capreolatae-Veronicetum persicae",522448,138,12124,"30TUP11","",19234,50,"Colunga","","ATL_COAST","N_DUNES",NA,"",NA,100,"749","Aedo, Carlos; Herrera, Mercedes; F. Prieto, José Antonio & Díaz, Tomás, E.","1986","Datos sobre la vegetación arvense de la Cornisa Cantábrica."," Lazaroa, 9: 241-254."," V15   ","No forest",-5.285409635,43.48002898,"3 - UTM10x10 + Elevation",50,"Yes","ANTHROPOGENIC VEGETATION","Digitario sanguinalis-Eragrostietea","Eragrostietalia","Spergulo arvensis-Erodion cicutariae","V15Z Weeds of rich soils"
"T-P22449","Fumario capreolatae-Veronicetum persicae",522449,137,12259,"30TUP21","",19235,10,"La Isla","","ATL_COAST","N_DUNES",NA,"",NA,5,"749","Aedo, Carlos; Herrera, Mercedes; F. Prieto, José Antonio & Díaz, Tomás, E.","1986","Datos sobre la vegetación arvense de la Cornisa Cantábrica."," Lazaroa, 9: 241-254."," V15   ","No forest",-5.215821522,43.47059458,"3 - UTM10x10 + Elevation",10,"Yes","ANTHROPOGENIC VEGETATION","Digitario sanguinalis-Eragrostietea","Eragrostietalia","Spergulo arvensis-Erodion cicutariae","V15Z Weeds of rich soils"
"T-P22450","Fumario capreolatae-Veronicetum persicae",522450,130,11031,"30TUP01","",19236,10,"Villaviciosa","","ATL_COAST","N_DUNES",NA,"",NA,50,"749","Aedo, Carlos; Herrera, Mercedes; F. Prieto, José Antonio & Díaz, Tomás, E.","1986","Datos sobre la vegetación arvense de la Cornisa Cantábrica."," Lazaroa, 9: 241-254."," V32   ","No forest",-5.416943327,43.49172912,"3 - UTM10x10 + Elevation",10,"Yes","ANTHROPOGENIC VEGETATION","Digitario sanguinalis-Eragrostietea","Eragrostietalia","Spergulo arvensis-Erodion cicutariae","V15Z Weeds of rich soils"
"T-P22451","Fumario capreolatae-Veronicetum persicae",522451,126,12766,"30TTP90","",19237,200,"Masanti","","ATL_COAST","N_DUNES",NA,"",NA,100,"749","Aedo, Carlos; Herrera, Mercedes; F. Prieto, José Antonio & Díaz, Tomás, E.","1986","Datos sobre la vegetación arvense de la Cornisa Cantábrica."," Lazaroa, 9: 241-254."," V37   ","No forest",-5.468363792,43.35737155,"3 - UTM10x10 + Elevation",200,"Yes","ANTHROPOGENIC VEGETATION","Digitario sanguinalis-Eragrostietea","Eragrostietalia","Spergulo arvensis-Erodion cicutariae","V15Z Weeds of rich soils"
"T-P22452","Fumario capreolatae-Veronicetum persicae",522452,134,10554,"30TTP92","",19238,100,"Venta de la Esperanza","","ATL_COAST","N_DUNES",NA,"",NA,50,"749","Aedo, Carlos; Herrera, Mercedes; F. Prieto, José Antonio & Díaz, Tomás, E.","1986","Datos sobre la vegetación arvense de la Cornisa Cantábrica."," Lazaroa, 9: 241-254."," V15   ","No forest",-5.586823857,43.53122797,"3 - UTM10x10 + Elevation",100,"Yes","ANTHROPOGENIC VEGETATION","Digitario sanguinalis-Eragrostietea","Eragrostietalia","Spergulo arvensis-Erodion cicutariae","V15Z Weeds of rich soils"
"T-P22453","Fumario capreolatae-Veronicetum persicae",522453,134,10368,"30TTP82","",19239,100,"Deva","","ATL_COAST","N_DUNES",NA,"",NA,50,"749","Aedo, Carlos; Herrera, Mercedes; F. Prieto, José Antonio & Díaz, Tomás, E.","1986","Datos sobre la vegetación arvense de la Cornisa Cantábrica."," Lazaroa, 9: 241-254."," V15   ","No forest",-5.708941468,43.55000679,"3 - UTM10x10 + Elevation",100,"Yes","ANTHROPOGENIC VEGETATION","Digitario sanguinalis-Eragrostietea","Eragrostietalia","Spergulo arvensis-Erodion cicutariae","V15Z Weeds of rich soils"
"T-P22454","Fumario capreolatae-Veronicetum persicae",522454,129,10436,"30TTP60","",19240,200,"La Corredoría","","ATL_COAST","N_DUNES",NA,"",NA,50,"749","Aedo, Carlos; Herrera, Mercedes; F. Prieto, José Antonio & Díaz, Tomás, E.","1986","Datos sobre la vegetación arvense de la Cornisa Cantábrica."," Lazaroa, 9: 241-254."," V37   ","No forest",-5.92895575,43.38971406,"3 - UTM10x10 + Elevation",200,"Yes","ANTHROPOGENIC VEGETATION","Digitario sanguinalis-Eragrostietea","Eragrostietalia","Spergulo arvensis-Erodion cicutariae","V15Z Weeds of rich soils"
"T-P22455","Fumario capreolatae-Veronicetum persicae",522455,132,11305,"30TTN69","",19241,150,"Soto de Ribera","","ATL_COAST","N_DUNES",NA,"",NA,50,"749","Aedo, Carlos; Herrera, Mercedes; F. Prieto, José Antonio & Díaz, Tomás, E.","1986","Datos sobre la vegetación arvense de la Cornisa Cantábrica."," Lazaroa, 9: 241-254."," V15   ","No forest",-5.836058823,43.30381933,"3 - UTM10x10 + Elevation",150,"Yes","ANTHROPOGENIC VEGETATION","Digitario sanguinalis-Eragrostietea","Eragrostietalia","Spergulo arvensis-Erodion cicutariae","V15Z Weeds of rich soils"
"T-P22456","Fumario capreolatae-Veronicetum persicae",522456,129,10175,"30TTP60","",19242,200,"Oviedo","","ATL_COAST","N_DUNES",NA,"",NA,50,"749","Aedo, Carlos; Herrera, Mercedes; F. Prieto, José Antonio & Díaz, Tomás, E.","1986","Datos sobre la vegetación arvense de la Cornisa Cantábrica."," Lazaroa, 9: 241-254."," V37   ","No forest",-5.934878094,43.35894913,"3 - UTM10x10 + Elevation",200,"Yes","ANTHROPOGENIC VEGETATION","Digitario sanguinalis-Eragrostietea","Eragrostietalia","Spergulo arvensis-Erodion cicutariae","V15Z Weeds of rich soils"
"T-P22457","Fumario capreolatae-Veronicetum persicae",522457,128,10859,"30TTP61","",19243,150,"Brañes","","ATL_COAST","N_DUNES",NA,"",NA,50,"749","Aedo, Carlos; Herrera, Mercedes; F. Prieto, José Antonio & Díaz, Tomás, E.","1986","Datos sobre la vegetación arvense de la Cornisa Cantábrica."," Lazaroa, 9: 241-254."," V15   ","No forest",-5.873763189,43.42352915,"3 - UTM10x10 + Elevation",150,"Yes","ANTHROPOGENIC VEGETATION","Digitario sanguinalis-Eragrostietea","Eragrostietalia","Spergulo arvensis-Erodion cicutariae","V15Z Weeds of rich soils"
"T-P22458","Fumario capreolatae-Veronicetum persicae",522458,133,10452,"30TTP50","",19244,100,"Valduno","","ATL_COAST","N_DUNES",NA,"",NA,100,"749","Aedo, Carlos; Herrera, Mercedes; F. Prieto, José Antonio & Díaz, Tomás, E.","1986","Datos sobre la vegetación arvense de la Cornisa Cantábrica."," Lazaroa, 9: 241-254."," V15   ","No forest",-5.9930734,43.38805252,"3 - UTM10x10 + Elevation",100,"Yes","ANTHROPOGENIC VEGETATION","Digitario sanguinalis-Eragrostietea","Eragrostietalia","Spergulo arvensis-Erodion cicutariae","V15Z Weeds of rich soils"
"T-P22459","Fumario capreolatae-Veronicetum persicae",522459,128,10941,"29TQJ31","",19245,200,"San Román de Candamo","","ATL_COAST","N_DUNES",NA,"",NA,100,"749","Aedo, Carlos; Herrera, Mercedes; F. Prieto, José Antonio & Díaz, Tomás, E.","1986","Datos sobre la vegetación arvense de la Cornisa Cantábrica."," Lazaroa, 9: 241-254."," V15   ","No forest",-6.153642168,43.48457423,"3 - UTM10x10 + Elevation",200,"Yes","ANTHROPOGENIC VEGETATION","Digitario sanguinalis-Eragrostietea","Eragrostietalia","Spergulo arvensis-Erodion cicutariae","V15Z Weeds of rich soils"
"T-P22460","Fumario capreolatae-Veronicetum persicae",522460,136,13847,"30TVP70","",19246,NA,"Sonabia","","ATL_COAST","N_DUNES",NA,"",NA,1,"0749b","Aedo, Carlos; Herrera, Mercedes; F. Prieto, José Antonio & Díaz, Tomás, E.","1986","Datos sobre la vegetación arvense de la Cornisa Cantábrica."," Lazaroa, 9: 241-254."," V32   ","No forest",-3.311323105,43.38164629,"4 - UTM10x10 + Centroid",191,"Yes","ANTHROPOGENIC VEGETATION","Digitario sanguinalis-Eragrostietea","Eragrostietalia","Spergulo arvensis-Erodion cicutariae","V15Z Weeds of rich soils"
