"Releve number","Twinspan2","Class","EUNIS","Sintaxon","SIVIMID","Plant.Cover","Aspect","Slope","Area","Year","DEG_LON","DEG_LAT","Accuracy","Elevation"
324604,"Trampled (V35)",8,"V35","Polygono arenastri-Matricarietum discoideae","R-P24604",60,"S",3,4,"2012",-6.669707884,42.35808151,"1 - UTM1x1 + Elevation",858
324613,"Trampled (V35)",8,"V35","Crassulo tillaeae-Saginetum apetalae","R-P24613",10,"",NA,1,"2012",-6.78970925,42.41540135,"1 - UTM1x1 + Elevation",395
324614,"Trampled (V35)",7,"V34","Euphorbietum chamaesyco-prostratae","R-P24614",50,"",NA,6,"2012",-6.818573607,42.45045881,"1 - UTM1x1 + Elevation",407
324615,"Trampled (V35)",8,"V","Euphorbietum chamaesyco-prostratae","R-P24615",50,"",NA,2,"2012",-6.809411851,42.45976828,"1 - UTM1x1 + Elevation",420
324617,"Weeds (V15)",4,"V15","Linario eleganti-Anthoxanthetum aristati","R-P24617",80,"NW",20,10,"2012",-6.640694864,42.40222875,"1 - UTM1x1 + Elevation",693
324620,"Weeds (V15)",4,"V15","Linario amethysteae-Calenduletum arvensis","R-P24620",50,"W",15,40,"2012",-6.821438029,42.45756654,"1 - UTM1x1 + Elevation",540
324621,"Weeds (V15)",5,"V32","Linario amethysteae-Calenduletum arvensis","R-P24621",40,"SW",15,50,"2012",-6.804370815,42.41671586,"1 - UTM1x1 + Elevation",470
324622,"Weeds (V15)",5,"V32","Linario amethysteae-Calenduletum arvensis","R-P24622",20,"S",3,5,"2012",-6.773378052,42.42674593,"1 - UTM1x1 + Elevation",430
324623,"Weeds (V15)",5,"V32","Linario amethysteae-Calenduletum arvensis","R-P24623",70,"SW",7,50,"2012",-6.804262028,42.41491863,"1 - UTM1x1 + Elevation",458
324624,"Weeds (V15)",4,"V15","Holosteo umbellati-Veronicetum persicae","R-P24624",85,"W",20,6,"2012",-6.674555103,42.35792606,"1 - UTM1x1 + Elevation",960
324625,"Weeds (V15)",4,"V15","Holosteo umbellati-Veronicetum persicae","R-P24625",70,"",NA,10,"2012",-6.53447823,42.32811836,"1 - UTM1x1 + Elevation",750
324626,"Weeds (V15)",4,"V15","Holosteo umbellati-Veronicetum persicae","R-P24626",50,"NW",5,20,"2012",-6.791484291,42.40453751,"1 - UTM1x1 + Elevation",699
324627,"Weeds (V15)",5,"V32","Holosteo umbellati-Veronicetum persicae","R-P24627",90,"",NA,7,"2012",-6.79224318,42.41711828,"1 - UTM1x1 + Elevation",379
324628,"Weeds (V15)",4,"V15","Holosteo umbellati-Veronicetum persicae","R-P24628",30,"",NA,50,"2012",-6.803001823,42.4743881,"1 - UTM1x1 + Elevation",499
324629,"Weeds (V15)",4,"V15","Holosteo umbellati-Veronicetum persicae","R-P24629",10,"",NA,7,"2012",-6.5533469,42.2753081,"1 - UTM1x1 + Elevation",860
324630,"Weeds (V15)",4,"V15","Holosteo umbellati-Veronicetum persicae","R-P24630",40,"",NA,10,"2012",-6.501782801,42.30751177,"1 - UTM1x1 + Elevation",833
324631,"Weeds (V15)",4,"V15","Holosteo umbellati-Veronicetum persicae","R-P24631",80,"",NA,3,"2012",-6.815928343,42.44694537,"1 - UTM1x1 + Elevation",402
324632,"Weeds (V15)",4,"V15","Holosteo umbellati-Veronicetum persicae","R-P24632",10,"W",100,15,"2012",-6.506327354,42.30196998,"1 - UTM1x1 + Elevation",826
324633,"Mesic ruderals (V39)",9,"V37","Setario verticillatae-Echinochloetum crus-galli","R-P24633",100,"",NA,80,"2012",-6.828515861,42.41411,"1 - UTM1x1 + Elevation",353
324634,"Weeds (V15)",9,"V37","Setario verticillatae-Echinochloetum crus-galli","R-P24634",40,"",NA,5,"2012",-6.630083344,42.26029547,"1 - UTM1x1 + Elevation",1010
324635,"Weeds (V15)",9,"V","Setario verticillatae-Echinochloetum crus-galli","R-P24635",40,"",NA,15,"2012",-6.591327281,42.34615955,"1 - UTM1x1 + Elevation",835
324636,"Weeds (V15)",4,"V15","Setario verticillatae-Echinochloetum crus-galli","R-P24636",40,"",NA,15,"2012",-6.593750648,42.34608353,"1 - UTM1x1 + Elevation",860
324637,"Weeds (V15)",9,"V37","Setario verticillatae-Echinochloetum crus-galli","R-P24637",80,"",NA,15,"2012",-6.540030457,42.3405532,"1 - UTM1x1 + Elevation",1074
324638,"Weeds (V15)",9,"V37","Setario verticillatae-Echinochloetum crus-galli","R-P24638",60,"",NA,20,"2012",-6.7084962,42.39825169,"1 - UTM1x1 + Elevation",800
324639,"Weeds (V15)",4,"V15","Setario verticillatae-Echinochloetum crus-galli","R-P24639",85,"SE",5,10,"2012",-6.658216169,42.3692545,"1 - UTM1x1 + Elevation",922
324640,"Weeds (V15)",9,"V37","Setario verticillatae-Echinochloetum crus-galli","R-P24640",40,"",NA,20,"2012",-6.712300785,42.42153955,"1 - UTM1x1 + Elevation",470
324641,"Weeds (V15)",9,"V","Setario verticillatae-Echinochloetum crus-galli","R-P24641",95,"",NA,30,"2012",-6.815491472,42.4397566,"1 - UTM1x1 + Elevation",376
324642,"Weeds (V15)",9,"V37","Setario verticillatae-Echinochloetum crus-galli","R-P24642",90,"",NA,15,"2012",-6.660640244,42.36917703,"1 - UTM1x1 + Elevation",945
324643,"Weeds (V15)",9,"V37","Setario verticillatae-Echinochloetum crus-galli","R-P24643",80,"",NA,10,"2012",-6.665383717,42.3672244,"1 - UTM1x1 + Elevation",948
324644,"Weeds (V15)",9,"V","Setario verticillatae-Echinochloetum crus-galli","R-P24644",80,"",NA,20,"2012",-6.744265633,42.42590455,"2 - UTM1x1 + Centroid",422
324645,"Weeds (V15)",4,"V15","Setario verticillatae-Echinochloetum crus-galli","R-P24645",80,"",NA,25,"2012",-6.669323606,42.26804957,"1 - UTM1x1 + Elevation",1054
324647,"Mesic ruderals (V39)",9,"V37","Sisymbrio officinalis-Hordeetum murini","R-P24647",90,"SW",5,6,"2012",-6.553245783,42.27351033,"1 - UTM1x1 + Elevation",891
324648,"Mesic ruderals (V39)",9,"V37","Sisymbrio officinalis-Hordeetum murini","R-P24648",80,"",NA,40,"2012",-6.455859282,42.31070755,"1 - UTM1x1 + Elevation",1250
324649,"Mesic ruderals (V39)",9,"V37","Sisymbrio officinalis-Hordeetum murini","R-P24649",100,"N",3,5,"2012",-6.733813531,42.41543733,"1 - UTM1x1 + Elevation",693
324650,"Mesic ruderals (V39)",5,"V32","Sisymbrio officinalis-Hordeetum murini","R-P24650",100,"",NA,4,"2012",-6.505303681,42.32721412,"1 - UTM1x1 + Elevation",991
324651,"Mesic ruderals (V39)",9,"V37","Sisymbrio officinalis-Hordeetum murini","R-P24651",90,"",NA,10,"2012",-6.828515861,42.41411,"1 - UTM1x1 + Elevation",351
324653,"Mesic ruderals (V39)",5,"V32","Sisymbrio officinalis-Hordeetum murini","R-P24653",100,"SE",5,4,"2012",-6.700382632,42.42552714,"1 - UTM1x1 + Elevation",501
324654,"Mesic ruderals (V39)",5,"V32","Sisymbrio officinalis-Hordeetum murini","R-P24654",100,"W",5,6,"2012",-6.801401816,42.40781028,"1 - UTM1x1 + Elevation",574
324655,"Mesic ruderals (V39)",11,"V39","Geranio robertiani-Caryolophetum sempervirentis","R-P24655",100,"SW",NA,25,"2012",-6.649650471,42.26327545,"1 - UTM1x1 + Elevation",1020
324656,"Mesic ruderals (V39)",11,"V39","Geranio robertiani-Caryolophetum sempervirentis","R-P24656",100,"N",NA,5,"2012",-6.673297363,42.33635588,"1 - UTM1x1 + Elevation",902
324657,"Mesic ruderals (V39)",11,"V39","Geranio robertiani-Caryolophetum sempervirentis","R-P24657",100,"N",15,10,"2012",-6.677199256,42.32002271,"1 - UTM1x1 + Elevation",1050
324659,"Mesic ruderals (V39)",11,"V39","Geranio robertiani-Caryolophetum sempervirentis","R-P24659",90,"W",3,10,"2012",-6.794126269,42.40805166,"2 - UTM1x1 + Centroid",730
324663,"Mesic ruderals (V39)",11,"V39","Geranio robertiani-Caryolophetum sempervirentis","R-P24663",100,"",NA,8,"2012",-6.727176107,42.42645875,"1 - UTM1x1 + Elevation",435
324664,"Mesic ruderals (V39)",11,"V39","Geranio robertiani-Caryolophetum sempervirentis","R-P24664",100,"",NA,3,"2012",-6.628567767,42.40261375,"1 - UTM1x1 + Elevation",906
324665,"Mesic ruderals (V39)",11,"V39","Geranio robertiani-Caryolophetum sempervirentis","R-P24665",100,"",NA,3,"2012",-6.727896352,42.39762161,"1 - UTM1x1 + Elevation",951
324666,"Mesic ruderals (V39)",11,"V39","Geranio robertiani-Caryolophetum sempervirentis","R-P24666",100,"",5,7,"2012",-6.7084962,42.39825169,"1 - UTM1x1 + Elevation",797
324667,"Mesic ruderals (V39)",11,"V39","Geranio robertiani-Caryolophetum sempervirentis","R-P24667",100,"",5,10,"2012",-6.669707884,42.35808151,"1 - UTM1x1 + Elevation",845
324668,"Mesic ruderals (V39)",11,"V39","Geranio robertiani-Caryolophetum sempervirentis","R-P24668",100,"",NA,5,"2012",-6.516097979,42.34669323,"1 - UTM1x1 + Elevation",1200
324669,"Mesic ruderals (V39)",11,"V39","Geranio robertiani-Caryolophetum sempervirentis","R-P24669",100,"",15,10,"2012",-6.703963652,42.40380101,"1 - UTM1x1 + Elevation",791
324670,"Mesic ruderals (V39)",11,"V39","Chelidonio maji-Smyrnietum olusatri","R-P24670",100,"",NA,10,"2012",-6.658718358,42.41966287,"1 - UTM1x1 + Elevation",610
324671,"Mesic ruderals (V39)",11,"V39","Galio aparines-Conietum maculati","R-P24671",100,"",3,3,"2012",-6.54860636,42.27725598,"1 - UTM1x1 + Elevation",889
324672,"Mesic ruderals (V39)",11,"V39","Galio aparines-Conietum maculati","R-P24672",100,"W",NA,20,"2012",-6.628567767,42.40261375,"1 - UTM1x1 + Elevation",890
324673,"Mesic ruderals (V39)",11,"V39","Galio aparines-Conietum maculati","R-P24673",100,"",5,15,"2012",-6.806796313,42.41663522,"1 - UTM1x1 + Elevation",375
324674,"Mesic ruderals (V39)",11,"V39","Galio aparines-Conietum maculati","R-P24674",100,"N",10,5,"2012",-6.736346023,42.41715555,"1 - UTM1x1 + Elevation",674
324675,"Mesic ruderals (V39)",11,"V39","Galio aparines-Conietum maculati","R-P24675",100,"W",3,6,"2012",-6.704069534,42.40559845,"1 - UTM1x1 + Elevation",700
324676,"Mesic ruderals (V39)",10,"V38","Galio aparines-Conietum maculati","R-P24676",90,"",NA,8,"2012",-6.814727332,42.42717622,"1 - UTM1x1 + Elevation",366
324684,"Mesic ruderals (V39)",9,"V37","Galio aparinellae-Anthriscetum caucalidis","R-P24684",80,"",NA,5,"2012",-6.50622748,42.30017212,"1 - UTM1x1 + Elevation",821
324685,"Mesic ruderals (V39)",9,"V37","Galio aparinellae-Anthriscetum caucalidis","R-P24685",90,"",NA,2,"2012",-6.713983213,42.40887898,"1 - UTM1x1 + Elevation",778
324686,"Mesic ruderals (V39)",9,"V37","Galio aparinellae-Anthriscetum caucalidis","R-P24686",100,"",NA,5,"2012",-6.501583283,42.30391603,"1 - UTM1x1 + Elevation",815
324687,"Mesic ruderals (V39)",9,"V37","Galio aparinellae-Anthriscetum caucalidis","R-P24687",70,"",NA,4,"2012",-6.501583283,42.30391603,"1 - UTM1x1 + Elevation",819
324688,"Mesic ruderals (V39)",11,"V39","Galio aparinellae-Anthriscetum caucalidis","R-P24688",80,"",NA,3,"2012",-6.510149403,42.32706571,"1 - UTM1x1 + Elevation",991
324689,"Mesic ruderals (V39)",11,"V39","Galio aparinellae-Anthriscetum caucalidis","R-P24689",100,"E",3,1,"2012",-6.774241929,42.44112419,"1 - UTM1x1 + Elevation",655
324690,"Mesic ruderals (V39)",11,"V39","Galio aparinellae-Anthriscetum caucalidis","R-P24690",70,"NW",10,3,"2012",-6.730214726,42.39574523,"1 - UTM1x1 + Elevation",949
324691,"Mesic ruderals (V39)",11,"V39","Galio aparinellae-Anthriscetum caucalidis","R-P24691",100,"",NA,8,"2012",-6.50622748,42.30017212,"1 - UTM1x1 + Elevation",825
324692,"Mesic ruderals (V39)",11,"V39","Galio aparinellae-Anthriscetum caucalidis","R-P24692",100,"",NA,1,"2012",-6.656292335,42.41974038,"1 - UTM1x1 + Elevation",589
324789,"Weeds (V15)",5,"V32","Galio parisiensis-Logfietum minimae","R-P24789",15,"SW",NA,NA,"2012",-6.796877113,42.41336298,"1 - UTM1x1 + Elevation",406
324791,"Weeds (V15)",4,"V15","Vulpio bromoidis-Trifolietum glomerati","R-P24791",95,"SW",5,1,"2012",-6.743339167,42.45294407,"2 - UTM1x1 + Centroid",975
324801,"Weeds (V15)",5,"V32","Vulpio bromoidis-Trifolietum glomerati","R-P24801",30,"S",3,8,"2012",-6.770736338,42.42323129,"1 - UTM1x1 + Elevation",463
324846,"Weeds (V15)",4,"V15","Trifolio subterranei-Poetum bulbosae","R-P24846",85,"NW",35,35,"2012",-6.594191586,42.26863097,"1 - UTM1x1 + Elevation",930
324852,"Weeds (V15)",4,"V15","Trifolio subterranei-Poetum bulbosae","R-P24852",95,"N",10,50,"2012",-6.50602776,42.29657639,"1 - UTM1x1 + Elevation",850
324855,"Weeds (V15)",4,"V15","Trifolio subterranei-Poetum bulbosae","R-P24855",90,"NW",NA,30,"2012",-6.807311836,42.46524065,"1 - UTM1x1 + Elevation",412
324859,"Weeds (V15)",9,"V37","Trifolio subterranei-Poetum bulbosae","R-P24859",100,"NW",3,50,"2012",-6.805320513,42.4725102,"1 - UTM1x1 + Elevation",508
324860,"Weeds (V15)",4,"V15","Trifolio subterranei-Poetum bulbosae","R-P24860",90,"W",15,50,"2012",-6.821438029,42.45756654,"1 - UTM1x1 + Elevation",540
327073,"Mesic ruderals (V39)",6,"V33","Coleostepho myconis-Galactitetum tomentosae","R-P27073",100,"",NA,10,"1985",-5.814756567,43.6140776,"4 - UTM10x10 + Centroid",48
327074,"Mesic ruderals (V39)",6,"V","Coleostepho myconis-Galactitetum tomentosae","R-P27074",100,"",NA,5,"1985",-6.949739134,43.54130303,"4 - UTM10x10 + Centroid",47
327075,"Mesic ruderals (V39)",5,"V32","Coleostepho myconis-Galactitetum tomentosae","R-P27075",100,"",0,8,"1985",-8.645063554,42.42890235,"3 - UTM10x10 + Elevation",5
327076,"Mesic ruderals (V39)",5,"V32","Coleostepho myconis-Galactitetum tomentosae","R-P27076",100,"",0,8,"1985",-8.68617551,42.39985767,"3 - UTM10x10 + Elevation",5
327078,"Mesic ruderals (V39)",5,"V32","Coleostepho myconis-Galactitetum tomentosae","R-P27078",100,"SW",30,30,"1985",-8.543430035,42.81737201,"3 - UTM10x10 + Elevation",220
327079,"Mesic ruderals (V39)",5,"V32","Coleostepho myconis-Galactitetum tomentosae","R-P27079",100,"W",NA,8,"1985",-7.616743442,43.66705507,"3 - UTM10x10 + Elevation",40
327080,"Mesic ruderals (V39)",6,"V33","Coleostepho myconis-Galactitetum tomentosae","R-P27080",100,"NW",NA,20,"1985",-8.084451059,43.65436324,"3 - UTM10x10 + Elevation",5
327081,"Weeds (V15)",5,"V32","Coleostepho myconis-Galactitetum tomentosae","R-P27081",90,"S",30,12,"1985",-8.788432989,42.25734148,"4 - UTM10x10 + Centroid",35
327082,"Weeds (V15)",5,"V32","Coleostepho myconis-Galactitetum tomentosae","R-P27082",95,"",NA,20,"1985",-8.927698183,42.76504137,"4 - UTM10x10 + Centroid",100
327084,"Weeds (V15)",5,"V32","Coleostepho myconis-Galactitetum tomentosae","R-P27084",90,"",NA,4,"1985",-8.939600765,42.85817381,"4 - UTM10x10 + Centroid",281
327085,"Weeds (V15)",6,"V33","Coleostepho myconis-Galactitetum tomentosae","R-P27085",100,"SE",NA,25,"1985",-8.939600765,42.85817381,"4 - UTM10x10 + Centroid",281
327086,"Weeds (V15)",5,"V32","Coleostepho myconis-Galactitetum tomentosae","R-P27086",100,"SE",NA,30,"1985",-9.076223063,42.78970726,"4 - UTM10x10 + Centroid",103.5
327088,"Weeds (V15)",6,"V33","Coleostepho myconis-Galactitetum tomentosae","R-P27088",100,"",NA,15,"1985",-9.024891352,42.66334622,"3 - UTM10x10 + Elevation",50
327089,"Mesic ruderals (V39)",5,"V32","Coleostepho myconis-Galactitetum tomentosae","R-P27089",95,"NE",NA,5,"1985",-8.655536799,42.30235536,"3 - UTM10x10 + Elevation",40
327090,"Weeds (V15)",5,"V32","Coleostepho myconis-Galactitetum tomentosae","R-P27090",100,"NW",NA,20,"1985",-8.730383271,42.29862745,"3 - UTM10x10 + Elevation",80
327091,"Mesic ruderals (V39)",5,"V32","Coleostepho myconis-Galactitetum tomentosae","R-P27091",NA,"",NA,10,"1985",-7.868039742,42.34399505,"3 - UTM10x10 + Elevation",110
327092,"Weeds (V15)",5,"V32","Coleostepho myconis-Galactitetum tomentosae","R-P27092",100,"SW",45,10,"1985",-8.218287074,43.28101945,"3 - UTM10x10 + Elevation",40
327093,"Mesic ruderals (V39)",5,"V32","Coleostepho myconis-Galactitetum tomentosae","R-P27093",100,"",NA,12,"1985",-8.02739789,43.62448443,"3 - UTM10x10 + Elevation",170
327094,"Weeds (V15)",5,"V32","Coleostepho myconis-Galactitetum tomentosae","R-P27094",80,"E",NA,30,"1985",-8.449176467,42.85624262,"4 - UTM10x10 + Centroid",291
327095,"Mesic ruderals (V39)",6,"V33","Coleostepho myconis-Galactitetum tomentosae","R-P27095",NA,"",NA,25,"1985",-7.847236582,42.31138127,"4 - UTM10x10 + Centroid",305
327096,"Mesic ruderals (V39)",6,"V33","Coleostepho myconis-Galactitetum tomentosae","R-P27096",100,"",NA,10,"1985",-7.492084004,41.94706717,"4 - UTM10x10 + Centroid",515
327097,"Weeds (V15)",5,"V32","Coleostepho myconis-Galactitetum tomentosae","R-P27097",100,"",NA,20,"1985",-8.572186673,42.76671167,"4 - UTM10x10 + Centroid",147
327098,"Weeds (V15)",5,"V32","Coleostepho myconis-Galactitetum tomentosae","R-P27098",100,"NE",NA,80,"1985",-8.619651879,42.28071968,"3 - UTM10x10 + Elevation",40
327100,"Weeds (V15)",6,"V33","Coleostepho myconis-Galactitetum tomentosae","R-P27100",100,"S",NA,10,"1985",-8.021703226,42.32294709,"3 - UTM10x10 + Elevation",120
327101,"Mesic ruderals (V39)",5,"V32","Coleostepho myconis-Galactitetum tomentosae","R-P27101",100,"S",NA,8,"1985",-7.999375323,42.34733288,"3 - UTM10x10 + Elevation",120
327103,"Mesic ruderals (V39)",6,"V","Coleostepho myconis-Galactitetum tomentosae","R-P27103",100,"",NA,10,"1985",-5.814756567,43.6140776,"4 - UTM10x10 + Centroid",48
327105,"Mesic ruderals (V39)",5,"V32","Coleostepho myconis-Galactitetum tomentosae","R-P27105",100,"",NA,3,"1985",-6.708298223,43.53800992,"4 - UTM10x10 + Centroid",71
327106,"Mesic ruderals (V39)",6,"V33","Coleostepho myconis-Galactitetum tomentosae","R-P27106",100,"",NA,20,"1985",-5.982601798,43.44749749,"4 - UTM10x10 + Centroid",325
327107,"Mesic ruderals (V39)",5,"V32","Coleostepho myconis-Galactitetum tomentosae","R-P27107",100,"",NA,8,"1985",-5.814756567,43.6140776,"4 - UTM10x10 + Centroid",48
328933,"Weeds (V15)",5,"V32","Associació-Desconeguda","R-P28933",100,"",NA,40,"1982",-8.56035296,42.76073549,"3 - UTM10x10 + Elevation",30
328934,"Weeds (V15)",5,"V32","Associació-Desconeguda","R-P28934",100,"",NA,20,"1982",-8.588413838,42.74676233,"3 - UTM10x10 + Elevation",30
328987,"Trampled (V35)",8,"V35","Matricario-Polygonetum arenastrii","R-P28987",NA,"",NA,1,"2014",-3.595207484,43.11232738,"2 - UTM1x1 + Centroid",820
328988,"Trampled (V35)",8,"V35","Matricario-Polygonetum arenastrii","R-P28988",NA,"",NA,2,"2014",-3.553095549,43.07651904,"1 - UTM1x1 + Elevation",770
328989,"Trampled (V35)",8,"V35","Matricario-Polygonetum arenastrii","R-P28989",NA,"",NA,1,"2014",-3.641215612,43.04544235,"1 - UTM1x1 + Elevation",730
328990,"Trampled (V35)",8,"V35","Matricario-Polygonetum arenastrii","R-P28990",NA,"",NA,1,"2014",-3.624155646,43.05814363,"1 - UTM1x1 + Elevation",700
328991,"Trampled (V35)",8,"V35","Matricario-Polygonetum arenastrii","R-P28991",NA,"",NA,1,"2014",-3.680561396,43.05061812,"1 - UTM1x1 + Elevation",750
328992,"Trampled (V35)",8,"V35","Matricario-Polygonetum arenastrii","R-P28992",NA,"",NA,2,"2014",-3.560449147,43.07468227,"1 - UTM1x1 + Elevation",780
328993,"Mesic ruderals (V39)",9,"V37","Sisymbrio officinalis-Hordeetum murini","R-P28993",NA,"",NA,2,"2014",-3.660936039,43.05253414,"1 - UTM1x1 + Elevation",730
328994,"Trampled (V35)",9,"V37","Sisymbrio officinalis-Hordeetum murini","R-P28994",NA,"",NA,10,"2014",-3.558188735,43.09630514,"1 - UTM1x1 + Elevation",830
328995,"Mesic ruderals (V39)",10,"V38","Chenopodio boni-henrici-Senecionetum nebrodensis","R-P28995",NA,"",NA,4,"2014",-3.681499287,43.1352586,"1 - UTM1x1 + Elevation",1420
328996,"Mesic ruderals (V39)",11,"V39","Carduo nutantis-Cirsietum richterani","R-P28996",NA,"",NA,40,"2014",-3.595207484,43.11232738,"2 - UTM1x1 + Centroid",820
328997,"Xeric ruderals (V38)",10,"V38","Carduo nutantis-Cirsietum richterani","R-P28997",NA,"",NA,10,"2014",-3.698486559,43.11534549,"1 - UTM1x1 + Elevation",1130
328998,"Xeric ruderals (V38)",10,"V38","Carduo nutantis-Cirsietum richterani","R-P28998",NA,"",NA,20,"2014",-3.645031218,43.17509115,"2 - UTM1x1 + Centroid",1200
328999,"Xeric ruderals (V38)",10,"V38","Carduo nutantis-Cirsietum richterani","R-P28999",NA,"",NA,20,"2014",-3.506374025,43.07133235,"1 - UTM1x1 + Elevation",765
329000,"Xeric ruderals (V38)",10,"V38","Carduo nutantis-Cirsietum richterani","R-P29000",NA,"",NA,15,"2014",-3.553176554,43.08552358,"1 - UTM1x1 + Elevation",780
329001,"Mesic ruderals (V39)",11,"V","Galio aparines-Anthriscetum sylvestris","R-P29001",NA,"",NA,100,"2014",-3.553063157,43.07291722,"1 - UTM1x1 + Elevation",770
329002,"Mesic ruderals (V39)",11,"V39","Galio aparines-Anthriscetum sylvestris","R-P29002",NA,"",NA,60,"2014",-3.570626544,43.11245261,"2 - UTM1x1 + Centroid",760
329004,"Mesic ruderals (V39)",11,"V39","Galio aparines-Conietum maculati","R-P29004",NA,"",NA,80,"2014",-3.4600105,43.11295076,"2 - UTM1x1 + Centroid",750
333439,"Mesic ruderals (V39)",5,"V32","Associació-Desconeguda","R-P33439",100,"",NA,NA,"2003",-2.527514949,42.57798446,"3 - UTM10x10 + Elevation",540
411127,"Trampled (V35)",9,"V37","Urtico urentis-Malvetum neglectae","S-P11127",80,"",NA,2,"1989",-4.428310812,42.99690267,"2 - UTM1x1 + Centroid",1220
411128,"Mesic ruderals (V39)",9,"V37","Sisymbrio officinalis-Hordeetum murini","S-P11128",100,"",NA,15,"1989",-4.414395552,42.92503589,"1 - UTM1x1 + Elevation",1220
411133,"Xeric ruderals (V38)",10,"V38","Senecioni duriaei-Chenopodietum boni-henrici","S-P11133",50,"SE",5,12,"1989",-4.341871144,42.97093409,"2 - UTM1x1 + Centroid",1710
411134,"Mesic ruderals (V39)",11,"V","Senecioni duriaei-Chenopodietum boni-henrici","S-P11134",50,"SE",5,8,"1989",-4.341871144,42.97093409,"2 - UTM1x1 + Centroid",1710
411137,"Mesic ruderals (V39)",11,"V39","Galio aparines-Conietum maculati","S-P11137",100,"",NA,20,"1989",-4.48897882,42.96911467,"2 - UTM1x1 + Centroid",1070
411138,"Mesic ruderals (V39)",11,"V39","Galio aparines-Conietum maculati","S-P11138",100,"",NA,12,"1989",-4.48897882,42.96911467,"2 - UTM1x1 + Centroid",1070
411139,"Mesic ruderals (V39)",10,"V","Galio aparines-Conietum maculati","S-P11139",100,"",NA,20,"1989",-4.490065996,43.01412495,"2 - UTM1x1 + Centroid",1130
411140,"Mesic ruderals (V39)",11,"V39","Galio aparines-Conietum maculati","S-P11140",90,"SE",5,20,"1989",-4.475859575,42.93326482,"2 - UTM1x1 + Centroid",1120
411141,"Mesic ruderals (V39)",11,"V39","Geranio robertiani-Cariolophetum sempervirentis","S-P11141",100,"",NA,20,"1989",-4.451145285,42.92457585,"2 - UTM1x1 + Centroid",1070
