"Analysis.Names","heightmean","heightmax","floweringmin","floweringmax","floweringmean","floweringwidth","alien","bryophyte","chamaephyte","geophyte","hemicryptophyte","hydrophyte","therophyte","phanerophyte","repetido","EIVE1.M","EIVE1.N","EIVE1.R","EIVE1.L","EIVE1.T","Disturbance.Severity","Disturbance.Severity.herblayer","Disturbance.Frequency","Disturbance.Frequency.herblayer","Mowing.Frequency","Grazing.Pressure","Soil.Disturbance"
"Lotus tenuis",80,80,5,8,6.5,4,0,0,0,0,1,0,0,0,1,5.4,4.4,7.7,7.8,5,0.50833,0.50369,1.81079,1.96697,0.5789,0.41685,0.20343
"Lupinus angustifolius",100,100,3,8,5.5,6,0,0,0,0,0,0,1,0,0,2.4,3.7,3.7,8.1,6.5,0.67422,0.55573,0.83452,1.75658,0.30467,0.2544,0.3748
"Lupinus hispanicus",70,70,4,8,6,5,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lupinus luteus",100,100,3,8,5.5,6,0,0,0,0,0,0,1,0,0,3.8,5.5,5.1,7.7,6.4,0.85333,0.84038,1.66171,2.24928,0.15835,0.08824,0.83953
"Luzula campestris",8,20,3,7,5,5,0,0,0,0,1,0,0,0,0,4,2.6,3.6,7.2,4.1,NA,NA,NA,NA,NA,NA,NA
"Luzula lactea",30,90,6,8,7,3,0,0,0,0,1,0,0,0,0,3.6,1.2,3.2,7.8,4.2,0.40803,0.19496,0.48375,1.32968,0.00906,0.25786,0.09559
"Luzula multiflora",15,40,4,7,5.5,4,0,0,0,0,1,0,0,0,0,4.6,3.1,3.9,6.8,3.5,NA,NA,NA,NA,NA,NA,NA
"Luzula pediformis",20,50,6,7,6.5,2,0,0,0,0,1,0,0,0,0,3.4,2.6,4.4,6.2,2.4,0.34656,0.33023,1.35521,1.70624,0.10025,0.28037,0.10675
"Luzula sylvatica",40,85,6,8,7,3,0,0,0,0,1,0,0,0,0,4.7,3.9,3,3.5,3.4,0.63684,0.1413,0.08163,1.13186,0.01611,0.19769,0.09836
"Lycopersicon esculentum",200,200,6,11,8.5,6,1,0,0,0,0,0,1,0,0,4.7,8.6,6.4,7.6,5.7,NA,NA,NA,NA,NA,NA,NA
"Lycopsis arvensis",20,70,5,8,6.5,4,0,0,0,0,0,0,1,0,0,3.6,5.5,4.8,7.4,4.7,0.8513,0.84649,1.92947,2.04354,0.35255,0.12415,0.81886
"Lycopus europaeus",21,92,7,10,8.5,4,0,0,0,0,1,0,0,0,0,7.3,6.6,6.4,6.3,4.7,0.46099,0.33882,0.69282,1.50857,0.25575,0.16472,0.13531
"Lysimachia vulgaris",40,130,6,8,7,3,0,0,0,0,1,0,0,0,0,6.6,5.5,5.9,6.1,4.1,0.48044,0.33607,0.64166,1.48712,0.32957,0.16511,0.13021
"Lythrum hyssopifolia",25,40,5,7,6,3,0,0,0,0,0,0,1,0,0,6.1,4.2,4.7,8,5.4,0.64215,0.63635,1.64854,1.88715,0.14744,0.22023,0.34311
"Lythrum junceum",20,50,5,7,6,3,0,0,1,0,0,0,0,0,0,6,5,5.9,7.4,6.2,0.48522,0.42371,1.01261,1.7623,0.37734,0.29163,0.15274
"Lythrum portula",10,17,6,8,7,3,0,0,0,0,0,0,1,0,0,6.5,3.2,3.7,7.7,4.7,0.58591,0.58459,1.76659,1.81806,0.0601,0.16487,0.29018
"Lythrum salicaria",65,85,6,8,7,3,0,0,0,0,1,0,0,0,0,6.7,5.1,6,6.7,4.1,0.43544,0.36952,0.95508,1.59304,0.43821,0.17314,0.13717
"Malcolmia littorea",10,40,2,12,7,11,0,0,1,0,1,0,0,0,0,3.1,4.1,5.7,9.5,7.2,0.37342,0.36585,1.73764,2.06134,0.01117,0.15256,0.57215
"Malva moschata",100,100,6,9,7.5,4,0,0,0,0,1,0,0,0,0,3.4,4.8,6.8,7.8,4.6,0.51596,0.49984,1.57191,2.02272,1.03079,0.1663,0.36315
"Malva neglecta",60,60,3,11,7,9,0,0,0,0,0,0,1,0,0,3.9,8.8,6.5,7.7,4.6,0.82439,0.81677,1.76197,2.04931,0.96213,0.14644,0.67889
"Malva nicaeensis",100,100,1,8,4.5,8,0,0,0,0,1,0,0,0,0,3.3,8,6.8,7.3,6.7,0.87857,0.87857,2.14709,2.14709,1.27796,0.19431,0.50794
"Malva parviflora",10,75,3,8,5.5,6,0,0,0,0,0,0,1,0,0,3.3,8.2,6.8,7.7,6.2,0.84526,0.83485,1.7109,2.13956,0.69953,0.22061,0.50815
"Malva sylvestris",150,150,1,10,5.5,10,0,0,0,0,1,0,0,0,0,3.5,7.8,6.7,7.8,4.8,0.8111,0.79007,1.4109,1.89172,0.89447,0.17462,0.49967
"Malva tournefortiana aggr.",30,60,4,8,6,5,0,0,0,0,1,0,0,0,0,3.6,5,6.3,7.8,4.2,0.54815,0.36071,0.50355,1.67858,0.35836,0.164,0.26538
"Mantisalca salmantica",150,150,2,8,5,7,0,0,0,0,1,0,0,0,0,2.7,2.9,6.9,8.6,6.6,0.72143,0.68929,1.27994,1.73437,0.59974,0.24268,0.25233
"Marrubium vulgare",18,85,2,11,6.5,10,0,0,1,0,0,0,0,0,0,3.2,8.2,7.7,8.7,5.6,0.75537,0.71096,1.17118,1.7579,0.5341,0.21023,0.38319
"Matricaria chamomilla",15,45,3,6,4.5,4,0,0,0,0,0,0,1,0,0,4.2,5.9,6.3,7.3,4.6,0.743,0.73692,1.76967,2.06075,0.64071,0.22026,0.62402
"Matricaria discoidea",7,20,5,8,6.5,4,0,0,0,0,0,0,1,0,0,4.4,8.2,6.8,7.8,4.1,0.75642,0.75467,2.08644,2.23861,0.83282,0.22413,0.56443
"Matricaria suaveolens",7,20,5,8,6.5,4,1,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Medicago arabica",20,75,4,7,5.5,4,0,0,0,0,0,0,1,0,0,3.3,5.7,7.3,7.9,5.8,0.70211,0.65494,1.1544,2.03282,0.76415,0.23643,0.41271
"Medicago littoralis",10,80,2,11,6.5,10,0,0,0,0,0,0,1,0,0,1.9,5.2,6.4,9.3,7.2,0.55769,0.50766,1.30114,1.5972,0.11937,0.22432,0.42955
"Medicago lupulina",10,50,3,10,6.5,8,0,0,0,0,1,0,0,0,0,3.6,4.3,7.5,7,4.5,0.58728,0.56055,1.34601,1.94534,0.82357,0.23743,0.34603
"Medicago marina",10,50,2,7,4.5,6,0,0,1,0,1,0,0,0,0,3.1,5,6.5,9.4,6.6,0.41198,0.40384,1.80549,2.0264,0.00985,0.12915,0.68209
"Medicago minima",5,40,3,7,5,5,0,0,0,0,0,0,1,0,0,2.4,2.4,7.7,8.7,5.5,0.60999,0.5758,1.3135,1.96756,0.39686,0.33143,0.31818
"Medicago orbicularis",30,60,3,6,4.5,4,0,0,0,0,0,0,1,0,0,2.2,4,7.4,7.7,6.5,0.80846,0.73698,1.14246,1.998,0.57055,0.26073,0.4175
"Medicago polyceratia",40,40,4,6,5,3,0,0,0,0,0,0,1,0,0,2.8,4.6,7,7.9,6.3,0.825,0.825,2.08355,2.07058,0.42655,0.255,0.54881
"Medicago polymorpha",10,90,4,7,5.5,4,0,0,0,0,0,0,1,0,0,2.6,5.4,6.5,8.6,6.2,NA,NA,NA,NA,NA,NA,NA
"Medicago sativa",30,90,1,12,6.5,12,1,0,0,0,1,0,0,0,0,3.5,5.5,7.4,8.1,4.8,NA,NA,NA,NA,NA,NA,NA
"Medicago scutellata",25,50,4,6,5,3,0,0,0,0,0,0,1,0,0,3.6,5.4,6.6,8.4,6.7,0.85946,0.83784,1.55918,2.16853,0.63522,0.17027,0.57568
"Melica ciliata",15,90,4,8,6,5,0,0,0,0,1,0,0,0,0,2.2,2.4,7.4,8.3,5.5,NA,NA,NA,NA,NA,NA,NA
"Melica uniflora",15,60,5,7,6,3,0,0,0,0,1,0,0,0,0,4.4,5.2,6.2,3,4.3,0.69501,0.1202,0.02403,1.30342,0.00744,0.19651,0.10202
"Melilotus albus",30,200,1,9,5,9,0,0,0,0,0,0,1,0,0,3.4,4,6.8,8.8,4.6,0.68764,0.66289,1.33614,1.6797,0.65754,0.17369,0.31437
"Melilotus indicus",10,70,2,7,4.5,6,0,0,0,0,0,0,1,0,0,3.8,6.7,6.8,8.7,5.7,0.72067,0.68667,1.3559,1.85012,0.54409,0.24069,0.37891
"Melilotus officinalis",30,100,5,11,8,7,0,0,0,0,1,0,0,0,0,3.3,4.8,7.3,8.1,4.5,0.67437,0.65088,1.38677,1.73606,0.76711,0.19721,0.32226
"Melilotus sulcatus",6,60,2,6,4,5,0,0,0,0,0,0,1,0,0,3.1,5.8,6.4,8.2,7.1,0.79666,0.77637,1.68021,2.1132,0.6599,0.22982,0.43667
"Melissa officinalis",45,83,5,10,7.5,6,0,0,0,0,1,0,0,0,0,4.1,5.5,7.5,6,5.7,0.68042,0.36373,0.28416,1.47934,0.12032,0.19931,0.13913
"Melittis melissophyllum",16,90,4,8,6,5,0,0,0,0,1,0,0,0,0,3.4,3.4,7,5.1,5.4,0.68498,0.12305,0.03342,1.3098,0.01949,0.2021,0.09975
"Mentha aquatica",19,150,5,10,7.5,6,0,0,0,0,1,0,0,0,0,7.3,5.3,6.5,6.5,4.4,0.39504,0.33995,1.01551,1.68217,0.35812,0.19312,0.12778
"Mentha longifolia",25,117,5,10,7.5,6,0,0,0,0,1,0,0,0,0,6.3,7.3,7.7,6.8,4.1,0.53309,0.48771,1.02559,1.42746,0.54843,0.22399,0.16352
"Mentha pulegium",12,78,5,11,8,7,0,0,0,0,1,0,0,0,0,6,6.3,6.8,7.9,5.4,0.51452,0.49925,1.50989,2.01065,0.41479,0.38576,0.19565
"Mentha suaveolens",38,87,3,12,7.5,10,0,0,0,0,1,0,0,0,0,6.1,6.2,5.7,7.8,5.5,0.53358,0.47602,1.01054,1.72118,0.49843,0.29864,0.2082
"Mentha x piperita",NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,5.5,6.7,7.1,7.2,5.2,NA,NA,NA,NA,NA,NA,NA
"Mentha x rotundifolia",NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,6.2,7.1,7.4,7.4,5.5,0.51233,0.45072,1.13655,1.53964,0.39178,0.28286,0.17857
"Mercurialis annua",30,70,3,9,6,7,0,0,0,0,0,0,1,0,0,3.7,8.1,7.1,7.3,5.5,0.81782,0.78043,1.27269,1.85713,0.65149,0.18293,0.6358
"Mercurialis perennis",20,50,2,8,5,7,0,0,0,1,1,0,0,0,0,4.9,7,7.6,1.8,4.2,0.68723,0.1459,0.05069,1.29468,0.01354,0.1851,0.10233
"Mercurialis tomentosa",30,70,1,10,5.5,10,0,0,1,0,0,0,0,0,0,3.3,8.7,8.4,5.7,7.2,0.68889,0.52821,1.30646,1.70735,0.30115,0.31111,0.22308
"Mibora minima",2,18,3,5,4,3,0,0,0,0,0,0,1,0,0,2.5,2.4,3.9,8.7,6.4,0.43308,0.42895,2.00372,2.1799,0.34786,0.29046,0.45891
"Micromeria juliana",12,40,6,8,7,3,1,0,1,0,0,0,0,0,0,3.2,2.8,8.9,8.8,7.1,0.66011,0.31786,0.34521,1.44242,0.08863,0.32038,0.1673
"Micropyrum patens",104,104,5,6,5.5,2,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Micropyrum tenellum",70,70,4,6,5,3,0,0,0,0,0,0,1,0,0,1.9,1.7,3.5,8.7,6.2,0.40599,0.3187,0.88601,1.64478,0.32458,0.30427,0.25017
"Microrrhinum minus",6,35,5,7,6,3,0,0,0,0,0,0,1,0,0,3.7,5.3,7.5,8.2,4.3,0.75165,0.74236,1.55453,1.76729,0.46344,0.14586,0.62055
"Milium vernale",24,57,4,7,5.5,4,0,0,0,0,0,0,1,0,0,3.9,4.8,6.8,6.5,5.1,0.62727,0.47451,0.58785,1.63358,0.2005,0.23429,0.32381
"Minuartia hybrida aggr.",3,22,2,6,4,5,0,0,0,0,0,0,1,0,0,2.4,3.2,7.4,8.6,5.6,NA,NA,NA,NA,NA,NA,NA
"Misopates orontium",60,70,2,12,7,11,0,0,0,0,0,0,1,0,0,4.2,5.5,5.3,7.5,5.8,0.77084,0.68413,1.11028,1.82471,0.44354,0.2471,0.50788
"Moehringia trinervia",15,30,4,7,5.5,4,0,0,0,0,0,0,1,0,0,4.6,6.6,5.7,3.2,3.9,0.68604,0.17838,0.08272,1.32714,0.02309,0.19306,0.1228
"Moenchia erecta",3,20,2,6,4,5,0,0,0,0,0,0,1,0,0,2.1,1.8,3.3,9.1,5.7,0.45961,0.44836,1.78849,2.16134,0.47147,0.39379,0.31881
"Molineriella laevis",30,450,3,7,5,5,0,0,0,0,0,0,1,0,0,2.4,2.8,3.2,8.1,5.2,0.38371,0.37809,2.08999,2.14791,0.54302,0.34231,0.25876
"Molinia caerulea",30,160,7,10,8.5,4,0,0,0,0,1,0,0,0,0,6.1,2.2,5,6.7,4.1,NA,NA,NA,NA,NA,NA,NA
"Montia arvensis",5,50,3,8,5.5,6,0,0,0,0,0,1,0,0,0,6.3,4.3,3.8,7.5,4.5,0.51771,0.51667,1.60853,1.61038,0.24735,0.20532,0.4043
"Montia fontana",5,50,5,9,7,5,0,0,0,0,1,0,1,0,0,7.1,4.1,4,7.5,3.4,0.3053,0.30243,1.59842,1.62121,0.13974,0.16546,0.20959
"Muscari neglectum",12,25,2,5,3.5,4,0,0,0,1,0,0,0,0,0,3.1,4.5,7.7,7.3,5.5,0.5153,0.41884,0.86091,1.75419,0.27233,0.32896,0.20686
"Myosotis alpestris",35,35,5,8,6.5,4,0,0,0,0,1,0,0,0,0,4.3,3.8,7.8,7.7,1.4,0.32013,0.28935,1.14064,1.4496,0.06373,0.24438,0.13441
"Myosotis arvensis",40,40,4,7,5.5,4,0,0,0,0,0,0,1,0,0,3.9,5.8,5.5,6.5,3.9,0.75464,0.73051,1.36974,1.95508,0.45974,0.15567,0.6659
"Myosotis balbisiana",40,40,4,6,5,3,0,0,0,0,0,0,1,0,0,2.4,7.1,5.2,8.1,5.2,NA,NA,NA,NA,NA,NA,NA
"Myosotis discolor",40,40,2,6,4,5,0,0,0,0,0,0,1,0,0,3.3,2.7,4.3,7.6,5.2,0.5456,0.50096,1.1251,1.93068,0.62518,0.29097,0.40047
"Myosotis martini",50,50,5,8,6.5,4,0,0,0,0,1,0,0,0,0,6.9,5,5.1,7.5,3.8,0.64854,0.31517,0.26815,1.45873,0.09204,0.21353,0.11379
"Myosotis persoonii",15,15,3,8,5.5,6,0,0,0,0,0,0,1,0,0,2.9,1.8,3.2,8.1,5.2,NA,NA,NA,NA,NA,NA,NA
"Myosotis ramosissima",35,35,3,6,4.5,4,0,0,0,0,0,0,1,0,0,2.4,3,6.8,8.8,4.8,0.506,0.44835,1.02121,1.67002,0.34316,0.25824,0.34742
"Myosotis sicula",15,15,7,7,7,1,0,0,0,0,0,0,1,0,0,4.6,2.9,4.7,8,4.7,0.53147,0.50774,1.38335,1.81489,0.30076,0.23881,0.30882
"Myosotis stolonifera aggr.",25,25,5,8,6.5,4,0,0,0,0,1,0,0,0,0,7.6,3,3.7,7.9,3.6,0.25507,0.2493,1.55741,1.6268,0.07168,0.0662,0.16986
"Myosotis stricta",20,20,4,8,6,5,0,0,0,0,0,0,1,0,0,2.6,2.8,4.7,8.2,4.6,0.59976,0.58348,1.51462,2.04471,0.42497,0.25644,0.49835
"Myosoton aquaticum",15,60,5,8,6.5,4,0,0,0,0,1,0,0,0,0,6.3,7.9,6.5,6.1,4.1,0.62093,0.52381,0.73185,1.38464,0.30697,0.17535,0.22353
"Myosurus minimus",2,10,3,7,5,5,0,0,0,0,0,0,1,0,0,5.3,4.8,5.5,8.1,5.2,0.76826,0.76492,1.92902,2.14146,0.28445,0.19684,0.57859
"Myrrhis odorata",100,120,6,8,7,3,0,0,0,0,1,0,0,0,0,4.9,7.2,6.6,6.8,3.4,0.57394,0.27292,0.30948,1.2099,0.10573,0.1617,0.12339
"Nardus stricta",40,40,6,9,7.5,4,0,0,0,0,1,0,0,0,0,4.7,2.5,2.3,7.7,3,0.39501,0.35948,1.22062,1.64011,0.29895,0.28915,0.18212
"Nasturtium officinale",20,100,1,11,6,11,0,0,0,0,1,0,0,0,0,8.2,6.7,6.9,6.4,4.1,0.30298,0.2792,1.23683,1.68486,0.10412,0.08209,0.10202
"Neoschischkinia truncatula",5,60,6,7,6.5,2,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,0.32439,0.29524,1.28658,1.71971,0.19837,0.33171,0.15636
"Nepeta cataria",34,110,5,10,7.5,6,0,0,0,0,1,0,0,0,0,3.6,7.2,6.9,7.8,5.1,0.64375,0.58017,1.00355,1.60371,0.58605,0.19076,0.26949
"Nepeta latifolia",35,79,7,8,7.5,2,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Neslia paniculata",15,75,3,6,4.5,4,0,0,0,0,0,0,1,0,0,3.6,4.7,7.6,6.4,4.6,0.85205,0.8435,1.69218,2.00313,0.47268,0.14193,0.80819
"Nigella hispanica",25,40,5,7,6,3,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,0.78378,0.75135,1.17939,1.83121,0.63358,0.19189,0.66486
"Noccaea perfoliata",4,30,7,11,9,5,0,0,0,0,0,0,1,0,1,3.3,3.1,7.8,7.8,4.8,0.58188,0.50633,0.92213,1.79252,0.34525,0.2722,0.32317
"Ochlopoa annua",2.3,45,1,12,6.5,12,0,0,0,0,0,0,1,0,0,4.8,7.8,5.9,7.1,4.2,0.65201,0.63791,1.54898,2.03286,0.77966,0.37419,0.45721
"Ochlopoa infirma",5.5,51,6,8,7,3,0,0,0,0,0,0,1,0,0,4,6.2,5.5,8,5.8,0.69123,0.66609,1.34631,1.83617,0.40757,0.32174,0.37739
"Ochlopoa supina",4.3,32,6,8,7,3,0,0,0,0,1,0,0,0,0,4.8,7.4,6.3,8.1,2.4,0.39792,0.37201,1.23899,1.675,0.25333,0.32642,0.24048
"Odontarrhena serpyllifolia",10,30,4,7,5.5,4,0,0,1,0,1,0,0,0,1,2.3,1.6,6.6,8.6,4.8,0.54643,0.32667,0.64391,1.48737,0.17855,0.37742,0.22069
"Odontites vernus",60,60,6,10,8,5,0,0,0,0,0,0,1,0,0,4.6,5.3,6.1,6.6,4.5,NA,NA,NA,NA,NA,NA,NA
"Oenanthe crocata",150,150,5,6,5.5,2,0,0,0,0,1,0,0,0,0,7.1,5.2,6.1,7.5,5.6,0.49218,0.3409,0.60513,1.5956,0.08974,0.16302,0.11812
"Oenanthe lachenalii",100,100,4,9,6.5,6,0,0,0,0,1,0,0,0,0,6.9,5.8,7.9,8.1,5.4,0.42462,0.41286,1.67242,1.91802,0.28587,0.33771,0.17428
"Oenothera biennis",30,200,6,9,7.5,4,1,0,0,0,1,0,0,0,0,3.5,4.4,6.1,8.7,5.1,NA,NA,NA,NA,NA,NA,NA
"Oenothera glazioviana",50,150,6,9,7.5,4,1,0,0,0,1,0,0,0,0,3.2,5.6,6.4,8.6,5.3,0.64889,0.60638,1.11616,1.66595,0.55498,0.19388,0.29608
"Oenothera rosea",10,50,4,10,7,7,1,0,0,0,1,0,0,0,0,3,5.1,5.9,9,5.5,0.67,0.66522,1.51876,1.52578,1.04922,0.22857,0.275
"Omphalodes nitida",80,80,3,9,6,7,0,0,0,0,1,0,0,0,0,4.6,3.4,4.2,5,5.1,0.65424,0.19832,0.21161,1.43358,0.01119,0.20085,0.09316
"Ononis natrix",100,100,4,7,5.5,4,0,0,1,0,0,0,0,0,0,2.7,1.6,8.3,8.1,6.4,0.50473,0.39417,0.83245,1.69867,0.27535,0.28044,0.25707
"Ononis reclinata aggr.",25,25,4,7,5.5,4,0,0,0,0,0,0,1,0,0,1.7,3.4,7.2,9,6.9,0.75545,0.55451,0.86817,1.73729,0.15318,0.3521,0.27908
"Ononis spinosa",80,80,4,9,6.5,6,0,0,1,0,1,0,0,0,0,3.5,3.2,7,8.1,4.8,0.51823,0.46097,1.0753,1.84005,0.69841,0.26653,0.22044
"Onopordum acanthium",23,200,6,7,6.5,2,0,0,0,0,1,0,0,0,0,3.3,8.4,6.9,8.7,5.1,0.78698,0.77101,1.46827,1.79799,0.95941,0.14427,0.41447
"Onopordum acaulon",1,10,6,8,7,3,0,0,0,0,1,0,0,0,0,2.4,7.5,8.4,8.2,7.2,NA,NA,NA,NA,NA,NA,NA
"Onopordum nervosum",45,300,5,8,6.5,4,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ophioglossum vulgatum",NA,NA,5,7,6,3,0,0,0,1,0,0,0,0,0,5.7,3,6.6,6.4,4.2,0.49435,0.45399,1.14407,1.88589,0.66205,0.2794,0.23594
"Origanum vulgare",28,127,6,11,8.5,6,0,0,0,0,1,0,0,0,0,3.2,3.7,7,6.7,4.4,0.56346,0.34896,0.48122,1.51076,0.328,0.2423,0.13797
"Orlaya daucoides",8,40,3,5,4,3,0,0,0,0,0,0,1,0,0,2.8,5.7,7.4,8,6.5,0.71627,0.46303,0.50347,1.7141,0.15694,0.29951,0.2655
"Ornithogalum pyrenaicum",48,78,5,7,6,3,0,0,0,1,0,0,0,0,0,4.4,5,6.7,5.2,5.1,0.6538,0.2039,0.1306,1.36635,0.09881,0.20754,0.11251
"Ornithogalum umbellatum",3,18,2,6,4,5,0,0,0,1,0,0,0,0,0,4.1,6.2,6.9,6.5,5,0.60976,0.41629,0.47232,1.67233,0.33894,0.21915,0.27203
"Ornithopus compressus",4,75,3,5,4,3,0,0,0,0,0,0,1,0,0,2.6,2.9,4,8.6,6.7,0.55562,0.47911,0.96269,1.90404,0.46624,0.31236,0.30792
"Ornithopus perpusillus",5,42,5,7,6,3,0,0,0,0,0,0,1,0,0,2.8,2.2,2.9,7.4,4.9,0.43624,0.42705,1.73268,2.15757,0.72223,0.36167,0.39674
"Ornithopus pinnatus",8,40,3,6,4.5,4,0,0,0,0,0,0,1,0,0,2.9,2.9,3.9,8.1,6.5,0.46173,0.43878,1.51764,2.05363,0.49897,0.28125,0.28163
"Ornithopus sativus",9,65,3,6,4.5,4,0,0,0,0,0,0,1,0,0,2.1,2.8,3.2,7.7,5.5,0.86269,0.84203,1.4711,2.22355,0.15532,0.10484,0.81774
"Orobanche minor",10,35,4,7,5.5,4,0,0,0,1,0,0,0,0,0,3.8,5.1,6.8,7,5.8,0.51019,0.43429,0.83185,1.40024,0.33785,0.20364,0.2964
"Orobanche sanguinea",17,27,4,5,4.5,2,0,0,0,1,0,0,0,0,0,1.7,2.8,8.2,9.2,8,NA,NA,NA,NA,NA,NA,NA
"Osmunda regalis",50,250,3,9,6,7,0,0,0,0,1,0,0,0,0,6.7,4.9,4.3,4.4,5.2,0.57452,0.24568,0.35616,1.27469,0.04743,0.18023,0.1339
"Osyris alba",50,125,3,6,4.5,4,0,0,0,0,0,0,0,1,0,2.4,3.9,7.2,7.1,6.5,0.68218,0.17716,0.11688,1.33292,0.02193,0.26617,0.11182
"Oxalis acetosella",14,14,3,5,4,3,0,0,0,0,1,0,0,0,0,5,5.7,4.5,1.1,3.9,0.68237,0.15213,0.06056,1.25494,0.01294,0.18959,0.10742
"Oxalis corniculata",30,30,1,12,6.5,12,1,0,0,1,1,0,0,0,0,3.5,6.4,5.9,7.1,5.8,0.76637,0.65623,0.78647,1.82229,0.56568,0.18972,0.47454
"Oxalis latifolia",36,36,5,11,8,7,1,0,0,1,1,0,0,0,0,4.6,5.9,6.3,6.1,5.6,0.81774,0.80645,1.63858,1.95893,1.33817,0.17097,0.73871
"Oxalis pes-caprae",40,40,11,17,2,7,1,0,0,1,1,0,0,0,0,3.4,6.5,6.8,7.4,7.2,0.78833,0.65594,0.72172,1.83817,0.3513,0.23088,0.38201
"Oxalis purpurea",3,6.5,1,7,4,7,1,0,0,1,1,0,0,0,0,3.3,7.5,8.4,7,7.2,NA,NA,NA,NA,NA,NA,NA
"Oxalis stricta",NA,NA,NA,NA,NA,NA,1,0,0,1,1,0,0,0,0,4.5,6.7,5.6,5.8,4.5,0.81246,0.77405,1.13878,1.83785,0.40176,0.14023,0.69502
"Oxalis violacea",3,6.5,1,7,4,7,1,0,0,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oxybasis rubra",3,30,7,10,8.5,4,0,0,0,0,0,0,1,0,0,5.1,9,6.8,8,4.4,0.77104,0.76767,1.81605,1.93721,0.17453,0.2189,0.4364
"Pallenis spinosa",10,70,4,8,6,5,0,0,0,0,1,0,0,0,0,2,4.4,7.4,8,6.7,0.7548,0.61598,0.86352,1.64192,0.3827,0.33772,0.27016
"Pancratium maritimum",25,42,6,10,8,5,0,0,0,1,0,0,0,0,0,2.3,4.4,6.9,9.2,7.2,0.41367,0.38799,1.49845,1.75202,0.01246,0.13745,0.6104
"Panicum capillare",40,75,7,10,8.5,4,1,0,0,0,0,0,1,0,0,3.3,6.4,6.6,7.7,5.7,0.80444,0.8,1.626,1.77425,0.34243,0.18402,0.47902
"Panicum dichotomiflorum",40,80,7,10,8.5,4,1,0,0,0,0,0,1,0,0,5,7.4,7.5,5.8,6.8,0.78272,0.7642,1.33138,1.61821,0.89791,0.14074,0.58072
"Panicum repens",30,80,4,11,7.5,8,0,0,0,1,1,0,0,0,0,4.4,5.4,6.9,8.2,7,0.41905,0.41667,1.72596,1.73193,0.51534,0.29744,0.18421
"Papaver argemone",10,35,4,8,6,5,0,0,0,0,0,0,1,0,0,3.3,5.4,5.1,6.6,5.2,0.86151,0.85522,1.76833,2.07278,0.35435,0.12515,0.8313
"Papaver dubium",20,60,3,8,5.5,6,0,0,0,0,0,0,1,0,0,3.3,5.3,5.3,6.8,4.8,NA,NA,NA,NA,NA,NA,NA
"Papaver hybridum",17,35,3,7,5,5,0,0,0,0,0,0,1,0,0,3.3,5.8,7.5,7.4,6.1,0.8411,0.82237,1.49158,2.0939,0.53813,0.18082,0.65899
"Papaver rhoeas",14,50,2,9,5.5,8,0,0,0,0,0,0,1,0,0,3.8,5.9,7.2,7,5.1,0.82845,0.8207,1.75144,1.9998,0.52148,0.15007,0.73628
"Papaver somniferum",15,100,3,8,5.5,6,1,0,0,0,0,0,1,0,0,4,7.2,6.7,7.4,5.1,NA,NA,NA,NA,NA,NA,NA
"Paradisea lusitanica",60,150,5,7,6,3,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Parentucellia latifolia",5,30,3,6,4.5,4,0,0,0,0,0,0,1,0,0,2.2,3.7,4.8,8.4,5.9,0.65835,0.61955,1.33519,1.97064,0.30812,0.43127,0.36012
"Parentucellia viscosa",10,35,4,6,5,3,0,0,0,0,0,0,1,0,0,5.2,5,6,8.3,5.9,0.68027,0.64064,1.18296,1.74694,0.44253,0.26019,0.34144
"Parietaria judaica aggr.",15,80,3,10,6.5,8,0,0,0,0,1,0,0,0,0,3.9,6.4,7.7,6.4,5.9,0.69759,0.6081,0.78594,1.30011,0.36881,0.19765,0.32063
"Paronychia argentea",3,50,3,6,4.5,4,0,0,0,0,1,0,0,0,0,1.9,3.2,6.9,9,7.3,0.63953,0.59167,1.22453,1.99291,0.20305,0.31724,0.4093
"Paspalum dilatatum",21,149,5,12,8.5,8,1,0,0,0,1,0,0,0,0,6.3,6.5,5.9,8.2,6.3,0.59433,0.57413,1.34033,1.75511,0.72316,0.30556,0.31838
"Paspalum distichum",17,79,3,12,7.5,10,1,0,0,0,1,0,0,0,0,7,6.3,6.8,7.3,6.4,0.57866,0.55376,1.34654,1.6748,0.27858,0.20021,0.3162
