"SIVIMID","Relevé.number","EUNIS2020","Aspect","Slope","Area","Year","DEG_LON","DEG_LAT","Accuracy","Elevation","Sintaxon","Alliance.original","Alliance.revised","Class.Mucina","Class.Twinspan","Semisupervised"
"T-P33560",1677,"V15","W",NA,NA,1959,-8.581725836,42.86231693,"3 - UTM10x10 + Elevation",200,"Chrysanthemum segetum-Raphanetum","Scleranthion annui","Oxalidion europaeae","Papaveretea rhoeadis","Papaveretea rhoeadis",0
"S-P20379",1368,"V15","E",NA,4,1972,-8.792431791,42.1820759,"3 - UTM10x10 + Elevation",50,"Chrysanthemum segetum-Raphanetum","Scleranthion annui","Oxalidion europaeae","Papaveretea rhoeadis","Papaveretea rhoeadis",0
"T-P33544",1661,"V15","W",13,NA,1959,-8.538321195,42.89683922,"3 - UTM10x10 + Elevation",350,"Chrysanthemum segetum-Raphanetum","Scleranthion annui","Oxalidion europaeae","Papaveretea rhoeadis","Papaveretea rhoeadis",0
"T-P33531",1648,"V15","E",NA,NA,1959,-8.563187251,42.90103111,"3 - UTM10x10 + Elevation",400,"Chrysanthemum segetum-Raphanetum","Scleranthion annui","Oxalidion europaeae","Papaveretea rhoeadis","Papaveretea rhoeadis",0
"U-P10340",1764,"V15","",NA,NA,1968,-9.121192463,43.11909972,"3 - UTM10x10 + Elevation",30,"Chrysanthemum segetum-Raphanetum","Scleranthion annui","Oxalidion europaeae","Papaveretea rhoeadis","Papaveretea rhoeadis",0
"S-P20367",1356,"V32","SW",NA,10,1972,-8.788432989,42.25734148,"4 - UTM10x10 + Centroid",700,"Chrysanthemum segetum-Raphanetum","Scleranthion annui","Oxalidion europaeae","Papaveretea rhoeadis","Papaveretea rhoeadis",0
"T-P33552",1669,"V15","",NA,NA,1959,-8.614550307,42.90031611,"3 - UTM10x10 + Elevation",250,"Chrysanthemum segetum-Raphanetum","Scleranthion annui","Oxalidion europaeae","Papaveretea rhoeadis","Papaveretea rhoeadis",0
"U-P10338",1762,"V15","",NA,NA,1968,-8.696270546,42.51097989,"3 - UTM10x10 + Elevation",80,"Chrysanthemum segetum-Raphanetum","Scleranthion annui","Oxalidion europaeae","Papaveretea rhoeadis","Papaveretea rhoeadis",0
"S-P20381",1370,"V15","W",NA,5,1972,-8.655053696,42.32398425,"3 - UTM10x10 + Elevation",50,"Chrysanthemum segetum-Raphanetum","Scleranthion annui","Oxalidion europaeae","Papaveretea rhoeadis","Papaveretea rhoeadis",0
"S-P20370",1359,"V15","S",NA,10,1972,-8.778387429,42.31961549,"3 - UTM10x10 + Elevation",110,"Chrysanthemum segetum-Raphanetum","Scleranthion annui","Oxalidion europaeae","Papaveretea rhoeadis","Papaveretea rhoeadis",0
"T-P33536",1653,"V15","SW",NA,NA,1959,-8.574588079,42.83745977,"3 - UTM10x10 + Elevation",250,"Chrysanthemum segetum-Raphanetum","Scleranthion annui","Oxalidion europaeae","Papaveretea rhoeadis","Papaveretea rhoeadis",0
"U-P10331",1755,"V15","",NA,NA,1968,-8.654007539,42.63550777,"3 - UTM10x10 + Elevation",160,"Chrysanthemum segetum-Raphanetum","Scleranthion annui","Oxalidion europaeae","Papaveretea rhoeadis","Papaveretea rhoeadis",0
"T-P33535",1652,"V15","S",8,NA,1959,-8.535426896,42.86457177,"1 - UTM1x1 + Elevation",300,"Chrysanthemum segetum-Raphanetum","Scleranthion annui","Oxalidion europaeae","Papaveretea rhoeadis","Papaveretea rhoeadis",0
"U-P10325",1750,"V15","",NA,NA,1968,-8.617593729,42.63730491,"3 - UTM10x10 + Elevation",220,"Chrysanthemum segetum-Raphanetum","Scleranthion annui","Oxalidion europaeae","Papaveretea rhoeadis","Papaveretea rhoeadis",0
"U-P10324",1749,"V15","",NA,NA,1968,-8.651567452,42.60862235,"3 - UTM10x10 + Elevation",39,"Chrysanthemum segetum-Raphanetum","Scleranthion annui","Spergulo arvensis-Erodion cicutariae","Digitario sanguinalis-Eragrostietea minoris","Papaveretea rhoeadis",0
"S-P20360",1350,"V32","NW",NA,10,1972,-8.807528945,42.31993864,"3 - UTM10x10 + Elevation",60,"Chrysanthemum segetum-Raphanetum","Scleranthion annui","Oxalidion europaeae","Papaveretea rhoeadis","Papaveretea rhoeadis",0
"S-P20365",1354,"V15","N",NA,5,1972,-8.741504596,42.42049594,"3 - UTM10x10 + Elevation",100,"Chrysanthemum segetum-Raphanetum","Scleranthion annui","Oxalidion europaeae","Papaveretea rhoeadis","Papaveretea rhoeadis",0
"U-P10342",1766,"V15","",NA,NA,1968,-8.528133689,42.50843751,"3 - UTM10x10 + Elevation",267,"Chrysanthemum segetum-Raphanetum","Scleranthion annui","Spergulo arvensis-Erodion cicutariae","Digitario sanguinalis-Eragrostietea minoris","Papaveretea rhoeadis",0
"T-P33541",1658,"V15","S",NA,NA,1959,-8.539523125,42.8283643,"3 - UTM10x10 + Elevation",250,"Chrysanthemum segetum-Raphanetum","Scleranthion annui","Oxalidion europaeae","Papaveretea rhoeadis","Papaveretea rhoeadis",0
"S-P20372",1361,"V32","NW",NA,10,1972,-8.807070288,42.26235004,"3 - UTM10x10 + Elevation",100,"Chrysanthemum segetum-Raphanetum","Scleranthion annui","Oxalidion europaeae","Papaveretea rhoeadis","Papaveretea rhoeadis",0
"U-P10323",1748,"V15","",NA,NA,1968,-8.634737,42.55724187,"3 - UTM10x10 + Elevation",27,"Chrysanthemum segetum-Raphanetum","Scleranthion annui","Oxalidion europaeae","Papaveretea rhoeadis","Papaveretea rhoeadis",0
"T-P33538",1655,"V15","S",NA,NA,1959,-8.616988304,42.90019614,"3 - UTM10x10 + Elevation",300,"Chrysanthemum segetum-Raphanetum","Scleranthion annui","Oxalidion europaeae","Papaveretea rhoeadis","Papaveretea rhoeadis",0
"U-P10341",1765,"V15","",NA,NA,1968,-8.712838522,42.69199274,"3 - UTM10x10 + Elevation",37,"Chrysanthemum segetum-Raphanetum","Scleranthion annui","Oxalidion europaeae","Papaveretea rhoeadis","Papaveretea rhoeadis",0
"T-P33537",1654,"V15","S",6,NA,1959,-8.544830183,42.887521,"3 - UTM10x10 + Elevation",250,"Chrysanthemum segetum-Raphanetum","Scleranthion annui","Oxalidion europaeae","Papaveretea rhoeadis","Papaveretea rhoeadis",0
"S-P20358",1348,"V15","SW",NA,10,1972,-8.815893813,42.25289956,"3 - UTM10x10 + Elevation",20,"Chrysanthemum segetum-Raphanetum","Scleranthion annui","Oxalidion europaeae","Papaveretea rhoeadis","Papaveretea rhoeadis",0
"T-P33550",1667,"V15","W",4,NA,1959,-8.501191423,42.83741983,"1 - UTM1x1 + Elevation",250,"Chrysanthemum segetum-Raphanetum","Scleranthion annui","Oxalidion europaeae","Papaveretea rhoeadis","Papaveretea rhoeadis",0
"U-P10336",1760,"V15","",NA,NA,1968,-8.749551179,42.58752749,"3 - UTM10x10 + Elevation",61,"Chrysanthemum segetum-Raphanetum","Scleranthion annui","Oxalidion europaeae","Papaveretea rhoeadis","Papaveretea rhoeadis",0
"S-P20362",1352,"V32","SW",NA,15,1972,-8.715038524,42.23638179,"3 - UTM10x10 + Elevation",40,"Chrysanthemum segetum-Raphanetum","Scleranthion annui","Oxalidion europaeae","Papaveretea rhoeadis","Papaveretea rhoeadis",0
"S-P20377",1366,"V","SE",NA,10,1972,-8.771750482,42.30014667,"3 - UTM10x10 + Elevation",300,"Chrysanthemum segetum-Raphanetum","Scleranthion annui","Oxalidion europaeae","Papaveretea rhoeadis","Papaveretea rhoeadis",0
"U-P10333",1757,"V15","",NA,NA,1968,-8.588526306,42.53070528,"3 - UTM10x10 + Elevation",299,"Chrysanthemum segetum-Raphanetum","Scleranthion annui","Oxalidion europaeae","Papaveretea rhoeadis","Papaveretea rhoeadis",0
"T-P33551",1668,"V15","W",7,NA,1959,-8.537542381,42.86086828,"1 - UTM1x1 + Elevation",250,"Chrysanthemum segetum-Raphanetum","Scleranthion annui","Oxalidion europaeae","Papaveretea rhoeadis","Papaveretea rhoeadis",0
"T-P33547",1664,"V15","S",4,NA,1959,-8.596345619,42.88860735,"3 - UTM10x10 + Elevation",250,"Chrysanthemum segetum-Raphanetum","Scleranthion annui","Oxalidion europaeae","Papaveretea rhoeadis","Papaveretea rhoeadis",0
"U-P10335",1759,"V15","",NA,NA,1968,-8.658494113,42.55066614,"3 - UTM10x10 + Elevation",106,"Chrysanthemum segetum-Raphanetum","Scleranthion annui","Oxalidion europaeae","Papaveretea rhoeadis","Papaveretea rhoeadis",0
"S-P20374",1363,"V32","SW",NA,11,1972,-8.768499807,42.18508625,"3 - UTM10x10 + Elevation",90,"Chrysanthemum segetum-Raphanetum","Scleranthion annui","Oxalidion europaeae","Papaveretea rhoeadis","Papaveretea rhoeadis",0
"S-P20378",1367,"V32","SE",NA,10,1972,-8.793370647,42.32425804,"3 - UTM10x10 + Elevation",120,"Chrysanthemum segetum-Raphanetum","Scleranthion annui","Oxalidion europaeae","Papaveretea rhoeadis","Papaveretea rhoeadis",0
"T-P33546",1663,"V32","S",7,NA,1959,-8.370150002,42.87786845,"2 - UTM1x1 + Centroid",30,"Chrysanthemum segetum-Raphanetum","Scleranthion annui","Oxalidion europaeae","Papaveretea rhoeadis","Papaveretea rhoeadis",0
"S-P20376",1365,"V15","NE",NA,10,1972,-8.784260051,42.27790969,"3 - UTM10x10 + Elevation",110,"Chrysanthemum segetum-Raphanetum","Scleranthion annui","Oxalidion europaeae","Papaveretea rhoeadis","Papaveretea rhoeadis",0
"U-P10329",1753,"V15","",NA,NA,1968,-8.714938237,42.68828686,"3 - UTM10x10 + Elevation",48,"Chrysanthemum segetum-Raphanetum","Scleranthion annui","Oxalidion europaeae","Papaveretea rhoeadis","Papaveretea rhoeadis",0
"T-P33549",1666,"V15","",NA,NA,1959,-8.638765756,42.89732172,"2 - UTM1x1 + Centroid",250,"Chrysanthemum segetum-Raphanetum","Scleranthion annui","Oxalidion europaeae","Papaveretea rhoeadis","Papaveretea rhoeadis",0
"T-P33548",1665,"V15","S",NA,NA,1959,-8.50051025,42.85725756,"1 - UTM1x1 + Elevation",150,"Chrysanthemum segetum-Raphanetum","Scleranthion annui","Oxalidion europaeae","Papaveretea rhoeadis","Papaveretea rhoeadis",0
"S-P20371",1360,"V","S",NA,15,1972,-8.784260051,42.27790969,"3 - UTM10x10 + Elevation",100,"Chrysanthemum segetum-Raphanetum","Scleranthion annui","Oxalidion europaeae","Papaveretea rhoeadis","Papaveretea rhoeadis",0
"S-P20359",1349,"V15","S",NA,10,1972,-8.762577319,42.19978799,"3 - UTM10x10 + Elevation",10,"Chrysanthemum segetum-Raphanetum","Scleranthion annui","Oxalidion europaeae","Papaveretea rhoeadis","Papaveretea rhoeadis",0
"T-P33559",1676,"V15","E",NA,NA,1959,-8.534435887,42.88082377,"1 - UTM1x1 + Elevation",300,"Chrysanthemum segetum-Raphanetum","Scleranthion annui","Oxalidion europaeae","Papaveretea rhoeadis","Papaveretea rhoeadis",0
"U-P10330",1754,"V15","",NA,NA,1968,-8.735096741,42.64226614,"3 - UTM10x10 + Elevation",57,"Chrysanthemum segetum-Raphanetum","Scleranthion annui","Oxalidion europaeae","Papaveretea rhoeadis","Papaveretea rhoeadis",0
"U-P10322",1747,"V15","",NA,NA,1968,-8.652913711,42.70397763,"3 - UTM10x10 + Elevation",40,"Chrysanthemum segetum-Raphanetum","Scleranthion annui","Spergulo arvensis-Erodion cicutariae","Digitario sanguinalis-Eragrostietea minoris","Papaveretea rhoeadis",0
"U-P10337",1761,"V15","",NA,NA,1968,-8.634095825,42.60408439,"3 - UTM10x10 + Elevation",60,"Chrysanthemum segetum-Raphanetum","Scleranthion annui","Oxalidion europaeae","Papaveretea rhoeadis","Papaveretea rhoeadis",0
"S-P20384",1373,"V32","S",NA,5,1972,-8.745086926,42.22047253,"3 - UTM10x10 + Elevation",40,"Chrysanthemum segetum-Raphanetum","Scleranthion annui","Oxalidion europaeae","Papaveretea rhoeadis","Papaveretea rhoeadis",0
"S-P20375",1364,"V32","NW",NA,5,1972,-8.77437999,42.32881996,"3 - UTM10x10 + Elevation",20,"Chrysanthemum segetum-Raphanetum","Scleranthion annui","Oxalidion europaeae","Papaveretea rhoeadis","Papaveretea rhoeadis",0
"T-P04820",530,"V39","",NA,10,1984,-4.761746306,43.15974196,"3 - UTM10x10 + Elevation",1550,"Cirsio chodati-Carduetum cantabrici","Cirsion richterano-chodati","Balloto-Conion maculati","Epilobietea angustifolii","Epilobietea angustifolii",0
"T-P04821",531,"V38","",NA,10,1984,-4.764954781,43.10026214,"3 - UTM10x10 + Elevation",1340,"Cirsio chodati-Carduetum cantabrici","Cirsion richterano-chodati","Cirsion richterano-chodati","Artemisietea vulgaris","Artemisietea vulgaris",1
"T-P04817",527,"V38","",NA,10,1984,-4.764516188,43.17050472,"3 - UTM10x10 + Elevation",1430,"Cirsio chodati-Carduetum cantabrici","Cirsion richterano-chodati","Cirsion richterano-chodati","Artemisietea vulgaris","Artemisietea vulgaris",1
"T-P04819",529,"V39","",NA,10,1984,-4.825095504,43.22178014,"3 - UTM10x10 + Elevation",1620,"Cirsio chodati-Carduetum cantabrici","Cirsion richterano-chodati","Balloto-Conion maculati","Epilobietea angustifolii","Epilobietea angustifolii",0
"T-P04818",528,"R21","",NA,10,1984,-4.76775473,43.19746828,"3 - UTM10x10 + Elevation",1400,"Cirsio chodati-Carduetum cantabrici","Cirsion richterano-chodati","Cirsion richterano-chodati","Artemisietea vulgaris","Artemisietea vulgaris",1
"U-P00603",976,"V38","N",5,10,2002,-4.932829752,42.96788147,"1 - UTM1x1 + Elevation",1100,"Cirsio chodati-Carduetum carpetani","Cirsion richterano-chodati","Cirsion richterano-chodati","Artemisietea vulgaris","Artemisietea vulgaris",1
"T-P22338",870,"V38","",NA,50,1988,-5.000524256,43.01354245,"3 - UTM10x10 + Elevation",1140,"Cirsio chodati-Carduetum carpetani","Cirsion richterano-chodati","Cirsion richterano-chodati","Artemisietea vulgaris","Artemisietea vulgaris",1
"T-P22326",858,"V38","",NA,60,1988,-5.315636737,43.10484664,"3 - UTM10x10 + Elevation",1300,"Cirsio chodati-Carduetum carpetani","Cirsion richterano-chodati","Cirsion richterano-chodati","Artemisietea vulgaris","Artemisietea vulgaris",1
"T-P22333",865,"V38","",NA,200,1988,-4.979170824,42.8068027,"3 - UTM10x10 + Elevation",1070,"Cirsio chodati-Carduetum carpetani","Cirsion richterano-chodati","Cirsion richterano-chodati","Artemisietea vulgaris","Artemisietea vulgaris",1
"T-P22327",859,"V38","",NA,70,1988,-5.332825473,42.90999906,"3 - UTM10x10 + Elevation",1320,"Cirsio chodati-Carduetum carpetani","Cirsion richterano-chodati","Cirsion richterano-chodati","Artemisietea vulgaris","Artemisietea vulgaris",1
"U-P00608",980,"V38","",NA,3,2002,-5.127319845,42.84736866,"1 - UTM1x1 + Elevation",960,"Cirsio chodati-Carduetum carpetani","Cirsion richterano-chodati","Arction lappae","Epilobietea angustifolii","Epilobietea angustifolii",0
"S-P11158",370,"V38","",NA,100,1989,-4.478008438,42.92063011,"1 - UTM1x1 + Elevation",1100,"Cirsio chodati-Carduetum carpetani","Cirsion richterano-chodati","Cirsion richterano-chodati","Artemisietea vulgaris","Artemisietea vulgaris",1
"T-P12287",801,"V38","",NA,10,1988,-6.208583593,42.97882923,"3 - UTM10x10 + Elevation",1320,"Cirsio chodati-Carduetum carpetani","Cirsion richterano-chodati","Cirsion richterano-chodati","Artemisietea vulgaris","Artemisietea vulgaris",1
"S-P11157",369,"V38","",NA,30,1989,-4.385277639,42.93799902,"1 - UTM1x1 + Elevation",1540,"Cirsio chodati-Carduetum carpetani","Cirsion richterano-chodati","Cirsion richterano-chodati","Artemisietea vulgaris","Artemisietea vulgaris",1
"T-P22328",860,"V38","",NA,70,1988,-5.47624805,42.94300328,"3 - UTM10x10 + Elevation",1390,"Cirsio chodati-Carduetum carpetani","Cirsion richterano-chodati","Cirsion richterano-chodati","Artemisietea vulgaris","Artemisietea vulgaris",1
"U-P00604",977,"V38","",NA,50,2002,-4.934378278,42.93903997,"1 - UTM1x1 + Elevation",1170,"Cirsio chodati-Carduetum carpetani","Cirsion richterano-chodati","Cirsion richterano-chodati","Artemisietea vulgaris","Artemisietea vulgaris",1
"T-P11667",713,"V38","",NA,12,1988,-5.813277885,42.9694278,"3 - UTM10x10 + Elevation",1460,"Cirsio chodati-Carduetum carpetani","Cirsion richterano-chodati","Cirsion richterano-chodati","Artemisietea vulgaris","Artemisietea vulgaris",1
"T-P11668",714,"V38","",NA,5,1988,-5.616602709,42.95788807,"3 - UTM10x10 + Elevation",1350,"Cirsio chodati-Carduetum carpetani","Cirsion richterano-chodati","Cirsion richterano-chodati","Artemisietea vulgaris","Artemisietea vulgaris",1
"T-P22329",861,"V38","",NA,200,1988,-5.551723284,42.93053925,"3 - UTM10x10 + Elevation",1130,"Cirsio chodati-Carduetum carpetani","Cirsion richterano-chodati","Cirsion richterano-chodati","Artemisietea vulgaris","Artemisietea vulgaris",1
"T-P11665",711,"V38","",NA,25,1988,-5.805924994,42.91558207,"3 - UTM10x10 + Elevation",1540,"Cirsio chodati-Carduetum carpetani","Cirsion richterano-chodati","Cirsion richterano-chodati","Artemisietea vulgaris","Artemisietea vulgaris",1
"U-P00602",975,"V38","",NA,20,2002,-5.017966356,42.9466012,"1 - UTM1x1 + Elevation",1110,"Cirsio chodati-Carduetum carpetani","Cirsion richterano-chodati","Cirsion richterano-chodati","Artemisietea vulgaris","Artemisietea vulgaris",1
"T-P22336",868,"V38","",NA,100,1988,-5.527993205,42.88964501,"3 - UTM10x10 + Elevation",1090,"Cirsio chodati-Carduetum carpetani","Cirsion richterano-chodati","Cirsion richterano-chodati","Artemisietea vulgaris","Artemisietea vulgaris",1
"T-P22337",869,"V38","",NA,200,1988,-5.265788485,43.01940179,"3 - UTM10x10 + Elevation",1170,"Cirsio chodati-Carduetum carpetani","Cirsion richterano-chodati","Cirsion richterano-chodati","Artemisietea vulgaris","Artemisietea vulgaris",1
"U-P00599",972,"V38","",NA,10,2002,-4.964406642,42.95833895,"1 - UTM1x1 + Elevation",1130,"Cirsio chodati-Carduetum carpetani","Cirsion richterano-chodati","Cirsion richterano-chodati","Artemisietea vulgaris","Artemisietea vulgaris",1
"T-P11666",712,"V38","",NA,20,1988,-5.72477104,42.96436699,"3 - UTM10x10 + Elevation",1460,"Cirsio chodati-Carduetum carpetani","Cirsion richterano-chodati","Cirsion richterano-chodati","Artemisietea vulgaris","Artemisietea vulgaris",1
"U-P00600",973,"V38","",NA,20,2002,-4.758959542,43.06253486,"1 - UTM1x1 + Elevation",1610,"Cirsio chodati-Carduetum carpetani","Cirsion richterano-chodati","Cirsion richterano-chodati","Artemisietea vulgaris","Artemisietea vulgaris",1
"T-P22331",863,"V38","",NA,20,1988,-4.822576379,43.05433533,"3 - UTM10x10 + Elevation",1390,"Cirsio chodati-Carduetum carpetani","Cirsion richterano-chodati","Cirsion richterano-chodati","Artemisietea vulgaris","Artemisietea vulgaris",1
"T-P11669",715,"R","W",1.8,40,1988,-5.640469736,42.88530357,"3 - UTM10x10 + Elevation",1140,"Cirsio chodati-Carduetum carpetani","Cirsion richterano-chodati","Cirsion richterano-chodati","Artemisietea vulgaris","Artemisietea vulgaris",1
"T-P04822",532,"R","",NA,10,1984,-4.802200937,43.02944492,"3 - UTM10x10 + Elevation",1600,"Cirsio chodati-Carduetum carpetani","Cirsion richterano-chodati","Cirsion richterano-chodati","Artemisietea vulgaris","Artemisietea vulgaris",1
"T-P22332",864,"V38","",NA,100,1988,-4.782988275,43.0441535,"3 - UTM10x10 + Elevation",1610,"Cirsio chodati-Carduetum carpetani","Cirsion richterano-chodati","Cirsion richterano-chodati","Artemisietea vulgaris","Artemisietea vulgaris",1
"U-P00113",959,"V38","",NA,10,2001,-5.152963185,43.02158083,"1 - UTM1x1 + Elevation",1560,"Cirsio chodati-Carduetum carpetani","Cirsion richterano-chodati","Cirsion richterano-chodati","Artemisietea vulgaris","Artemisietea vulgaris",1
"T-P12286",800,"V38","",NA,10,1988,-6.202938141,42.96458091,"3 - UTM10x10 + Elevation",1410,"Cirsio chodati-Carduetum carpetani","Cirsion richterano-chodati","Cirsion richterano-chodati","Artemisietea vulgaris","Artemisietea vulgaris",1
"T-P04824",534,"V38","",NA,10,1984,-6.002846057,43.08526369,"3 - UTM10x10 + Elevation",1480,"Cirsio chodati-Carduetum carpetani","Cirsion richterano-chodati","Cirsion richterano-chodati","Artemisietea vulgaris","Artemisietea vulgaris",1
"T-P04823",533,"V38","",NA,15,1984,-6.008270155,43.04550291,"3 - UTM10x10 + Elevation",1350,"Cirsio chodati-Carduetum carpetani","Cirsion richterano-chodati","Cirsion richterano-chodati","Artemisietea vulgaris","Artemisietea vulgaris",1
"T-P12288",802,"V38","",NA,8,1988,-6.217253751,42.95697572,"3 - UTM10x10 + Elevation",1250,"Cirsio chodati-Carduetum carpetani","Cirsion richterano-chodati","Cirsion richterano-chodati","Artemisietea vulgaris","Artemisietea vulgaris",1
"U-P00111",957,"V38","",NA,3,2001,-5.018637393,43.04203918,"2 - UTM1x1 + Centroid",1160,"Cirsio chodati-Carduetum carpetani","Cirsion richterano-chodati","Cirsion richterano-chodati","Artemisietea vulgaris","Artemisietea vulgaris",1
"S-P11156",368,"V38","",NA,60,1989,-4.485400983,42.92233541,"1 - UTM1x1 + Elevation",1080,"Cirsio chodati-Carduetum carpetani","Cirsion richterano-chodati","Cirsion richterano-chodati","Artemisietea vulgaris","Artemisietea vulgaris",1
"T-P22334",866,"V38","",NA,120,1988,-4.82246974,43.05073515,"3 - UTM10x10 + Elevation",1280,"Cirsio chodati-Carduetum carpetani","Cirsion richterano-chodati","Cirsion richterano-chodati","Artemisietea vulgaris","Artemisietea vulgaris",1
"T-P22330",862,"V38","",NA,50,1988,-4.935418861,42.89399817,"3 - UTM10x10 + Elevation",1390,"Cirsio chodati-Carduetum carpetani","Cirsion richterano-chodati","Cirsion richterano-chodati","Artemisietea vulgaris","Artemisietea vulgaris",1
"U-P00601",974,"V38","SE",2,40,2002,-4.916000901,42.89972784,"1 - UTM1x1 + Elevation",1410,"Cirsio chodati-Carduetum carpetani","Cirsion richterano-chodati","Cirsion richterano-chodati","Artemisietea vulgaris","Artemisietea vulgaris",1
"U-P00609",981,"V38","",NA,40,2002,-5.038905037,42.83817203,"1 - UTM1x1 + Elevation",1140,"Cirsio chodati-Carduetum carpetani","Cirsion richterano-chodati","Cirsion richterano-chodati","Artemisietea vulgaris","Artemisietea vulgaris",1
