Original.Taxon,SIVIMID,Analysis.Names,Cover,Cover.percent
Stellaria media,NEW-OMAR-LF105,Stellaria media,+,1
Symphyotrichum squamatum,NEW-OMAR-CO62,Symphyotrichum squamatum,+,1
Symphyotrichum squamatum,NEW-OMAR-BA05,Symphyotrichum squamatum,+,1
Symphyotrichum squamatum,NEW-OMAR-BA04,Symphyotrichum squamatum,+,1
Symphytum tuberosum,NEW-OMAR-LNA73,Symphytum tuberosum,+,1
Taraxacum gr. officinale,NEW-OMAR-PA69,Taraxacum,+,1
Taraxacum gr. officinale,NEW-OMAR-RE29,Taraxacum,+,1
Taraxacum gr. officinale,NEW-OMAR-BA15,Taraxacum,+,1
Taraxacum gr. officinale,NEW-OMAR-PA35,Taraxacum,+,1
Taraxacum gr. officinale,NEW-OMAR-PA99,Taraxacum,+,1
Taraxacum gr. officinale,NEW-OMAR-BA12,Taraxacum,+,1
Ulex cantabricus,NEW-OMAR-LNA75,Ulex gallii,1,5
Ulex cantabricus,NEW-OMAR-PA16,Ulex gallii,1,5
Ulex cantabricus,NEW-OMAR-PA48,Ulex gallii,1,5
Ulex cantabricus,NEW-OMAR-PA56,Ulex gallii,1,5
Ulex cantabricus,NEW-OMAR-TU91,Ulex gallii,2,15
Ulex cantabricus,NEW-OMAR-RI71,Ulex gallii,2,15
Ulex cantabricus,NEW-OMAR-PA70,Ulex gallii,2,15
Ulex cantabricus,NEW-OMAR-RE29,Ulex gallii,2,15
Ulex cantabricus,NEW-OMAR-RI72,Ulex gallii,3,37.5
Ulex cantabricus,NEW-OMAR-CC89,Ulex gallii,+,1
Ulex cantabricus,NEW-OMAR-PA32,Ulex gallii,+,1
Ulex cantabricus,NEW-OMAR-CC88,Ulex gallii,+,1
Teucrium scorodonia,NEW-OMAR-CC90,Teucrium scorodonia,+,1
Teucrium scorodonia,NEW-OMAR-LNA76,Teucrium scorodonia,+,1
Teucrium scorodonia,NEW-OMAR-RI72,Teucrium scorodonia,+,1
Torilis japonica,NEW-OMAR-LF109,Torilis japonica,+,1
Torilis japonica,NEW-OMAR-BA15,Torilis japonica,+,1
Trifolium arvense,NEW-OMAR-BA02,Trifolium arvense,+,1
Trifolium campestre ,NEW-OMAR-BA02,Trifolium campestre,+,1
Trifolium dubium,NEW-OMAR-LT54,Trifolium dubium,+,1
Trifolium dubium,NEW-OMAR-BA14,Trifolium dubium,+,1
Trifolium dubium,NEW-OMAR-CO66,Trifolium dubium,+,1
Trifolium dubium,NEW-OMAR-LF11,Trifolium dubium,+,1
Trifolium pratense ,NEW-OMAR-CC23,Trifolium pratense,+,1
Trifolium pratense ,NEW-OMAR-PA104,Trifolium pratense,+,1
Trifolium pratense ,NEW-OMAR-BA20,Trifolium pratense,+,1
Trifolium pratense ,NEW-OMAR-PA98,Trifolium pratense,+,1
Trifolium pratense ,NEW-OMAR-CO66,Trifolium pratense,+,1
Trifolium pratense ,NEW-OMAR-LF09,Trifolium pratense,+,1
Trifolium repens,NEW-OMAR-BA107,Trifolium repens,+,1
Trifolium repens,NEW-OMAR-BA03,Trifolium repens,+,1
Trifolium repens,NEW-OMAR-LF51,Trifolium repens,+,1
Trifolium repens,NEW-OMAR-BA85,Trifolium repens,+,1
Trifolium repens,NEW-OMAR-PA98,Trifolium repens,+,1
Trifolium repens,NEW-OMAR-LF52,Trifolium repens,+,1
Trifolium strictum,NEW-OMAR-BA02,Trifolium strictum,+,1
Tuberaria guttata,NEW-OMAR-TU91,Tuberaria guttata,+,1
Tussilago farfara,NEW-OMAR-PA98,Tussilago farfara,+,1
Tussilago farfara,NEW-OMAR-PA56,Tussilago farfara,+,1
Tussilago farfara,NEW-OMAR-LF09,Tussilago farfara,+,1
Tussilago farfara,NEW-OMAR-RE29,Tussilago farfara,+,1
Tussilago farfara,NEW-OMAR-CO62,Tussilago farfara,+,1
Tussilago farfara,NEW-OMAR-PA102,Tussilago farfara,+,1
Tussilago farfara,NEW-OMAR-LF105,Tussilago farfara,+,1
Tussilago farfara,NEW-OMAR-BA03,Tussilago farfara,+,1
Tussilago farfara,NEW-OMAR-PA96,Tussilago farfara,+,1
Ulex cantabricus,NEW-OMAR-PA17,Ulex gallii,+,1
Ulex cantabricus,NEW-OMAR-BA33,Ulex gallii,+,1
Ulex cantabricus,NEW-OMAR-BA19,Ulex gallii,+,1
Ulex cantabricus,NEW-OMAR-PA46,Ulex gallii,+,1
Ulex cantabricus,NEW-OMAR-PA47,Ulex gallii,+,1
Ulex cantabricus,NEW-OMAR-RE28,Ulex gallii,+,1
Verbascum pulverulentum ,NEW-OMAR-PA104,Verbascum pulverulentum,1,5
Dipsacus fullonum,NEW-OMAR-CA01,Dipsacus fullonum,"0,5",0.5
Helminthotheca echioides ,NEW-OMAR-CA01,Helminthotheca echioides,"0,5",0.5
Urtica dioica,NEW-OMAR-LF105,Urtica dioica,+,1
Urtica dioica,NEW-OMAR-BA83,Urtica dioica,+,1
Urtica dioica,NEW-OMAR-BA03,Urtica dioica,+,1
Urtica dioica,NEW-OMAR-PA104,Urtica dioica,+,1
Urtica dioica,NEW-OMAR-BA107,Urtica dioica,+,1
Urtica dioica,NEW-OMAR-BA80,Urtica dioica,+,1
Urtica dioica,NEW-OMAR-LF109,Urtica dioica,+,1
Urtica dioica,NEW-OMAR-PA68,Urtica dioica,+,1
Urtica dioica,NEW-OMAR-BA05,Urtica dioica,+,1
Vaccinium myrtillus,NEW-OMAR-CC88,Vaccinium myrtillus,+,1
Vaccinium myrtillus,NEW-OMAR-RE28,Vaccinium myrtillus,+,1
Vaccinium myrtillus,NEW-OMAR-RI71,Vaccinium myrtillus,+,1
Verbascum pulverulentum ,NEW-OMAR-BA15,Verbascum pulverulentum,+,1
Verbascum pulverulentum ,NEW-OMAR-BA02,Verbascum pulverulentum,+,1
Verbascum pulverulentum ,NEW-OMAR-PA97,Verbascum pulverulentum,+,1
Verbascum pulverulentum ,NEW-OMAR-BA58,Verbascum pulverulentum,+,1
Verbena officinalis,NEW-OMAR-BA04,Verbena officinalis,+,1
Verbena officinalis,NEW-OMAR-LF09,Verbena officinalis,+,1
Verbena officinalis,NEW-OMAR-LF95,Verbena officinalis,+,1
Verbena officinalis,NEW-OMAR-BA20,Verbena officinalis,+,1
Verbena officinalis,NEW-OMAR-BA34,Verbena officinalis,+,1
Verbena officinalis,NEW-OMAR-PA98,Verbena officinalis,+,1
Verbena officinalis,NEW-OMAR-BA58,Verbena officinalis,+,1
Verbena officinalis,NEW-OMAR-PA97,Verbena officinalis,+,1
Verbena officinalis,NEW-OMAR-BA107,Verbena officinalis,+,1
Verbena officinalis,NEW-OMAR-RE27,Verbena officinalis,+,1
Verbena officinalis,NEW-OMAR-BA02,Verbena officinalis,+,1
Veronica arvensis,NEW-OMAR-BA38,Veronica arvensis,+,1
Veronica arvensis,NEW-OMAR-LF51,Veronica arvensis,+,1
Veronica beccabunga,NEW-OMAR-BA03,Veronica beccabunga,+,1
Veronica chamaedrys,NEW-OMAR-BA14,Veronica chamaedrys,+,1
Veronica montana,NEW-OMAR-LF09,Veronica montana,+,1
Veronica persica,NEW-OMAR-BA58,Veronica persica,+,1
Veronica persica,NEW-OMAR-BA42,Veronica persica,+,1
Veronica persica,NEW-OMAR-BA34,Veronica persica,+,1
Veronica persica,NEW-OMAR-BA06,Veronica persica,+,1
Veronica persica,NEW-OMAR-LF51,Veronica persica,+,1
Veronica persica,NEW-OMAR-BA13,Veronica persica,+,1
Vicia cordata,NEW-OMAR-LT54,Vicia sativa,+,1
Vicia cordata,NEW-OMAR-BA05,Vicia sativa,+,1
Vicia cordata,NEW-OMAR-PA69,Vicia sativa,+,1
Vicia cracca,NEW-OMAR-BA15,Vicia cracca,+,1
Vicia cracca,NEW-OMAR-LF105,Vicia cracca,+,1
Vicia cracca,NEW-OMAR-BA03,Vicia cracca,+,1
Viola hirta,NEW-OMAR-BA34,Viola hirta,+,1
Plantago lanceolata ,NEW-OMAR-CA01,Plantago lanceolata,"0,5",0.5
Verbena officinalis,NEW-OMAR-CA01,Verbena officinalis,"0,5",0.5
Viola reichenbachiana,NEW-OMAR-BA19,Viola reichenbachiana s.l.,1,5
Viola reichenbachiana,NEW-OMAR-BA18,Viola reichenbachiana s.l.,1,5
Viola reichenbachiana,NEW-OMAR-CC88,Viola reichenbachiana s.l.,+,1
Viola reichenbachiana,NEW-OMAR-CO62,Viola reichenbachiana s.l.,+,1
Viola reichenbachiana,NEW-OMAR-CC89,Viola reichenbachiana s.l.,+,1
Viola reichenbachiana,NEW-OMAR-PA69,Viola reichenbachiana s.l.,+,1
Viola reichenbachiana,NEW-OMAR-PA96,Viola reichenbachiana s.l.,+,1
Viola reichenbachiana,NEW-OMAR-PA45,Viola reichenbachiana s.l.,+,1
Viola riviniana,NEW-OMAR-LF09,Viola reichenbachiana s.l.,1,5
Viola riviniana,NEW-OMAR-BA33,Viola reichenbachiana s.l.,+,1
Viola riviniana,NEW-OMAR-PA46,Viola reichenbachiana s.l.,+,1
Viola riviniana,NEW-OMAR-LNA73,Viola reichenbachiana s.l.,+,1
Viola riviniana,NEW-OMAR-RE28,Viola reichenbachiana s.l.,+,1
Viola riviniana,NEW-OMAR-CC90,Viola reichenbachiana s.l.,+,1
Viola riviniana,NEW-OMAR-PA31,Viola reichenbachiana s.l.,+,1
Vitis vinifera,NEW-OMAR-LF105,Vitis vinifera,+,1
Vulpia myuros,NEW-OMAR-BA02,Vulpia myuros,+,1
Wahlenbergia hederacea,NEW-OMAR-RE28,Wahlenbergia hederacea,+,1
Wahlenbergia hederacea,NEW-OMAR-LNA73,Wahlenbergia hederacea,+,1
Leucanthemum vulgare ,NEW-OMAR-CA02,Leucanthemum vulgare s.l.,"0,5",0.5
Daucus carota,NEW-OMAR-CA02,Daucus carota,"0,5",0.5
Geranium dissectum ,NEW-OMAR-CA02,Geranium dissectum,"0,5",0.5
Viola riviniana,NEW-OMAR-PA50,Viola reichenbachiana s.l.,+,1
Lactuca serriola ,NEW-OMAR-CA02,Lactuca serriola,"0,5",0.5
Linum bienne ,NEW-OMAR-CA02,Linum bienne,"0,5",0.5
Lotus corniculatus subsp. corniculatus,NEW-OMAR-CA02,Lotus corniculatus,"0,5",0.5
Rubus ulmifolius ,NEW-OMAR-CA02,Rubus ulmifolius,"0,5",0.5
Daucus carota,NEW-OMAR-CA03,Daucus carota,"0,5",0.5
Poa trivialis,NEW-OMAR-CA03,Poa trivialis,"0,5",0.5
Schedonorus arundinaceus,NEW-OMAR-CA03,Schedonorus arundinaceus,"0,5",0.5
Trifolium pratense ,NEW-OMAR-CA03,Trifolium pratense,"0,5",0.5
Brachypodium rupestre,NEW-OMAR-CA04,Brachypodium rupestre,"0,5",0.5
Daucus carota,NEW-OMAR-CA04,Daucus carota,"0,5",0.5
Lotus corniculatus subsp. corniculatus,NEW-OMAR-CA04,Lotus corniculatus,"0,5",0.5
Picris hieracioides,NEW-OMAR-CA04,Picris hieracioides,"0,5",0.5
Plantago lanceolata ,NEW-OMAR-CA04,Plantago lanceolata,"0,5",0.5
Prunella vulgaris ,NEW-OMAR-CA04,Prunella vulgaris,"0,5",0.5
Trifolium campestre ,NEW-OMAR-CA04,Trifolium campestre,"0,5",0.5
Plantago lanceolata ,NEW-OMAR-CA05,Plantago lanceolata,"0,5",0.5
Salix atrocinerea,NEW-OMAR-CA05,Salix cinerea subsp. oleifolia,"0,5",0.5
Poa trivialis,NEW-OMAR-CA06,Poa trivialis,"0,5",0.5
Schedonorus arundinaceus,NEW-OMAR-CA06,Schedonorus arundinaceus,"0,5",0.5
Daucus carota,NEW-OMAR-CA07,Daucus carota,"0,5",0.5
Dipsacus fullonum,NEW-OMAR-CA07,Dipsacus fullonum,"0,5",0.5
Lotus corniculatus subsp. corniculatus,NEW-OMAR-CA07,Lotus corniculatus,"0,5",0.5
Vicia cordata,NEW-OMAR-CA08,Vicia sativa,"0,5",0.5
Carex pendula,NEW-OMAR-CA08,Carex pendula,"0,5",0.5
Mentha suaveolens,NEW-OMAR-CA08,Mentha suaveolens,"0,5",0.5
Plantago lanceolata ,NEW-OMAR-CA08,Plantago lanceolata,"0,5",0.5
Rubus ulmifolius ,NEW-OMAR-CA08,Rubus ulmifolius,"0,5",0.5
Vicia cordata,NEW-OMAR-CA09,Vicia sativa,"0,5",0.5
Viola riviniana,NEW-OMAR-RE29,Viola reichenbachiana s.l.,+,1
Viola riviniana,NEW-OMAR-CC87,Viola reichenbachiana s.l.,+,1
Carex pendula,NEW-OMAR-CA09,Carex pendula,"0,5",0.5
Daucus carota,NEW-OMAR-CA09,Daucus carota,"0,5",0.5
Hypericum perforatum,NEW-OMAR-CA09,Hypericum perforatum,"0,5",0.5
Lotus corniculatus subsp. corniculatus,NEW-OMAR-CA09,Lotus corniculatus,"0,5",0.5
Mentha suaveolens,NEW-OMAR-CA09,Mentha suaveolens,"0,5",0.5
Trifolium campestre ,NEW-OMAR-CA09,Trifolium campestre,"0,5",0.5
Leontodon saxatilis subsp. saxatilis,NEW-OMAR-CA10,Leontodon saxatilis,"0,5",0.5
Daucus carota,NEW-OMAR-CA10,Daucus carota,"0,5",0.5
Lotus corniculatus subsp. corniculatus,NEW-OMAR-CA10,Lotus corniculatus,"0,5",0.5
Plantago lanceolata ,NEW-OMAR-CA10,Plantago lanceolata,"0,5",0.5
Viola riviniana,NEW-OMAR-CC88,Viola reichenbachiana s.l.,+,1
Trifolium campestre ,NEW-OMAR-CA10,Trifolium campestre,"0,5",0.5
Daucus carota,NEW-OMAR-MO01,Daucus carota,"0,5",0.5
Centaurium erythraea,NEW-OMAR-MO02,Centaurium erythraea,"0,5",0.5
Linum bienne ,NEW-OMAR-MO02,Linum bienne,"0,5",0.5
Daucus carota,NEW-OMAR-MO03,Daucus carota,"0,5",0.5
Daucus carota,NEW-OMAR-MO04,Daucus carota,"0,5",0.5
Daucus carota,NEW-OMAR-MO06,Daucus carota,"0,5",0.5
Daucus carota,NEW-OMAR-MO08,Daucus carota,"0,5",0.5
Geranium dissectum ,NEW-OMAR-MO08,Geranium dissectum,"0,5",0.5
Blackstonia perfoliata ,NEW-OMAR-MO09,Blackstonia perfoliata,"0,5",0.5
Centaurium erythraea,NEW-OMAR-MO09,Centaurium erythraea,"0,5",0.5
Daucus carota,NEW-OMAR-MO09,Daucus carota,"0,5",0.5
Cirsium vulgare ,NEW-OMAR-NI02,Cirsium vulgare,"0,5",0.5
Daucus carota,NEW-OMAR-NI02,Daucus carota,"0,5",0.5
Buddleja davidii ,NEW-OMAR-NI03,Buddleja davidii,"0,5",0.5
Melilotus albus,NEW-OMAR-NI03,Melilotus albus,"0,5",0.5
Daucus carota,NEW-OMAR-NI04,Daucus carota,"0,5",0.5
Daucus carota,NEW-OMAR-NI05,Daucus carota,"0,5",0.5
Piptatherum miliaceum ,NEW-OMAR-NI05,Piptatherum miliaceum,"0,5",0.5
Avena barbata,NEW-OMAR-NI07,Avena barbata,"0,5",0.5
Smyrnium olusatrum ,NEW-OMAR-NI10,Smyrnium olusatrum,"0,5",0.5
Viola riviniana,NEW-OMAR-CC22,Viola reichenbachiana s.l.,+,1
Viola riviniana x reichenbachiana,NEW-OMAR-LF09,Viola reichenbachiana s.l.,1,5
