"SIVIMID","Revised.sintaxon","Relevé.number","CODE","EUNIS_REVISED","EUNIS2020","EUNISL1","EUNISL2","EUNISL3","Aspect","Slope","Area","Year","DEG_LON","DEG_LAT","Accuracy","Elevation","Class","Order","Alliance","Sintaxon","SS"
"S-P11154","Cirsion richterano-chodati",366,"V38b","V38","V38","Ruderal","V38","V38","",NA,90,"1989",-4.38515655,42.93259749,"1 - UTM1x1 + Elevation",1400,"Artemisietea vulgaris","Onopordetalia acanthii","Cirsion richterano-chodati","Cirsio chodati-Carduetum carpetani",1
"S-P11155","Cirsion richterano-chodati",367,"V38b","V38","V38","Ruderal","V38","V38","",NA,100,"1989",-4.451060757,42.92097492,"1 - UTM1x1 + Elevation",1140,"Artemisietea vulgaris","Onopordetalia acanthii","Cirsion richterano-chodati","Cirsio chodati-Carduetum carpetani",1
"S-P11156","Cirsion richterano-chodati",368,"V38b","V38","V38","Ruderal","V38","V38","",NA,60,"1989",-4.485400983,42.92233541,"1 - UTM1x1 + Elevation",1080,"Artemisietea vulgaris","Onopordetalia acanthii","Cirsion richterano-chodati","Cirsio chodati-Carduetum carpetani",1
"S-P11157","Cirsion richterano-chodati",369,"V38b","V38","V38","Ruderal","V38","V38","",NA,30,"1989",-4.385277639,42.93799902,"1 - UTM1x1 + Elevation",1540,"Artemisietea vulgaris","Onopordetalia acanthii","Cirsion richterano-chodati","Cirsio chodati-Carduetum carpetani",1
"S-P11158","Cirsion richterano-chodati",370,"V38b","V38","V38","Ruderal","V38","V38","",NA,100,"1989",-4.478008438,42.92063011,"1 - UTM1x1 + Elevation",1100,"Artemisietea vulgaris","Onopordetalia acanthii","Cirsion richterano-chodati","Cirsio chodati-Carduetum carpetani",1
"S-P11159","Cirsion richterano-chodati",371,"V38a","V38","V38","Ruderal","V38","V38","",NA,20,"1989",-4.449034093,43.04346739,"1 - UTM1x1 + Elevation",1340,"Artemisietea vulgaris","Onopordetalia acanthii","Cirsion richterano-chodati","Carduo nutantis-Cirsietum chodati",1
"S-P11160","Cirsion richterano-chodati",372,"V38b","V38","V38","Ruderal","V38","V38","SW",5,40,"1989",-4.429271113,43.03831306,"1 - UTM1x1 + Elevation",1630,"Artemisietea vulgaris","Onopordetalia acanthii","Cirsion richterano-chodati","Carduo nutantis-Cirsietum chodati",1
"S-P11161","Cirsion richterano-chodati",373,"V38b","V38","V38","Ruderal","V38","V38","",NA,20,"1989",-4.494536319,42.99605692,"1 - UTM1x1 + Elevation",1160,"Artemisietea vulgaris","Onopordetalia acanthii","Cirsion richterano-chodati","Carduo nutantis-Cirsietum chodati",1
"S-P11162","Saginion procumbentis",1911,"V35","V35","V35","Trampled","V35","V35","",NA,8,"1989",-4.485245849,43.01778955,"1 - UTM1x1 + Elevation",1200,"Polygono-Poetea annuae","Polygono arenastri-Poetalia annuae","Polygono-Coronopodion","Polygono-Matricarietum matricarioidis",0
"S-P11163","Polygono-Coronopodion",1912,"V31","V35","V35","Trampled","V35","V31","",NA,4,"1989",-4.452627041,42.9875917,"2 - UTM1x1 + Centroid",1170,"Polygono-Poetea annuae","Polygono arenastri-Poetalia annuae","Polygono-Coronopodion","Polygono-Matricarietum matricarioidis",1
"S-P11164","Polygono-Coronopodion",1913,"V31","V35","V35","Trampled","V35","V31","",NA,4,"1989",-4.48897882,42.96911467,"2 - UTM1x1 + Centroid",1070,"Polygono-Poetea annuae","Polygono arenastri-Poetalia annuae","Polygono-Coronopodion","Polygono-Matricarietum matricarioidis",1
"S-P11165","Polygono-Coronopodion",1914,"V31","V35","V35","Trampled","V35","V31","",NA,6,"1989",-4.486527139,42.96914654,"1 - UTM1x1 + Elevation",1140,"Polygono-Poetea annuae","Polygono arenastri-Poetalia annuae","Polygono-Coronopodion","Polygono-Matricarietum matricarioidis",1
"S-P11166","Polygono-Coronopodion",1915,"V31","V35","V35","Trampled","V35","V31","",NA,6,"1989",-4.451187555,42.92637632,"1 - UTM1x1 + Elevation",1130,"Polygono-Poetea annuae","Polygono arenastri-Poetalia annuae","Polygono-Coronopodion","Polygono-Matricarietum matricarioidis",1
"S-P11167","Polygono-Coronopodion",1916,"V31","V35","V35","Trampled","V35","V31","",NA,6,"1989",-4.489326444,42.983518,"1 - UTM1x1 + Elevation",1180,"Polygono-Poetea annuae","Polygono arenastri-Poetalia annuae","Polygono-Coronopodion","Polygono-Matricarietum matricarioidis",1
"S-P11168","Polygono-Coronopodion",1917,"V31","V35","V35","Trampled","V35","V31","",NA,6,"1989",-4.427061297,42.94288865,"2 - UTM1x1 + Centroid",1080,"Polygono-Poetea annuae","Polygono arenastri-Poetalia annuae","Polygono-Coronopodion","Polygono-Matricarietum matricarioidis",1
"S-P11169","Polygono-Coronopodion",1918,"V31","V35","V35","Trampled","V35","V31","",NA,4,"1989",-4.483037543,42.92596805,"1 - UTM1x1 + Elevation",1140,"Polygono-Poetea annuae","Polygono arenastri-Poetalia annuae","Polygono-Coronopodion","Polygono-Matricarietum matricarioidis",1
"S-P11170","Polygono-Coronopodion",1919,"V31","V35","V35","Trampled","V35","V31","",NA,3,"1989",-4.448737528,42.92640735,"1 - UTM1x1 + Elevation",1130,"Polygono-Poetea annuae","Polygono arenastri-Poetalia annuae","Polygono-Coronopodion","Polygono-Matricarietum matricarioidis",1
"S-P12040","Galio valantiae-Parietarion judaicae",2221,"W2","U37","V","Walls","U37","J2.5","NE",100,20,"1975",-6.541250758,43.55784587,"3 - UTM10x10 + Elevation",5,"Cymbalario-Parietarietea diffusae","Tortulo-Cymbalarietalia","Galio valantiae-Parietarion judaicae","Oxali-Parietarietum diffusae",1
"S-P12041","Galio valantiae-Parietarion judaicae",2222,"W2","U37","?","Walls","U37","J2.5","NE",100,15,"1975",-7.020773027,43.54556605,"3 - UTM10x10 + Elevation",30,"Cymbalario-Parietarietea diffusae","Tortulo-Cymbalarietalia","Galio valantiae-Parietarion judaicae","Oxali-Parietarietum diffusae",1
"S-P12042","Galio valantiae-Parietarion judaicae",2223,"W2","U37","?","Walls","U37","J2.5","SW",100,15,"1975",-6.641078956,43.57091204,"3 - UTM10x10 + Elevation",5,"Cymbalario-Parietarietea diffusae","Tortulo-Cymbalarietalia","Galio valantiae-Parietarion judaicae","Oxali-Parietarietum diffusae",1
"S-P12043","Oxalidion europaeae",1262,"V33","V15","V15","Weed","V15B","V33","",NA,30,"1975",-6.468849961,43.54746352,"3 - UTM10x10 + Elevation",30,"Papaveretea rhoeadis","Aperetalia spicae-venti","Scleranthion annui","Chrysanthemum-Oxalidetum",0
"S-P12044","Oxalidion europaeae",1263,"V33","V15","V15","Weed","V15B","V33","",NA,20,"1975",-6.442002884,43.46724505,"3 - UTM10x10 + Elevation",100,"Papaveretea rhoeadis","Aperetalia spicae-venti","Scleranthion annui","Chrysanthemum-Oxalidetum",0
"S-P12045","Oxalidion europaeae",1264,"V33","V15","V15","Weed","V15B","V33","",NA,20,"1975",-6.594979936,43.54536292,"3 - UTM10x10 + Elevation",90,"Papaveretea rhoeadis","Aperetalia spicae-venti","Scleranthion annui","Chrysanthemum-Oxalidetum",0
"S-P12046","Oxalidion europaeae",1265,"V1b","V15","V15","Weed","V15B","V1","N",2,15,"1975",-7.069780579,43.46460198,"3 - UTM10x10 + Elevation",5,"Papaveretea rhoeadis","Aperetalia spicae-venti","Scleranthion annui","Chrysanthemum-Oxalidetum",0
"S-P12047","Oxalidion europaeae",1266,"V33","V15","V","Weed","V15B","V33","",NA,30,"1975",-6.954206155,43.54969201,"3 - UTM10x10 + Elevation",30,"Papaveretea rhoeadis","Aperetalia spicae-venti","Scleranthion annui","Chrysanthemum-Oxalidetum",0
"S-P12048","Oxalidion europaeae",1267,"V33","V15","V15","Weed","V15B","V33","SE",10,10,"1975",-6.729088145,43.51225124,"3 - UTM10x10 + Elevation",5,"Papaveretea rhoeadis","Aperetalia spicae-venti","Scleranthion annui","Chrysanthemum-Oxalidetum",0
"S-P12049","Oxalidion europaeae",1268,"V1b","V15","V37","Weed","V15B","V1","SE",5,30,"1975",-6.763199329,43.54354374,"3 - UTM10x10 + Elevation",80,"Papaveretea rhoeadis","Aperetalia spicae-venti","Scleranthion annui","Chrysanthemum-Oxalidetum",0
"S-P12050","Oxalidion europaeae",1269,"V33","V15","V15","Weed","V15B","V33","NW",5,15,"1975",-6.345618503,43.36734135,"4 - UTM10x10 + Centroid",662,"Papaveretea rhoeadis","Aperetalia spicae-venti","Scleranthion annui","Chrysanthemum-Oxalidetum",0
"S-P12052","Oxalidion europaeae",1270,"V33","V15","V15","Weed","V15B","V33","",NA,15,"1975",-6.348044528,43.55647123,"3 - UTM10x10 + Elevation",10,"Papaveretea rhoeadis","Aperetalia spicae-venti","Scleranthion annui","Chrysanthemum-Oxalidetum",0
"S-P12053","Oxalidion europaeae",1271,"V1b","V15","V15","Weed","V15B","V1","",NA,30,"1975",-6.538568606,43.55432769,"3 - UTM10x10 + Elevation",15,"Papaveretea rhoeadis","Aperetalia spicae-venti","Scleranthion annui","Chrysanthemum-Oxalidetum",0
"S-P12054","Oxalidion europaeae",1272,"V1b","V15","V15","Weed","V15B","V1","",NA,10,"1975",-6.640211967,43.55653445,"3 - UTM10x10 + Elevation",30,"Papaveretea rhoeadis","Aperetalia spicae-venti","Scleranthion annui","Chrysanthemum-Oxalidetum",0
"S-P12055","Oxalidion europaeae",1273,"V1b","V15","V15","Weed","V15B","V1","",NA,10,"1975",-6.578877179,43.52426077,"3 - UTM10x10 + Elevation",220,"Papaveretea rhoeadis","Aperetalia spicae-venti","Scleranthion annui","Chrysanthemum-Oxalidetum",0
"S-P12056","Oxalidion europaeae",1274,"V1b","V15","V15","Weed","V15B","V1","",NA,10,"1975",-6.796216075,43.5568558,"3 - UTM10x10 + Elevation",20,"Papaveretea rhoeadis","Aperetalia spicae-venti","Scleranthion annui","Chrysanthemum-Oxalidetum",0
"S-P12057","Oxalidion europaeae",1275,"V1b","V15","V15","Weed","V15B","V1","",NA,10,"1975",-6.233777994,43.59232175,"4 - UTM10x10 + Centroid",90,"Papaveretea rhoeadis","Aperetalia spicae-venti","Scleranthion annui","Chrysanthemum-Oxalidetum",0
"S-P12058","Oxalidion europaeae",1276,"V1b","V15","V15","Weed","V15B","V1","",NA,10,"1975",-6.233777994,43.59232175,"4 - UTM10x10 + Centroid",90,"Papaveretea rhoeadis","Aperetalia spicae-venti","Scleranthion annui","Chrysanthemum-Oxalidetum",0
"S-P12059","Oxalidion europaeae",1277,"V1b","V15","V15","Weed","V15B","V1","",NA,20,"1975",-6.536202455,43.55620166,"3 - UTM10x10 + Elevation",10,"Papaveretea rhoeadis","Aperetalia spicae-venti","Scleranthion annui","Chrysanthemum-Oxalidetum",0
"S-P12060","Oxalidion europaeae",1278,"V1b","V15","V15","Weed","V15B","V1","",NA,15,"1975",-6.447541104,43.52109864,"3 - UTM10x10 + Elevation",90,"Papaveretea rhoeadis","Aperetalia spicae-venti","Scleranthion annui","Chrysanthemum-Oxalidetum",0
"S-P12061","Oxalidion europaeae",1279,"V1b","V15","V15","Weed","V15B","V1","",NA,15,"1975",-6.618509292,43.56622759,"3 - UTM10x10 + Elevation",10,"Papaveretea rhoeadis","Aperetalia spicae-venti","Scleranthion annui","Chrysanthemum-Oxalidetum",0
"S-P12062","Oxalidion europaeae",1280,"V1b","V15","V15","Weed","V15B","V1","",NA,10,"1975",-6.419218872,43.54535899,"3 - UTM10x10 + Elevation",90,"Papaveretea rhoeadis","Aperetalia spicae-venti","Scleranthion annui","Chrysanthemum-Oxalidetum",0
"S-P12063","Oxalidion europaeae",1281,"V1b","V15","V15","Weed","V15B","V1","W",5,15,"1975",-6.577896538,43.54950083,"3 - UTM10x10 + Elevation",40,"Papaveretea rhoeadis","Aperetalia spicae-venti","Scleranthion annui","Chrysanthemum-Oxalidetum",0
"S-P12064","Oxalidion europaeae",1282,"V1b","V15","V15","Weed","V15B","V1","",NA,15,"1975",-6.749381121,43.56020418,"3 - UTM10x10 + Elevation",55,"Papaveretea rhoeadis","Aperetalia spicae-venti","Scleranthion annui","Chrysanthemum-Oxalidetum",0
"S-P12065","Oxalidion europaeae",1283,"V1b","V15","V15","Weed","V15B","V1","",NA,20,"1975",-7.110528975,43.55497325,"3 - UTM10x10 + Elevation",20,"Papaveretea rhoeadis","Aperetalia spicae-venti","Scleranthion annui","Chrysanthemum-Oxalidetum",0
"S-P12066","Oxalidion europaeae",1284,"V1b","V15","V15","Weed","V15B","V1","",NA,15,"1975",-7.05076947,43.54990731,"3 - UTM10x10 + Elevation",20,"Papaveretea rhoeadis","Aperetalia spicae-venti","Scleranthion annui","Chrysanthemum-Oxalidetum",0
"S-P12067","Oxalidion europaeae",1285,"V1b","V15","V15","Weed","V15B","V1","",NA,15,"1975",-7.025712301,43.54539195,"3 - UTM10x10 + Elevation",20,"Papaveretea rhoeadis","Aperetalia spicae-venti","Scleranthion annui","Chrysanthemum-Oxalidetum",0
"S-P12068","Oxalidion europaeae",1286,"V1b","V15","V15","Weed","V15B","V1","NW",5,15,"1975",-7.113365899,43.56027286,"3 - UTM10x10 + Elevation",20,"Papaveretea rhoeadis","Aperetalia spicae-venti","Scleranthion annui","Chrysanthemum-Oxalidetum",0
"S-P12069","Oxalidion europaeae",1287,"V33","V15","V32","Weed","V15B","V33","",NA,40,"1975",-7.128062641,43.55794164,"3 - UTM10x10 + Elevation",5,"Sisymbrietea","Sisymbrietalia sophiae","Sisymbrion officinalis","Sisymbrio officinalis-Hordeetum murini",0
"S-P12070","Oxalidion europaeae",1288,"V33","V15","V15","Weed","V15B","V33","",NA,20,"1975",-6.429127933,43.50184547,"3 - UTM10x10 + Elevation",30,"Sisymbrietea","Sisymbrietalia sophiae","Sisymbrion officinalis","Sisymbrio officinalis-Hordeetum murini",0
"S-P12071","Oxalidion europaeae",1289,"V33","V15","V37","Weed","V15A","V33","SE",5,10,"1975",-6.696716828,43.54931699,"3 - UTM10x10 + Elevation",85,"Sisymbrietea","Sisymbrietalia sophiae","Sisymbrion officinalis","Sisymbrio officinalis-Hordeetum murini",0
"S-P12072","Sisymbrion officinalis",1920,"V37","V15","V37","Trampled","V35","V37","",NA,10,"1975",-6.554916089,43.53761392,"3 - UTM10x10 + Elevation",60,"Sisymbrietea","Sisymbrietalia sophiae","Sisymbrion officinalis","Sisymbrio officinalis-Hordeetum murini",1
"S-P12073","Oxalidion europaeae",1921,"V33","V37","V37","Trampled","V35","V33","N",5,15,"1975",-6.591547598,43.53512218,"4 - UTM10x10 + Centroid",96,"Sisymbrietea","Sisymbrietalia sophiae","Sisymbrion officinalis","Sisymbrio officinalis-Hordeetum murini",0
"S-P12074","Sisymbrion officinalis",374,"V37","V37","V37","Ruderal","V37","V37","",NA,20,"1975",-6.555973863,43.55558765,"3 - UTM10x10 + Elevation",15,"Sisymbrietea","Sisymbrietalia sophiae","Sisymbrion officinalis","Sisymbrio officinalis-Hordeetum murini",1
"S-P12075","Oxalidion europaeae",375,"V33","V37","V37","Ruderal","V37","V33","N",30,20,"1975",-7.102997578,43.55344364,"3 - UTM10x10 + Elevation",10,"Sisymbrietea","Sisymbrietalia sophiae","Sisymbrion officinalis","Sisymbrio officinalis-Hordeetum murini",0
"S-P12076","Oxalidion europaeae",1290,"V1c","V15","V37","Weed","V15B","V1","",NA,20,"1975",-6.949739134,43.54130303,"4 - UTM10x10 + Centroid",47,"Sisymbrietea","Sisymbrietalia sophiae","Sisymbrion officinalis","Sisymbrio officinalis-Hordeetum murini",0
"S-P12077","Oxalidion europaeae",1291,"V1b","V15","V37","Weed","V15B","V1","NW",10,30,"1975",-6.943029184,43.56808488,"3 - UTM10x10 + Elevation",10,"Sisymbrietea","Sisymbrietalia sophiae","Sisymbrion officinalis","Sisymbrio officinalis-Hordeetum murini",0
"S-P12078","Oxalidion europaeae",376,"V33","V15","V37","Ruderal","V37","V33","NE",5,15,"1975",-7.085709279,43.55406381,"3 - UTM10x10 + Elevation",20,"Sisymbrietea","Sisymbrietalia sophiae","Sisymbrion officinalis","Sisymbrio officinalis-Hordeetum murini",0
"S-P12079","Oxalidion europaeae",1292,"V1b","V15","V15","Weed","V15B","V1","W",5,15,"1975",-6.544927957,43.53612376,"3 - UTM10x10 + Elevation",40,"Digitario sanguinalis-Eragrostietea","Aperetalia spicae-venti","Oxalidion europeae","Panico-Setarion",0
"S-P12080","Oxalidion europaeae",1293,"V1b","V15","V15","Weed","V15B","V1","",NA,15,"1975",-6.669865605,43.55558517,"3 - UTM10x10 + Elevation",55,"Digitario sanguinalis-Eragrostietea","Aperetalia spicae-venti","Oxalidion europeae","Panico-Setarion",0
"S-P12081","Oxalidion europaeae",1294,"V1b","V15","V15","Weed","V15B","V1","",NA,15,"1975",-6.708298223,43.53800992,"4 - UTM10x10 + Centroid",71,"Digitario sanguinalis-Eragrostietea","Aperetalia spicae-venti","Oxalidion europeae","Panico-Setarion",0
"S-P12082","Oxalidion europaeae",1295,"V1b","V15","V15","Weed","V15B","V1","",NA,15,"1975",-6.412246497,43.50955385,"3 - UTM10x10 + Elevation",90,"Digitario sanguinalis-Eragrostietea","Aperetalia spicae-venti","Oxalidion europeae","Panico-Setarion",0
"S-P12083","Oxalidion europaeae",1296,"V1b","V15","V15","Weed","V15B","V1","",NA,15,"1975",-6.436740661,43.50521801,"3 - UTM10x10 + Elevation",20,"Digitario sanguinalis-Eragrostietea","Aperetalia spicae-venti","Oxalidion europeae","Panico-Setarion",0
"S-P12085","Polygono-Coronopodion",1922,"V31","V35","V35","Trampled","V35","V31","",NA,10,"1975",-6.533310392,43.54908851,"3 - UTM10x10 + Elevation",10,"Molinio-Arrhenatheretea","Potentillo-Polygonetalia avicularis","Potentillion anserinae","Lolio perennis-Plantaginetum majoris",0
"S-P12086","Polygono-Coronopodion",1923,"V31","V35","V35","Trampled","V35","V31","",NA,10,"1975",-6.941855935,43.55011916,"3 - UTM10x10 + Elevation",30,"Molinio-Arrhenatheretea","Potentillo-Polygonetalia avicularis","Potentillion anserinae","Lolio perennis-Plantaginetum majoris",0
"S-P12087","Polygono-Coronopodion",1924,"V31","V35","V35","Trampled","V35","V31","SW",5,10,"1975",-6.613243276,43.56099239,"3 - UTM10x10 + Elevation",15,"Molinio-Arrhenatheretea","Potentillo-Polygonetalia avicularis","Potentillion anserinae","Lolio perennis-Plantaginetum majoris",0
"S-P12089","Polygono-Coronopodion",1925,"V31","V35","V35","Trampled","V35","V31","E",10,10,"1975",-6.661689635,43.54324309,"3 - UTM10x10 + Elevation",55,"Molinio-Arrhenatheretea","Potentillo-Polygonetalia avicularis","Potentillion anserinae","Lolio perennis-Plantaginetum majoris",0
"S-P12091","Polygono-Coronopodion",1926,"V31","V35","V35","Trampled","V35","V31","",NA,10,"1975",-6.345618503,43.36734135,"4 - UTM10x10 + Centroid",662,"Molinio-Arrhenatheretea","Potentillo-Polygonetalia avicularis","Potentillion anserinae","Lolio perennis-Plantaginetum majoris",0
"S-P12092","Polygono-Coronopodion",1927,"V31","V35","V35","Trampled","V35","V31","N",10,10,"1975",-7.089128404,43.53843902,"4 - UTM10x10 + Centroid",40,"Molinio-Arrhenatheretea","Potentillo-Polygonetalia avicularis","Potentillion anserinae","Lolio perennis-Plantaginetum majoris",0
"S-P12093","Polygono-Coronopodion",1928,"V31","V35","V35","Trampled","V35","V31","NW",5,10,"1975",-6.345618503,43.36734135,"4 - UTM10x10 + Centroid",10,"Molinio-Arrhenatheretea","Potentillo-Polygonetalia avicularis","Potentillion anserinae","Lolio perennis-Plantaginetum majoris",0
"S-P12094","Polygono-Coronopodion",1929,"V31","V35","V35","Trampled","V35","V31","",NA,10,"1975",-6.392639372,43.5569558,"3 - UTM10x10 + Elevation",65,"Molinio-Arrhenatheretea","Potentillo-Polygonetalia avicularis","Potentillion anserinae","Lolio perennis-Plantaginetum majoris",0
"S-P12095","Polygono-Coronopodion",1930,"V31","V35","V35","Trampled","V35","V31","",NA,10,"1975",-6.535571185,43.5454172,"3 - UTM10x10 + Elevation",60,"Molinio-Arrhenatheretea","Potentillo-Polygonetalia avicularis","Potentillion anserinae","Lolio perennis-Plantaginetum majoris",0
"S-P12097","Polygono-Coronopodion",1931,"V31","V35","V34","Trampled","V35","V31","NE",5,10,"1975",-6.708298223,43.53800992,"4 - UTM10x10 + Centroid",71,"Molinio-Arrhenatheretea","Potentillo-Polygonetalia avicularis","Potentillion anserinae","Plantagini-Trifolietum fragiferae",0
"S-P12099","Oxalidion europaeae",1297,"V1c","V15","V15","Weed","V15A","V1","N",5,15,"1975",-6.591547598,43.53512218,"4 - UTM10x10 + Centroid",96,"Molinio-Arrhenatheretea","Potentillo-Polygonetalia avicularis","Potentillion anserinae","Plantagini-Sporoboletum",0
"S-P12100","Polygono-Coronopodion",1932,"V31","V35","V35","Trampled","V35","V31","SE",5,10,"1975",-6.538568606,43.55432769,"3 - UTM10x10 + Elevation",15,"Molinio-Arrhenatheretea","Potentillo-Polygonetalia avicularis","Potentillion anserinae","Plantagini-Sporoboletum",0
"S-P12103","Polygono-Coronopodion",1933,"V31","V35","V","Trampled","V35","V31","",NA,15,"1975",-6.591547598,43.53512218,"4 - UTM10x10 + Centroid",96,"Molinio-Arrhenatheretea","Potentillo-Polygonetalia avicularis","Potentillion anserinae","Plantagini-Sporoboletum",0
"S-P12104","Polygono-Coronopodion",1934,"V31","V35","V35","Trampled","V35","V31","N",20,15,"1975",-7.110162123,43.54958464,"3 - UTM10x10 + Elevation",5,"Molinio-Arrhenatheretea","Potentillo-Polygonetalia avicularis","Potentillion anserinae","Plantagini-Sporoboletum",0
"S-P12105","Polygono-Coronopodion",1298,"V31","V35","V","Weed","V15B","V31","",NA,15,"1975",-6.094383672,43.53481419,"3 - UTM10x10 + Elevation",15,"Molinio-Arrhenatheretea","Potentillo-Polygonetalia avicularis","Potentillion anserinae","Plantagini-Sporoboletum",0
